index,shrid2,ua_id,ua_pc11_pca_tot_p,ua_pc11_land_area
0,11-01-002-00007-000645,800013,1239014.0,290.3569241166115
1,11-01-002-00007-000647,800013,1239014.0,290.3569241166115
2,11-01-002-00007-000648,800013,1239014.0,290.3569241166115
3,11-01-002-00007-000667,800013,1239014.0,290.3569241166115
4,11-01-002-00007-000671,800013,1239014.0,290.3569241166115
5,11-01-002-00007-000672,800013,1239014.0,290.3569241166115
6,11-01-002-00007-000675,800013,1239014.0,290.3569241166115
7,11-01-002-00007-000676,800013,1239014.0,290.3569241166115
8,11-01-002-00007-000695,800013,1239014.0,290.3569241166115
9,11-01-002-00007-000697,800013,1239014.0,290.3569241166115
10,11-01-002-00007-800019,800013,1239014.0,290.3569241166115
11,11-01-002-00008-000723,800013,1239014.0,290.3569241166115
12,11-01-002-00008-000724,800013,1239014.0,290.3569241166115
13,11-01-002-00008-000725,800013,1239014.0,290.3569241166115
18,11-01-007-00030-001841,800084,63721.0,35.36999976634979
19,11-01-007-00030-001842,800084,63721.0,35.36999976634979
20,11-01-007-00030-001846,800084,63721.0,35.36999976634979
21,11-01-007-00030-001847,800084,63721.0,35.36999976634979
23,11-01-007-00030-001887,800084,63721.0,35.36999976634979
25,11-01-007-00030-800084,800084,63721.0,35.36999976634979
28,11-01-008-00032-800003,800003,71292.0,18.899999618530273
29,11-01-008-00035-800006,800006,71434.0,23.979999542236328
30,11-01-010-00043-800013,800013,1239014.0,290.3569241166115
36,11-01-014-00055-800033,800033,150592.0,44.33801031112671
38,11-01-019-00072-004873,800055,86997.0,31.097000867128372
39,11-01-019-00072-004874,800055,86997.0,31.097000867128372
40,11-01-019-00072-004903,800055,86997.0,31.097000867128372
41,11-01-019-00072-004904,800055,86997.0,31.097000867128372
42,11-01-019-00072-004905,800055,86997.0,31.097000867128372
43,11-01-019-00072-004906,800055,86997.0,31.097000867128372
44,11-01-019-00072-004917,800055,86997.0,31.097000867128372
45,11-01-019-00072-800055,800055,86997.0,31.097000867128372
46,11-01-021-00079-005766,800071,690627.0,271.3380011320114
47,11-01-021-00079-005769,800071,690627.0,271.3380011320114
48,11-01-021-00079-005770,800071,690627.0,271.3380011320114
49,11-01-021-00079-005772,800071,690627.0,271.3380011320114
50,11-01-021-00079-005934,800071,690627.0,271.3380011320114
51,11-01-021-00079-005936,800071,690627.0,271.3380011320114
52,11-01-021-00079-005937,800071,690627.0,271.3380011320114
53,11-01-021-00079-005938,800071,690627.0,271.3380011320114
54,11-01-021-00079-005951,800071,690627.0,271.3380011320114
55,11-01-021-00079-005952,800071,690627.0,271.3380011320114
56,11-01-021-00079-005953,800071,690627.0,271.3380011320114
57,11-01-021-00079-005955,800071,690627.0,271.3380011320114
58,11-01-021-00079-005965,800071,690627.0,271.3380011320114
59,11-01-021-00079-800071,800071,690627.0,271.3380011320114
60,11-01-021-00079-800072,800071,690627.0,271.3380011320114
64,11-01-021-00081-006184,800071,690627.0,271.3380011320114
65,11-01-022-00082-006322,800071,690627.0,271.3380011320114
66,11-01-022-00082-006324,800071,690627.0,271.3380011320114
67,11-01-022-00082-006325,800071,690627.0,271.3380011320114
79,11-01-022-00082-006672,800071,690627.0,271.3380011320114
80,11-01-022-00082-800077,800071,690627.0,271.3380011320114
82,11-02-024-00094-008683,800144,217204.0,63.80380022525787
89,11-02-029-00150-018823,800258,55477.0,24.87000098824501
90,11-02-029-00150-018831,800258,55477.0,24.87000098824501
108,11-02-031-00162-021065,800124,61216.0,69.7764001712203
109,11-02-031-00162-021066,800124,61216.0,69.7764001712203
110,11-02-031-00162-021067,800124,61216.0,69.7764001712203
111,11-02-031-00162-021068,800124,61216.0,69.7764001712203
112,11-02-031-00162-021071,800124,61216.0,69.7764001712203
113,11-02-031-00162-021072,800124,61216.0,69.7764001712203
114,11-02-031-00162-021076,800124,61216.0,69.7764001712203
115,11-02-031-00162-021079,800124,61216.0,69.7764001712203
116,11-02-031-00162-021081,800124,61216.0,69.7764001712203
117,11-02-031-00162-021083,800124,61216.0,69.7764001712203
118,11-02-031-00162-021087,800124,61216.0,69.7764001712203
119,11-02-031-00162-021089,800124,61216.0,69.7764001712203
120,11-02-031-00162-021092,800124,61216.0,69.7764001712203
121,11-02-031-00162-021093,800124,61216.0,69.7764001712203
122,11-02-031-00162-021101,800124,61216.0,69.7764001712203
123,11-02-031-00162-021102,800124,61216.0,69.7764001712203
124,11-02-031-00162-021104,800124,61216.0,69.7764001712203
125,11-02-031-00162-021105,800124,61216.0,69.7764001712203
126,11-02-031-00162-021106,800124,61216.0,69.7764001712203
127,11-02-031-00162-021107,800124,61216.0,69.7764001712203
128,11-02-031-00162-021108,800124,61216.0,69.7764001712203
129,11-02-031-00162-021109,800124,61216.0,69.7764001712203
130,11-02-031-00162-021110,800124,61216.0,69.7764001712203
131,11-02-031-00162-021111,800124,61216.0,69.7764001712203
132,11-02-031-00162-021113,800124,61216.0,69.7764001712203
133,11-02-031-00162-021114,800124,61216.0,69.7764001712203
134,11-02-031-00162-021116,800124,61216.0,69.7764001712203
135,11-02-031-00162-021117,800124,61216.0,69.7764001712203
136,11-02-031-00162-021118,800124,61216.0,69.7764001712203
137,11-02-031-00162-021135,800124,61216.0,69.7764001712203
138,11-02-031-00162-021136,800124,61216.0,69.7764001712203
139,11-02-031-00162-021137,800124,61216.0,69.7764001712203
140,11-02-031-00162-021210,800124,61216.0,69.7764001712203
141,11-02-031-00162-021211,800124,61216.0,69.7764001712203
142,11-02-031-00162-021212,800124,61216.0,69.7764001712203
143,11-02-031-00162-021213,800124,61216.0,69.7764001712203
144,11-02-031-00162-021214,800124,61216.0,69.7764001712203
145,11-02-031-00162-021217,800124,61216.0,69.7764001712203
148,11-02-031-00162-800124,800124,61216.0,69.7764001712203
173,11-03-035-00201-027420,800144,217204.0,63.80380022525787
174,11-03-035-00201-027437,800144,217204.0,63.80380022525787
175,11-03-035-00201-027443,800144,217204.0,63.80380022525787
176,11-03-035-00201-027447,800144,217204.0,63.80380022525787
177,11-03-035-00201-027462,800144,217204.0,63.80380022525787
178,11-03-035-00201-027463,800144,217204.0,63.80380022525787
180,11-03-035-00201-027486,800144,217204.0,63.80380022525787
181,11-03-035-00201-027490,800144,217204.0,63.80380022525787
182,11-03-035-00201-027775,800144,217204.0,63.80380022525787
183,11-03-035-00201-027776,800144,217204.0,63.80380022525787
184,11-03-035-00201-800144,800144,217204.0,63.80380022525787
185,11-03-035-00202-800146,800146,77928.0,10.850000381469727
186,11-03-035-00203-800149,800149,158621.0,36.599998474121094
194,11-03-036-00206-800155,800155,98916.0,23.670000076293945
196,11-03-036-00208-029622,800158,129659.0,32.19810011982918
197,11-03-036-00208-029643,800166,989326.0,210.71431496739388
198,11-03-036-00208-029654,800158,129659.0,32.19810011982918
199,11-03-036-00208-029655,800158,129659.0,32.19810011982918
200,11-03-036-00208-029683,800158,129659.0,32.19810011982918
201,11-03-036-00208-029684,800158,129659.0,32.19810011982918
202,11-03-036-00208-800158,800158,129659.0,32.19810011982918
205,11-03-037-00212-030259,800166,989326.0,210.71431496739388
206,11-03-037-00212-030341,800166,989326.0,210.71431496739388
207,11-03-037-00212-030342,800166,989326.0,210.71431496739388
208,11-03-037-00212-030343,800166,989326.0,210.71431496739388
209,11-03-037-00212-030345,800166,989326.0,210.71431496739388
210,11-03-037-00212-030346,800166,989326.0,210.71431496739388
211,11-03-037-00212-030348,800166,989326.0,210.71431496739388
212,11-03-037-00212-030349,800166,989326.0,210.71431496739388
213,11-03-037-00212-030357,800166,989326.0,210.71431496739388
214,11-03-037-00212-030358,800166,989326.0,210.71431496739388
215,11-03-037-00212-030359,800166,989326.0,210.71431496739388
216,11-03-037-00212-030360,800166,989326.0,210.71431496739388
217,11-03-037-00212-030361,800166,989326.0,210.71431496739388
218,11-03-037-00212-030370,800166,989326.0,210.71431496739388
219,11-03-037-00212-030372,800166,989326.0,210.71431496739388
220,11-03-037-00212-030373,800166,989326.0,210.71431496739388
221,11-03-037-00212-030387,800166,989326.0,210.71431496739388
222,11-03-037-00212-030388,800166,989326.0,210.71431496739388
223,11-03-037-00212-030390,800166,989326.0,210.71431496739388
224,11-03-037-00212-800165,800166,989326.0,210.71431496739388
225,11-03-037-00212-800166,800166,989326.0,210.71431496739388
226,11-03-037-00213-030422,800166,989326.0,210.71431496739388
227,11-03-037-00213-030424,800166,989326.0,210.71431496739388
228,11-03-037-00213-030450,800166,989326.0,210.71431496739388
229,11-03-037-00213-030451,800166,989326.0,210.71431496739388
230,11-03-037-00213-030457,800166,989326.0,210.71431496739388
231,11-03-037-00213-030458,800166,989326.0,210.71431496739388
232,11-03-037-00213-030468,800166,989326.0,210.71431496739388
233,11-03-037-00213-030472,800166,989326.0,210.71431496739388
234,11-03-037-00213-030473,800166,989326.0,210.71431496739388
235,11-03-037-00213-030474,800166,989326.0,210.71431496739388
236,11-03-037-00213-030475,800166,989326.0,210.71431496739388
237,11-03-037-00213-030476,800166,989326.0,210.71431496739388
241,11-03-038-00216-800176,800176,168653.0,35.0
243,11-03-039-00218-032160,800158,129659.0,32.19810011982918
249,11-03-040-00221-032635,800187,105500.0,64.59000009298325
250,11-03-040-00221-032636,800187,105500.0,64.59000009298325
252,11-03-040-00221-032707,800185,58336.0,29.37999963760376
253,11-03-040-00221-800185,800185,58336.0,29.37999963760376
255,11-03-040-00222-032880,800187,105500.0,64.59000009298325
256,11-03-040-00222-032882,800187,105500.0,64.59000009298325
257,11-03-040-00222-032886,800187,105500.0,64.59000009298325
258,11-03-040-00222-032889,800187,105500.0,64.59000009298325
259,11-03-040-00222-032890,800187,105500.0,64.59000009298325
260,11-03-040-00222-032891,800187,105500.0,64.59000009298325
261,11-03-040-00222-032893,800187,105500.0,64.59000009298325
262,11-03-040-00222-032894,800187,105500.0,64.59000009298325
263,11-03-040-00222-032895,800187,105500.0,64.59000009298325
264,11-03-040-00222-032896,800187,105500.0,64.59000009298325
266,11-03-040-00222-800187,800187,105500.0,64.59000009298325
268,11-03-041-00225-800191,800191,128137.0,24.75
271,11-03-041-00227-800196,800196,1618879.0,159.3699951171875
272,11-03-041-00230-800199,800199,65240.0,14.0
273,11-03-042-00233-800202,800202,163397.0,16.100000381469727
274,11-03-043-00235-034594,800207,164312.0,32.319999396800995
275,11-03-043-00235-034595,800207,164312.0,32.319999396800995
276,11-03-043-00235-800207,800207,164312.0,32.319999396800995
277,11-03-043-00235-800208,800207,164312.0,32.319999396800995
279,11-03-043-00237-800213,800213,76492.0,11.529999732971191
280,11-03-043-00238-800214,800214,145302.0,23.06999969482422
281,11-03-044-00239-035279,800215,82232.0,18.199999809265137
282,11-03-044-00239-800215,800215,82232.0,18.199999809265137
283,11-03-044-00241-800217,800217,116747.0,32.79999923706055
284,11-03-045-00242-800219,800219,87695.0,18.139999389648438
285,11-03-045-00242-800220,800220,91979.0,17.25
286,11-03-046-00244-800223,800223,51023.0,8.880000114440918
287,11-03-046-00245-035792,800226,290999.0,88.89999961853027
288,11-03-046-00245-035793,800226,290999.0,88.89999961853027
289,11-03-046-00245-800226,800226,290999.0,88.89999961853027
290,11-03-046-00246-035850,800229,51709.0,84.76540160179138
291,11-03-046-00246-035851,800229,51709.0,84.76540160179138
292,11-03-046-00246-035852,800229,51709.0,84.76540160179138
293,11-03-046-00246-035853,800229,51709.0,84.76540160179138
294,11-03-046-00246-800229,800229,51709.0,84.76540160179138
295,11-03-047-00249-800236,800236,82956.0,21.670000076293945
296,11-03-048-00250-800237,800237,54072.0,5.5
299,11-03-048-00252-800240,800240,67972.0,20.0
300,11-03-048-00253-036529,800242,472175.0,98.6100001335144
301,11-03-048-00253-036530,800242,472175.0,98.6100001335144
302,11-03-048-00253-036531,800242,472175.0,98.6100001335144
303,11-03-048-00253-036536,800242,472175.0,98.6100001335144
304,11-03-048-00253-036537,800242,472175.0,98.6100001335144
305,11-03-048-00253-036539,800242,472175.0,98.6100001335144
306,11-03-048-00253-036541,800242,472175.0,98.6100001335144
307,11-03-048-00253-036559,800242,472175.0,98.6100001335144
308,11-03-048-00253-036561,800242,472175.0,98.6100001335144
309,11-03-048-00253-036562,800242,472175.0,98.6100001335144
310,11-03-048-00253-036563,800242,472175.0,98.6100001335144
311,11-03-048-00253-036830,800242,472175.0,98.6100001335144
312,11-03-048-00253-800242,800242,472175.0,98.6100001335144
313,11-03-048-00254-036956,800245,119943.0,40.65000021457672
314,11-03-048-00254-036963,800245,119943.0,40.65000021457672
315,11-03-048-00254-036964,800245,119943.0,40.65000021457672
316,11-03-048-00254-036965,800245,119943.0,40.65000021457672
317,11-03-048-00254-036966,800245,119943.0,40.65000021457672
323,11-03-048-00254-037077,800365,461914.0,120.2399999499321
324,11-03-048-00254-037081,800245,119943.0,40.65000021457672
325,11-03-048-00254-800245,800245,119943.0,40.65000021457672
326,11-03-049-00255-037380,800252,1276320.0,245.89781153202057
327,11-03-049-00255-800248,800252,1276320.0,245.89781153202057
328,11-03-049-00256-037546,800252,1276320.0,245.89781153202057
329,11-03-049-00256-037547,800252,1276320.0,245.89781153202057
330,11-03-049-00256-800250,800252,1276320.0,245.89781153202057
331,11-03-049-00256-800251,800252,1276320.0,245.89781153202057
332,11-03-049-00257-037572,800252,1276320.0,245.89781153202057
333,11-03-049-00257-037574,800252,1276320.0,245.89781153202057
334,11-03-049-00257-037575,800252,1276320.0,245.89781153202057
335,11-03-049-00257-037600,800252,1276320.0,245.89781153202057
336,11-03-049-00257-037602,800252,1276320.0,245.89781153202057
337,11-03-049-00257-037603,800252,1276320.0,245.89781153202057
338,11-03-049-00257-037605,800252,1276320.0,245.89781153202057
339,11-03-049-00257-037616,800252,1276320.0,245.89781153202057
340,11-03-049-00257-037624,800252,1276320.0,245.89781153202057
341,11-03-049-00257-037625,800252,1276320.0,245.89781153202057
342,11-03-049-00257-037626,800252,1276320.0,245.89781153202057
343,11-03-049-00257-037628,800252,1276320.0,245.89781153202057
344,11-03-049-00257-037632,800252,1276320.0,245.89781153202057
346,11-03-049-00257-037671,800252,1276320.0,245.89781153202057
347,11-03-049-00257-037672,800252,1276320.0,245.89781153202057
348,11-03-049-00257-800252,800252,1276320.0,245.89781153202057
349,11-03-050-00259-037915,800254,75104.0,21.5
350,11-03-050-00259-037916,800254,75104.0,21.5
351,11-03-050-00259-800254,800254,75104.0,21.5
360,11-03-051-00263-038560,800258,55477.0,24.87000098824501
361,11-03-051-00263-800258,800258,55477.0,24.87000098824501
363,11-03-051-00264-038685,800259,57380.0,15.769999980926514
364,11-03-051-00264-038695,800259,57380.0,15.769999980926514
365,11-03-051-00264-800259,800259,57380.0,15.769999980926514
367,11-03-052-00266-038970,800286,1934903.0,543.5639987289906
368,11-03-052-00266-038971,800286,1934903.0,543.5639987289906
369,11-03-052-00266-038972,800286,1934903.0,543.5639987289906
370,11-03-052-00266-038974,800286,1934903.0,543.5639987289906
371,11-03-052-00266-038975,800286,1934903.0,543.5639987289906
372,11-03-052-00266-038976,800286,1934903.0,543.5639987289906
373,11-03-052-00266-038977,800286,1934903.0,543.5639987289906
374,11-03-052-00266-038984,800286,1934903.0,543.5639987289906
375,11-03-052-00266-038985,800286,1934903.0,543.5639987289906
376,11-03-052-00266-038986,800286,1934903.0,543.5639987289906
377,11-03-052-00266-038987,800286,1934903.0,543.5639987289906
378,11-03-052-00266-038988,800286,1934903.0,543.5639987289906
379,11-03-052-00266-038989,800286,1934903.0,543.5639987289906
380,11-03-052-00266-038990,800286,1934903.0,543.5639987289906
381,11-03-052-00266-038991,800286,1934903.0,543.5639987289906
382,11-03-052-00266-038993,800286,1934903.0,543.5639987289906
383,11-03-052-00266-039051,800286,1934903.0,543.5639987289906
385,11-03-052-00266-039055,800286,1934903.0,543.5639987289906
386,11-03-052-00266-039056,800286,1934903.0,543.5639987289906
387,11-03-052-00266-039057,800286,1934903.0,543.5639987289906
389,11-03-052-00266-039086,800286,1934903.0,543.5639987289906
390,11-03-052-00266-039088,800286,1934903.0,543.5639987289906
391,11-03-052-00266-039096,800286,1934903.0,543.5639987289906
392,11-03-052-00266-039098,800286,1934903.0,543.5639987289906
393,11-03-052-00266-039141,800286,1934903.0,543.5639987289906
395,11-03-052-00266-800263,800286,1934903.0,543.5639987289906
396,11-03-052-00266-800264,800286,1934903.0,543.5639987289906
397,11-03-052-00267-039144,800286,1934903.0,543.5639987289906
398,11-03-052-00267-039146,800286,1934903.0,543.5639987289906
399,11-03-052-00267-039147,800286,1934903.0,543.5639987289906
400,11-03-052-00267-039149,800286,1934903.0,543.5639987289906
401,11-03-052-00267-039150,800286,1934903.0,543.5639987289906
402,11-03-052-00267-039151,800286,1934903.0,543.5639987289906
403,11-03-052-00267-039152,800286,1934903.0,543.5639987289906
404,11-03-052-00267-039153,800286,1934903.0,543.5639987289906
405,11-03-052-00267-039154,800286,1934903.0,543.5639987289906
406,11-03-052-00267-039155,800286,1934903.0,543.5639987289906
407,11-03-052-00267-039156,800286,1934903.0,543.5639987289906
408,11-03-052-00267-039158,800286,1934903.0,543.5639987289906
409,11-03-052-00267-039162,800286,1934903.0,543.5639987289906
410,11-03-052-00267-039163,800286,1934903.0,543.5639987289906
411,11-03-052-00267-039164,800286,1934903.0,543.5639987289906
412,11-03-052-00267-039165,800286,1934903.0,543.5639987289906
413,11-03-052-00267-039166,800286,1934903.0,543.5639987289906
414,11-03-052-00267-039167,800286,1934903.0,543.5639987289906
415,11-03-052-00267-039168,800286,1934903.0,543.5639987289906
416,11-03-052-00267-039169,800286,1934903.0,543.5639987289906
417,11-03-052-00267-039170,800286,1934903.0,543.5639987289906
418,11-03-052-00267-039171,800286,1934903.0,543.5639987289906
419,11-03-052-00267-039172,800286,1934903.0,543.5639987289906
420,11-03-052-00267-039174,800286,1934903.0,543.5639987289906
421,11-03-052-00267-039175,800286,1934903.0,543.5639987289906
422,11-03-052-00267-039176,800286,1934903.0,543.5639987289906
423,11-03-052-00267-039178,800286,1934903.0,543.5639987289906
424,11-03-052-00267-039179,800286,1934903.0,543.5639987289906
425,11-03-052-00267-039180,800286,1934903.0,543.5639987289906
426,11-03-052-00267-039181,800286,1934903.0,543.5639987289906
427,11-03-052-00267-039182,800286,1934903.0,543.5639987289906
428,11-03-052-00267-039183,800286,1934903.0,543.5639987289906
429,11-03-052-00267-039184,800286,1934903.0,543.5639987289906
430,11-03-052-00267-039185,800286,1934903.0,543.5639987289906
431,11-03-052-00267-039186,800286,1934903.0,543.5639987289906
432,11-03-052-00267-039187,800286,1934903.0,543.5639987289906
433,11-03-052-00267-039188,800286,1934903.0,543.5639987289906
434,11-03-052-00267-039189,800286,1934903.0,543.5639987289906
435,11-03-052-00267-039191,800286,1934903.0,543.5639987289906
436,11-03-052-00267-039192,800286,1934903.0,543.5639987289906
437,11-03-052-00267-039193,800286,1934903.0,543.5639987289906
438,11-03-052-00267-039194,800286,1934903.0,543.5639987289906
439,11-03-052-00267-039195,800286,1934903.0,543.5639987289906
440,11-03-052-00267-039199,800286,1934903.0,543.5639987289906
441,11-03-052-00267-039200,800286,1934903.0,543.5639987289906
442,11-03-052-00267-039204,800286,1934903.0,543.5639987289906
443,11-03-052-00267-039227,800286,1934903.0,543.5639987289906
444,11-03-052-00267-039228,800286,1934903.0,543.5639987289906
445,11-03-052-00267-800266,800286,1934903.0,543.5639987289906
446,11-03-052-00268-039285,800286,1934903.0,543.5639987289906
447,11-03-052-00268-039315,800286,1934903.0,543.5639987289906
448,11-03-052-00268-039316,800286,1934903.0,543.5639987289906
449,11-03-052-00268-039320,800286,1934903.0,543.5639987289906
450,11-03-052-00268-039321,800286,1934903.0,543.5639987289906
451,11-03-052-00268-039331,800286,1934903.0,543.5639987289906
452,11-03-052-00268-039332,800286,1934903.0,543.5639987289906
453,11-03-052-00268-039336,800286,1934903.0,543.5639987289906
454,11-03-052-00268-039338,800286,1934903.0,543.5639987289906
455,11-03-052-00268-039339,800286,1934903.0,543.5639987289906
456,11-03-052-00268-039340,800286,1934903.0,543.5639987289906
457,11-03-052-00268-039345,800286,1934903.0,543.5639987289906
458,11-03-052-00268-039347,800286,1934903.0,543.5639987289906
459,11-03-052-00268-039348,800286,1934903.0,543.5639987289906
460,11-03-052-00268-039366,800286,1934903.0,543.5639987289906
461,11-03-052-00268-039368,800286,1934903.0,543.5639987289906
462,11-03-052-00268-039369,800286,1934903.0,543.5639987289906
463,11-03-052-00268-039370,800286,1934903.0,543.5639987289906
464,11-03-052-00268-039371,800286,1934903.0,543.5639987289906
465,11-03-052-00268-039372,800286,1934903.0,543.5639987289906
466,11-03-052-00268-039373,800286,1934903.0,543.5639987289906
467,11-03-052-00268-039374,800286,1934903.0,543.5639987289906
468,11-03-052-00268-039375,800286,1934903.0,543.5639987289906
469,11-03-052-00268-039376,800286,1934903.0,543.5639987289906
470,11-03-052-00268-039379,800286,1934903.0,543.5639987289906
471,11-03-052-00268-039380,800286,1934903.0,543.5639987289906
472,11-03-052-00268-039382,800286,1934903.0,543.5639987289906
473,11-03-052-00268-039383,800286,1934903.0,543.5639987289906
474,11-03-052-00268-039384,800286,1934903.0,543.5639987289906
475,11-03-052-00268-039385,800286,1934903.0,543.5639987289906
476,11-03-052-00268-039386,800286,1934903.0,543.5639987289906
477,11-03-052-00268-039387,800286,1934903.0,543.5639987289906
478,11-03-052-00268-800267,800286,1934903.0,543.5639987289906
479,11-03-052-00268-800268,800286,1934903.0,543.5639987289906
481,11-03-053-00269-800270,800270,135424.0,31.15999984741211
482,11-03-053-00270-039656,800271,56285.0,34.801599979400635
483,11-03-053-00270-800271,800271,56285.0,34.801599979400635
484,11-03-053-00271-039765,800273,90579.0,23.3400000333786
485,11-03-053-00271-039766,800273,90579.0,23.3400000333786
486,11-03-053-00271-800273,800273,90579.0,23.3400000333786
487,11-03-053-00272-800276,800276,69069.0,22.170000076293945
488,11-03-054-00275-800281,800281,116449.0,26.0
489,11-04-055-00277-800286,800286,1934903.0,543.5639987289906
511,11-05-059-00299-044487,800313,137242.0,30.87670011818409
513,11-05-059-00299-044604,800313,137242.0,30.87670011818409
514,11-05-059-00299-800303,800313,137242.0,30.87670011818409
515,11-05-060-00303-045081,800309,870047.0,219.69675171375275
516,11-05-060-00303-045098,800309,870047.0,219.69675171375275
518,11-05-060-00304-045119,800309,870047.0,219.69675171375275
519,11-05-060-00304-045120,800309,870047.0,219.69675171375275
520,11-05-060-00304-045121,800309,870047.0,219.69675171375275
521,11-05-060-00304-045122,800309,870047.0,219.69675171375275
522,11-05-060-00304-045123,800309,870047.0,219.69675171375275
523,11-05-060-00304-045128,800309,870047.0,219.69675171375275
524,11-05-060-00304-045129,800309,870047.0,219.69675171375275
525,11-05-060-00304-045130,800309,870047.0,219.69675171375275
526,11-05-060-00304-045131,800309,870047.0,219.69675171375275
527,11-05-060-00304-045132,800309,870047.0,219.69675171375275
528,11-05-060-00304-045133,800309,870047.0,219.69675171375275
529,11-05-060-00304-045138,800309,870047.0,219.69675171375275
530,11-05-060-00304-045140,800309,870047.0,219.69675171375275
531,11-05-060-00304-045141,800309,870047.0,219.69675171375275
532,11-05-060-00304-045143,800309,870047.0,219.69675171375275
533,11-05-060-00304-045144,800309,870047.0,219.69675171375275
534,11-05-060-00304-045148,800309,870047.0,219.69675171375275
535,11-05-060-00304-045152,800309,870047.0,219.69675171375275
536,11-05-060-00304-045155,800309,870047.0,219.69675171375275
537,11-05-060-00304-045176,800309,870047.0,219.69675171375275
538,11-05-060-00304-045177,800309,870047.0,219.69675171375275
539,11-05-060-00304-045178,800309,870047.0,219.69675171375275
540,11-05-060-00304-045180,800309,870047.0,219.69675171375275
541,11-05-060-00304-045181,800309,870047.0,219.69675171375275
542,11-05-060-00304-045182,800309,870047.0,219.69675171375275
543,11-05-060-00304-045183,800309,870047.0,219.69675171375275
544,11-05-060-00304-045184,800309,870047.0,219.69675171375275
545,11-05-060-00304-045185,800309,870047.0,219.69675171375275
546,11-05-060-00304-045187,800309,870047.0,219.69675171375275
547,11-05-060-00304-045188,800309,870047.0,219.69675171375275
548,11-05-060-00304-045189,800309,870047.0,219.69675171375275
549,11-05-060-00304-045203,800309,870047.0,219.69675171375275
550,11-05-060-00304-045206,800309,870047.0,219.69675171375275
551,11-05-060-00304-045207,800309,870047.0,219.69675171375275
552,11-05-060-00304-045208,800309,870047.0,219.69675171375275
553,11-05-060-00304-045209,800309,870047.0,219.69675171375275
554,11-05-060-00304-045210,800309,870047.0,219.69675171375275
555,11-05-060-00304-045211,800309,870047.0,219.69675171375275
556,11-05-060-00304-045212,800309,870047.0,219.69675171375275
557,11-05-060-00304-045222,800309,870047.0,219.69675171375275
558,11-05-060-00304-045223,800309,870047.0,219.69675171375275
559,11-05-060-00304-045224,800309,870047.0,219.69675171375275
560,11-05-060-00304-045225,800309,870047.0,219.69675171375275
561,11-05-060-00304-045227,800309,870047.0,219.69675171375275
562,11-05-060-00304-045229,800309,870047.0,219.69675171375275
563,11-05-060-00304-045230,800309,870047.0,219.69675171375275
564,11-05-060-00304-045231,800309,870047.0,219.69675171375275
565,11-05-060-00304-045232,800309,870047.0,219.69675171375275
566,11-05-060-00304-045233,800309,870047.0,219.69675171375275
567,11-05-060-00304-045236,800309,870047.0,219.69675171375275
568,11-05-060-00304-045237,800309,870047.0,219.69675171375275
569,11-05-060-00304-045238,800309,870047.0,219.69675171375275
570,11-05-060-00304-045239,800309,870047.0,219.69675171375275
571,11-05-060-00304-045240,800309,870047.0,219.69675171375275
572,11-05-060-00304-045241,800309,870047.0,219.69675171375275
573,11-05-060-00304-045242,800309,870047.0,219.69675171375275
574,11-05-060-00304-045243,800309,870047.0,219.69675171375275
577,11-05-060-00304-045267,800309,870047.0,219.69675171375275
578,11-05-060-00304-045268,800309,870047.0,219.69675171375275
579,11-05-060-00304-045269,800309,870047.0,219.69675171375275
580,11-05-060-00304-045270,800309,870047.0,219.69675171375275
581,11-05-060-00304-800309,800309,870047.0,219.69675171375275
582,11-05-060-00304-800310,800309,870047.0,219.69675171375275
583,11-05-060-00304-800311,800309,870047.0,219.69675171375275
590,11-05-060-00305-045342,800313,137242.0,30.87670011818409
591,11-05-060-00305-045343,800313,137242.0,30.87670011818409
592,11-05-060-00305-045349,800313,137242.0,30.87670011818409
593,11-05-060-00305-045350,800313,137242.0,30.87670011818409
594,11-05-060-00305-045351,800313,137242.0,30.87670011818409
595,11-05-060-00305-045361,800313,137242.0,30.87670011818409
596,11-05-060-00305-800313,800313,137242.0,30.87670011818409
597,11-05-060-00305-800314,800313,137242.0,30.87670011818409
625,11-05-062-00320-050222,800322,60898.0,14.60720008611679
626,11-05-062-00320-050256,800322,60898.0,14.60720008611679
627,11-05-062-00320-050260,800322,60898.0,14.60720008611679
628,11-05-062-00320-050261,800322,60898.0,14.60720008611679
629,11-05-062-00320-050270,800322,60898.0,14.60720008611679
630,11-05-062-00320-050271,800322,60898.0,14.60720008611679
631,11-05-062-00320-050272,800322,60898.0,14.60720008611679
633,11-05-062-00320-800322,800322,60898.0,14.60720008611679
649,11-05-066-00342-055125,800335,278679.0,74.57459131628275
650,11-05-066-00342-055126,800335,278679.0,74.57459131628275
651,11-05-066-00342-055130,800335,278679.0,74.57459131628275
652,11-05-066-00342-055131,800335,278679.0,74.57459131628275
653,11-05-066-00342-055132,800335,278679.0,74.57459131628275
654,11-05-066-00342-055133,800335,278679.0,74.57459131628275
655,11-05-066-00342-055134,800335,278679.0,74.57459131628275
656,11-05-066-00342-055135,800335,278679.0,74.57459131628275
657,11-05-066-00342-055136,800335,278679.0,74.57459131628275
658,11-05-066-00342-055143,800335,278679.0,74.57459131628275
659,11-05-066-00342-055144,800335,278679.0,74.57459131628275
660,11-05-066-00342-055145,800335,278679.0,74.57459131628275
661,11-05-066-00342-055146,800335,278679.0,74.57459131628275
