shrid2,pc11_state_id,pc11_district_id,pc11_subdistrict_id,pc11_town_id,pc11_land_area,pc11_pca_tot_p
11-01-001-00001-000123,01,001,00001,000123,3.92,8464.0
11-01-001-00001-000124,01,001,00001,000124,2.19,3973.0
11-01-001-00001-000125,01,001,00001,000125,2.77,6348.0
11-01-001-00001-000126,01,001,00001,000126,5.5,15587.0
11-01-001-00001-000127,01,001,00001,000127,2.78,6518.0
11-01-001-00001-000128,01,001,00001,000128,5.65,12930.0
11-01-001-00001-800001,01,001,00001,800001,4.1,21771.0
11-01-001-00002-800002,01,001,00002,800002,8.5,13600.0
11-01-001-00003-000369,01,001,00003,000369,5.72,9904.0
11-01-001-00003-000370,01,001,00003,000370,6.21,5634.0
11-01-002-00005-800016,01,002,00005,800016,2.3,5470.0
11-01-002-00005-800017,01,002,00005,800017,5.0,8192.0
11-01-002-00006-800018,01,002,00006,800018,4.3,2630.0
11-01-002-00007-000720,01,002,00007,000720,4.64,7461.0
11-01-002-00007-800019,01,002,00007,800019,10.08,15338.0
11-01-002-00008-000829,01,002,00008,000829,6.56,7365.0
11-01-002-00008-000830,01,002,00008,000830,3.5,13889.0
11-01-002-00008-800020,01,002,00008,800020,3.65,6482.0
11-01-002-00009-800021,01,002,00009,800021,3.65,11533.0
11-01-003-00010-000909,01,003,00010,000909,10.58,4047.0
11-01-003-00010-000910,01,003,00010,000910,4.28,10754.0
11-01-003-00010-800047,01,003,00010,800047,9.15,30870.0
11-01-004-00013-800048,01,004,00013,800048,2.14,16338.0
11-01-005-00016-800062,01,005,00016,800062,10.36,26854.0
11-01-005-00018-001233,01,005,00018,001233,8.85,5033.0
11-01-005-00019-800063,01,005,00019,800063,4.87,6743.0
11-01-006-00020-800064,01,006,00020,800064,4.18,5490.0
11-01-006-00022-800065,01,006,00022,800065,12.89,29486.0
11-01-006-00025-800066,01,006,00025,800066,4.63,10408.0
11-01-006-00026-800067,01,006,00026,800067,0.19,6930.0
11-01-007-00027-800081,01,007,00027,800081,6.35,4978.0
11-01-007-00028-800082,01,007,00028,800082,2.61,5433.0
11-01-007-00030-800083,01,007,00030,800083,0.3217805,3461.0
11-01-007-00030-800084,01,007,00030,800084,28.32,59866.0
11-01-007-00030-800085,01,007,00030,800085,1.14,7681.0
11-01-007-00031-800086,01,007,00031,800086,4.0,8294.0
11-01-008-00032-800003,01,008,00032,800003,18.9,71292.0
11-01-008-00033-800004,01,008,00033,800004,6.0,7015.0
11-01-008-00034-800005,01,008,00034,800005,0.28,19538.0
11-01-008-00035-800006,01,008,00035,800006,23.98,71434.0
11-01-008-00037-800007,01,008,00037,800007,4.9,9366.0
11-01-008-00039-800008,01,008,00039,800008,1.4,1890.0
11-01-008-00039-800009,01,008,00039,800009,8.1,1965.0
11-01-009-00041-800010,01,009,00041,800010,13.4,37081.0
11-01-009-00042-800011,01,009,00042,800011,18.3,13239.0
11-01-009-00042-800012,01,009,00042,800012,17.93,15041.0
11-01-010-00043-002830,01,010,00043,002830,1.98,2664.0
11-01-010-00043-800013,01,010,00043,800013,201.65343,1180570.0
11-01-010-00043-800013,01,010,00044,800013,24.935225,6297.0
11-01-010-00043-800013,01,002,00008,800013,38.790073,19552.0
11-01-010-00043-800014,01,010,00043,800014,5.9,22214.0
11-01-010-00044-002834,01,010,00044,002834,3.24,2490.0
11-01-010-00044-002835,01,010,00044,002835,4.81,5281.0
11-01-011-00045-002883,01,011,00045,002883,9.54,10471.0
11-01-011-00047-002958,01,011,00047,002958,4.5,8335.0
11-01-011-00047-800015,01,011,00047,800015,11.36,28233.0
11-01-012-00048-800022,01,012,00048,800022,8.05,21680.0
11-01-012-00048-800023,01,012,00048,800023,21.9,9851.0
11-01-012-00049-800024,01,012,00049,800024,5.0,12647.0
11-01-012-00050-800025,01,012,00050,800025,0.6,17844.0
11-01-012-00051-800026,01,012,00051,800026,3.0,18440.0
11-01-013-00052-800027,01,013,00052,800027,5.4,16360.0
11-01-014-00053-800028,01,014,00053,800028,18.02,9264.0
11-01-014-00053-800029,01,014,00053,800029,4.0,6519.0
11-01-014-00054-800030,01,014,00054,800030,3.74,22789.0
11-01-014-00054-800031,01,014,00054,800031,7.27,11815.0
11-01-014-00055-800032,01,014,00055,800032,2.5,9246.0
11-01-014-00055-800033,01,015,00059,800033,7.8399215,394.0
11-01-014-00055-800033,01,014,00055,800033,36.49809,150198.0
11-01-014-00055-800034,01,014,00055,800034,3.0,17556.0
11-01-014-00055-800035,01,014,00055,800035,2.5,8233.0
11-01-014-00056-800036,01,014,00056,800036,2.0,7875.0
11-01-014-00057-800037,01,014,00057,800037,3.0,6553.0
11-01-014-00058-800038,01,014,00058,800038,6.5,9871.0
11-01-014-00058-800039,01,014,00058,800039,8.0,22968.0
11-01-015-00059-800040,01,015,00059,800040,18.51,23584.0
11-01-015-00059-800041,01,015,00059,800041,7.01,13138.0
11-01-015-00059-800042,01,015,00059,800042,1.27,5132.0
11-01-015-00059-800043,01,015,00059,800043,8.21,12123.0
11-01-015-00059-800044,01,015,00059,800044,6.59,5567.0
11-01-015-00059-800045,01,015,00059,800045,7.55,10910.0
11-01-015-00060-800046,01,015,00060,800046,0.43,9765.0
11-01-016-00062-800049,01,016,00062,800049,14.25,21605.0
11-01-016-00065-800050,01,016,00065,800050,5.5,11084.0
11-01-017-00066-800051,01,017,00066,800051,4.07,3900.0
11-01-017-00067-800052,01,017,00067,800052,4.53,3596.0
11-01-017-00067-800053,01,017,00067,800053,6.48,4315.0
11-01-018-00068-800054,01,018,00068,800054,0.63,14865.0
11-01-019-00072-004954,01,019,00072,004954,5.03,7351.0
11-01-019-00072-004955,01,019,00072,004955,6.9,6365.0
11-01-019-00072-800055,01,019,00072,800055,25.29,84015.0
11-01-019-00073-800056,01,019,00073,800056,1.09,1565.0
11-01-019-00073-800057,01,019,00073,800057,0.7,2620.0
11-01-019-00074-800058,01,019,00074,800058,4.71,6292.0
11-01-020-00077-005415,01,020,00077,005415,6.34,5125.0
11-01-020-00077-005416,01,020,00077,005416,13.21,4392.0
11-01-020-00077-800059,01,020,00077,800059,4.19,7796.0
11-01-020-00077-800060,01,020,00077,800060,13.79,675.0
11-01-020-00077-800061,01,020,00077,800061,1.48,9008.0
11-01-021-00078-800068,01,021,00078,800068,3.5,3934.0
11-01-021-00078-800069,01,021,00078,800069,1.85,20756.0
11-01-021-00078-800070,01,021,00078,800070,3.38,6931.0
11-01-021-00079-005963,01,021,00079,005963,22.23,14174.0
11-01-021-00079-005964,01,021,00079,005964,15.18,20238.0
11-01-021-00079-005965,01,021,00079,005965,1.57,5228.0
11-01-021-00079-800071,01,021,00079,005969,1.67,6360.0
11-01-021-00079-800071,01,021,00079,005966,3.46,13836.0
11-01-021-00079-800071,01,021,00079,800071,159.36,576198.0
11-01-021-00079-800071,01,021,00079,005970,5.82,4758.0
11-01-021-00079-800071,01,021,00079,005967,1.44,4725.0
11-01-021-00079-800071,01,021,00079,005968,0.71,7588.0
11-01-021-00079-800072,01,021,00079,800072,7.83,28396.0
11-01-021-00079-800073,01,021,00079,800073,2.0,3944.0
11-01-021-00080-006176,01,021,00080,006176,1.79,4887.0
11-01-021-00080-006177,01,021,00080,006177,1.83,4327.0
11-01-021-00080-006178,01,021,00080,006178,2.1,3869.0
11-01-021-00080-800074,01,021,00080,800074,1.06,15197.0
11-01-021-00081-800075,01,021,00081,800075,2.8,10719.0
11-01-021-00081-800076,01,021,00081,800076,12.55,8948.0
11-01-022-00082-006671,01,022,00082,006671,5.37,4629.0
11-01-022-00082-006672,01,022,00082,006672,7.79,7177.0
11-01-022-00082-800077,01,022,00082,800077,17.99,15453.0
11-01-022-00082-800078,01,022,00082,800078,1.44,8044.0
11-01-022-00082-800079,01,022,00082,800079,1.65,12700.0
11-01-022-00082-800080,01,022,00082,800080,4.52,5612.0
11-02-023-00087-800087,02,023,00087,800087,4.1,3549.0
11-02-023-00087-800088,02,023,00087,800088,7.62,7051.0
11-02-023-00088-800089,02,023,00088,800089,2.6,1805.0
11-02-023-00088-800090,02,023,00088,800090,2.1,3770.0
11-02-023-00090-800091,02,023,00090,800091,4.33,19933.0
11-02-024-00093-800092,02,024,00093,800092,4.8,9807.0
11-02-024-00094-008799,02,024,00094,008799,9.32,4534.0
11-02-024-00099-800093,02,024,00099,800093,12.3,30764.0
11-02-024-00099-800094,02,024,00099,800094,6.2,12028.0
11-02-024-00100-800095,02,024,00100,800095,3.12,9528.0
11-02-024-00101-800096,02,024,00101,800096,3.5,5900.0
11-02-024-00103-800097,02,024,00103,800097,3.27,4816.0
11-02-024-00104-800098,02,024,00104,800098,4.5,5361.0
11-02-024-00111-800099,02,024,00111,800099,0.7,3543.0
11-02-026-00117-800100,02,026,00117,800100,3.0,8096.0
11-02-026-00118-012896,02,026,00118,012896,3.22,8870.0
11-02-026-00118-800101,02,026,00118,800101,6.68,18536.0
11-02-026-00118-800102,02,026,00118,800102,2.0,4475.0
11-02-026-00120-800103,02,026,00120,800103,2.23,1414.0
11-02-027-00124-800104,02,027,00124,800104,4.3,5335.0
11-02-027-00129-800105,02,027,00129,800105,3.0,4715.0
11-02-027-00132-800106,02,027,00132,800106,12.33,24344.0
11-02-027-00133-800107,02,027,00133,800107,4.26,26422.0
11-02-027-00133-800108,02,027,00133,800108,3.94,1821.0
11-02-028-00140-800109,02,028,00140,800109,3.03,7943.0
11-02-028-00141-800110,02,028,00141,800110,2.28,4430.0
11-02-028-00143-800111,02,028,00143,800111,5.24,17604.0
11-02-028-00144-800112,02,028,00144,800112,1.06,1453.0
11-02-029-00148-800113,02,029,00148,800113,5.09,3763.0
11-02-029-00148-800114,02,029,00148,800114,3.8,3847.0
11-02-029-00150-800115,02,029,00150,800115,4.97,18722.0
11-02-029-00150-800116,02,029,00150,800116,3.8,9218.0
11-02-029-00150-800117,02,029,00150,800117,2.8,9363.0
11-02-030-00152-800118,02,030,00152,800118,3.1,7899.0
11-02-030-00154-800119,02,030,00154,800119,2.89,2372.0
11-02-030-00155-800120,02,030,00155,800120,0.82,1204.0
11-02-030-00156-800121,02,030,00156,800121,10.62,13654.0
11-02-031-00158-800122,02,031,00158,800122,1.45,3040.0
11-02-031-00161-800123,02,031,00161,800123,1.9,10708.0
11-02-031-00162-800124,02,031,00162,800124,6.99,29911.0
11-02-031-00164-800125,02,031,00164,800125,2.61,3885.0
11-02-031-00164-800126,02,031,00164,800126,8.94,8758.0
11-02-031-00165-800127,02,031,00165,800127,3.31,2904.0
11-02-031-00165-800128,02,031,00165,800128,6.18,39256.0
11-02-031-00165-800129,02,031,00165,800129,2.4,3685.0
11-02-032-00167-800130,02,032,00167,800130,2.05,3083.0
11-02-032-00172-800131,02,032,00172,800131,10.89,28899.0
11-02-032-00173-800132,02,032,00173,800132,6.2,25183.0
11-02-033-00177-023702,02,033,00177,023702,3.5,4655.0
11-02-033-00177-800133,02,033,00177,800133,2.08,5655.0
11-02-033-00179-800134,02,033,00179,800134,1.0,901.0
11-02-033-00180-800135,02,033,00180,800135,1.76,2591.0
11-02-033-00181-800136,02,033,00181,800136,1.41,2062.0
11-02-033-00182-800137,02,033,00182,800137,35.34,169578.0
11-02-033-00184-800138,02,033,00184,800138,4.0,4353.0
11-02-033-00185-800139,02,033,00185,800139,4.0,1851.0
11-02-033-00188-800140,02,033,00188,800140,0.9,1640.0
11-02-033-00189-800141,02,033,00189,800141,0.4,1190.0
11-02-033-00191-800142,02,033,00191,800142,1.07,6875.0
11-03-035-00200-027401,03,035,00200,027401,12.45,5406.0
11-03-035-00201-027772,03,035,00201,027772,7.89,15210.0
11-03-035-00201-027773,03,035,00201,027773,9.52,6883.0
11-03-035-00201-027774,03,035,00201,027774,7.95,5257.0
11-03-035-00201-027775,03,035,00201,027775,4.66,12988.0
11-03-035-00201-027776,03,035,00201,027776,8.41,32689.0
11-03-035-00201-027777,03,035,00201,027777,2.25,4203.0
11-03-035-00201-027778,03,035,00201,027778,5.84,6496.0
11-03-035-00201-027779,03,035,00201,027779,1.4,5847.0
11-03-035-00201-027780,03,035,00201,027780,3.93,4645.0
11-03-035-00201-027781,03,035,00201,027781,3.83,5081.0
11-03-035-00201-027782,03,035,00201,027782,6.03,8885.0
11-03-035-00201-800143,03,035,00201,800143,10.5,28270.0
11-03-035-00201-800144,03,035,00201,800144,22.1,156306.0
11-03-035-00202-028501,03,035,00202,028501,3.3,5432.0
11-03-035-00202-028502,03,035,00202,028502,3.85,3520.0
11-03-035-00202-028503,03,035,00202,028503,2.96,11845.0
11-03-035-00202-028504,03,035,00202,028504,3.67,7721.0
11-03-035-00202-800145,03,035,00202,800145,14.36,23976.0
11-03-035-00202-800146,03,035,00202,800146,10.85,77928.0
11-03-035-00202-800147,03,035,00202,800147,14.37,16772.0
11-03-035-00203-800148,03,035,00203,800148,1.5,13070.0
11-03-035-00203-800149,03,035,00203,800149,36.6,158621.0
11-03-035-00203-800150,03,035,00203,800150,9.06,23632.0
11-03-035-00203-800151,03,035,00203,800151,6.0,8241.0
11-03-035-00204-028993,03,035,00204,028993,5.45,4001.0
11-03-035-00204-800152,03,035,00204,800152,2.0,6394.0
11-03-036-00205-800153,03,036,00205,800153,10.0,10548.0
11-03-036-00205-800154,03,036,00205,800154,7.18,10116.0
11-03-036-00206-029355,03,036,00206,029355,3.36,15575.0
11-03-036-00206-800155,03,036,00206,800155,23.67,98916.0
11-03-036-00206-800156,03,036,00206,800156,9.8,8157.0
11-03-036-00207-800157,03,036,00207,800157,9.5,16877.0
11-03-036-00208-029683,03,036,00208,029683,7.9,20102.0
11-03-036-00208-029684,03,036,00208,029684,2.22,4307.0
11-03-036-00208-800158,03,036,00208,800158,16.0,97864.0
11-03-037-00209-800159,03,037,00209,800159,4.0,10362.0
11-03-037-00209-800160,03,037,00209,800160,6.0,14488.0
11-03-037-00210-800161,03,037,00210,800161,12.5,36973.0
11-03-037-00211-030247,03,037,00211,030247,6.48,6258.0
11-03-037-00211-030248,03,037,00211,030248,13.76,8487.0
11-03-037-00211-800162,03,037,00211,800162,14.0,16462.0
11-03-037-00211-800163,03,037,00211,800163,7.5,24688.0
11-03-037-00211-800164,03,037,00211,800164,6.15,14560.0
11-03-037-00212-030387,03,037,00212,030387,1.8,9406.0
11-03-037-00212-030388,03,037,00212,030388,1.76,5961.0
11-03-037-00212-030389,03,037,00212,030389,2.91,5483.0
11-03-037-00212-030390,03,037,00212,030390,1.34,4657.0
11-03-037-00212-030391,03,037,00212,030391,6.39,3704.0
11-03-037-00212-800165,03,037,00212,800165,15.21,47845.0
11-03-037-00212-800166,03,037,00213,800166,29.425514,748.0
11-03-037-00212-800166,03,037,00212,800166,101.43,868181.0
11-03-037-00212-800167,03,037,00212,800167,6.0,7815.0
11-03-037-00212-800168,03,037,00212,800168,8.2,20922.0
11-03-037-00213-030635,03,037,00213,030635,6.7,3916.0
11-03-037-00213-030636,03,037,00213,030636,6.43,7044.0
11-03-037-00213-800169,03,037,00213,800169,10.0,25662.0
11-03-037-00213-800170,03,037,00213,800170,4.65,17549.0
11-03-038-00214-800171,03,038,00214,800171,16.5,23419.0
11-03-038-00214-800172,03,038,00214,800172,19.9,25192.0
11-03-038-00214-800173,03,038,00214,800173,2.0,7593.0
11-03-038-00215-031343,03,038,00215,031343,1.64,6091.0
11-03-038-00215-031344,03,038,00215,031344,25.42,19485.0
11-03-038-00215-031345,03,038,00215,031345,5.47,5722.0
11-03-038-00215-800174,03,038,00215,800174,6.19,29841.0
11-03-038-00216-031760,03,038,00216,031760,8.89,7304.0
11-03-038-00216-800175,03,038,00216,800175,2.01,8928.0
11-03-038-00216-800176,03,038,00216,800176,35.0,168653.0
11-03-038-00216-800177,03,038,00216,800177,5.71,4426.0
11-03-038-00217-800178,03,038,00217,800178,6.56,11360.0
11-03-038-00217-800179,03,038,00217,800179,7.0,16955.0
11-03-039-00218-032342,03,039,00218,032342,3.42,5046.0
11-03-039-00218-032343,03,039,00218,032343,5.52,4063.0
11-03-039-00218-032344,03,039,00218,032344,3.61,4481.0
11-03-039-00218-800180,03,039,00218,800180,11.0,20906.0
11-03-039-00218-800181,03,039,00218,800181,14.11,46024.0
11-03-039-00218-800182,03,039,00218,800182,9.41,15676.0
11-03-039-00219-032529,03,039,00219,032529,14.28,7589.0
11-03-039-00219-800183,03,039,00219,800183,6.0,21631.0
11-03-040-00220-800184,03,040,00220,800184,3.0,20288.0
11-03-040-00221-800185,03,040,00221,800185,28.4,58097.0
11-03-040-00222-800186,03,040,00222,800186,7.0,14696.0
11-03-040-00222-800187,03,040,00222,800187,32.0,82266.0
11-03-040-00223-800188,03,040,00223,800188,7.27,10135.0
11-03-041-00224-800189,03,041,00224,800189,3.5,24916.0
11-03-041-00224-800190,03,041,00224,800190,9.0,19678.0
11-03-041-00225-800191,03,041,00225,800191,24.75,128137.0
11-03-041-00226-800192,03,041,00226,800192,8.53,7923.0
11-03-041-00226-800193,03,041,00226,800193,7.0,7567.0
11-03-041-00226-800194,03,041,00226,800194,6.0,25424.0
11-03-041-00227-033546,03,041,00227,033546,5.78,13174.0
11-03-041-00227-800195,03,041,00227,800195,5.0,22484.0
11-03-041-00227-800196,03,041,00227,800196,159.37,1618879.0
11-03-041-00228-033674,03,041,00228,033674,7.92,3845.0
11-03-041-00228-033675,03,041,00228,033675,15.01,28884.0
11-03-041-00228-033676,03,041,00228,033676,4.84,12294.0
11-03-041-00228-033677,03,041,00228,033677,3.57,11066.0
11-03-041-00228-033678,03,041,00228,033678,2.12,10843.0
11-03-041-00228-033679,03,041,00228,033679,9.72,6825.0
11-03-041-00228-800197,03,041,00228,800197,2.05,16356.0
11-03-041-00229-033754,03,041,00229,033754,17.65,9761.0
11-03-041-00229-033755,03,041,00229,033755,5.48,7678.0
11-03-041-00229-800198,03,041,00229,800198,10.61,28734.0
11-03-041-00230-800199,03,041,00230,800199,14.0,65240.0
11-03-042-00231-800200,03,042,00231,800200,3.4,6786.0
11-03-042-00232-800201,03,042,00232,800201,6.0,25206.0
11-03-042-00233-034220,03,042,00233,034220,4.65,12800.0
11-03-042-00233-800202,03,042,00233,800202,16.1,163397.0
11-03-042-00233-800203,03,042,00233,800203,19.5,19057.0
11-03-043-00234-800204,03,043,00234,800204,7.66,14658.0
11-03-043-00234-800205,03,043,00234,800205,7.06,37498.0
11-03-043-00234-800206,03,043,00234,800206,24.75,16183.0
11-03-043-00235-034787,03,043,00235,034787,7.41,8724.0
11-03-043-00235-800207,03,043,00235,800207,11.33,110313.0
11-03-043-00235-800208,03,043,00235,800208,20.06,53199.0
11-03-043-00235-800209,03,043,00235,800209,3.0,17285.0
11-03-043-00235-800210,03,043,00235,800210,4.2,10415.0
11-03-043-00236-800211,03,043,00236,800211,2.45,17192.0
11-03-043-00236-800212,03,043,00236,800212,7.56,39525.0
11-03-043-00237-035150,03,043,00237,035150,8.5,5770.0
11-03-043-00237-800213,03,043,00237,800213,11.53,76492.0
11-03-043-00238-800214,03,043,00238,800214,23.07,145302.0
11-03-044-00239-800215,03,044,00239,800215,13.0,81406.0
11-03-044-00240-800216,03,044,00240,800216,11.92,45370.0
11-03-044-00241-800217,03,044,00241,800217,32.8,116747.0
11-03-044-00241-800218,03,044,00241,800218,5.0,8668.0
11-03-045-00242-800219,03,045,00242,800219,18.14,87695.0
11-03-045-00242-800220,03,045,00242,800220,17.25,91979.0
11-03-045-00243-800221,03,045,00243,800221,9.6,37377.0
11-03-046-00244-800222,03,046,00244,800222,21.63,14467.0
11-03-046-00244-800223,03,046,00244,800223,8.88,51023.0
11-03-046-00245-035831,03,046,00245,035831,6.84,4890.0
11-03-046-00245-035832,03,046,00245,035832,8.35,27733.0
11-03-046-00245-800224,03,046,00245,800224,2.82,14961.0
11-03-046-00245-800225,03,046,00245,800225,4.0,15208.0
11-03-046-00245-800226,03,046,00245,800226,68.5,285788.0
11-03-046-00245-800227,03,046,00245,800227,1.0,2744.0
11-03-046-00245-800228,03,046,00245,800228,2.0,7412.0
11-03-046-00246-800229,03,046,00246,800229,3.99,22553.0
11-03-046-00246-800230,03,046,00246,800230,17.0,20589.0
11-03-046-00246-800231,03,046,00246,800231,14.08,31849.0
11-03-047-00247-800232,03,047,00247,800232,8.0,19219.0
11-03-047-00248-800233,03,047,00248,800233,6.0,17432.0
11-03-047-00248-800234,03,047,00248,800234,4.0,26172.0
11-03-047-00249-800235,03,047,00249,800235,9.0,17825.0
11-03-047-00249-800236,03,047,00249,800236,21.67,82956.0
11-03-048-00250-800237,03,048,00250,800237,5.5,54072.0
11-03-048-00251-800238,03,048,00251,800238,6.0,27963.0
11-03-048-00251-800239,03,048,00251,800239,3.0,10162.0
11-03-048-00252-036472,03,048,00252,036472,8.82,10218.0
11-03-048-00252-800240,03,048,00252,800240,20.0,67972.0
11-03-048-00252-800241,03,048,00252,800241,2.01,7260.0
11-03-048-00253-036830,03,048,00253,036830,1.97,10509.0
11-03-048-00253-800242,03,048,00253,800242,70.0,446246.0
11-03-048-00253-800243,03,048,00253,800243,5.18,21201.0
11-03-048-00254-037081,03,048,00254,037081,2.71,8391.0
11-03-048-00254-800244,03,048,00254,800244,5.0,6985.0
11-03-048-00254-800245,03,048,00254,800245,25.0,92301.0
11-03-049-00255-037425,03,049,00255,037425,7.38,5416.0
11-03-049-00255-800246,03,049,00255,800246,2.5,6398.0
11-03-049-00255-800247,03,049,00255,800247,7.05,21107.0
11-03-049-00255-800248,03,049,00255,800248,4.0,14298.0
11-03-049-00256-800249,03,049,00256,800249,6.27,14503.0
11-03-049-00256-800250,03,049,00256,800250,2.85,10410.0
11-03-049-00256-800251,03,049,00256,800251,14.5,29232.0
11-03-049-00257-037671,03,049,00257,037671,6.86,10679.0
11-03-049-00257-037672,03,049,00257,037672,5.26,20440.0
11-03-049-00257-037673,03,049,00257,037673,0.14,3882.0
11-03-049-00257-800252,03,049,00257,800252,136.0,1155664.0
11-03-049-00257-800252,03,049,00256,800252,16.381811,3563.0
11-03-049-00258-037848,03,049,00258,037848,4.78,4588.0
11-03-049-00258-037849,03,049,00258,037849,5.39,8946.0
11-03-049-00258-037850,03,049,00258,037850,7.47,10979.0
11-03-049-00258-800253,03,049,00258,800253,10.52,14506.0
11-03-050-00259-800254,03,050,00259,800254,12.5,66847.0
11-03-050-00260-038244,03,050,00260,038244,8.0,20526.0
11-03-050-00260-800255,03,050,00260,800255,9.33,40976.0
11-03-050-00260-800256,03,050,00260,800256,4.5,13446.0
11-03-051-00262-800257,03,051,00262,800257,9.0,16282.0
11-03-051-00263-800258,03,051,00263,800258,18.04,48497.0
11-03-051-00264-038763,03,051,00264,038763,1.04,9439.0
11-03-051-00264-038764,03,051,00264,038764,4.78,4894.0
11-03-051-00264-038765,03,051,00264,038765,3.74,4715.0
11-03-051-00264-800259,03,051,00264,800259,9.5,56038.0
11-03-051-00265-800260,03,051,00265,800260,5.0,13920.0
11-03-051-00265-800261,03,051,00265,800261,4.5,24022.0
11-03-052-00266-039141,03,052,00266,039141,8.49,6165.0
11-03-052-00266-800262,03,052,00266,800262,12.0,31060.0
11-03-052-00266-800263,03,052,00266,800263,29.0,74460.0
11-03-052-00266-800264,03,052,00266,800264,8.5,50869.0
11-03-052-00267-039227,03,052,00267,039227,2.44,15982.0
11-03-052-00267-039228,03,052,00267,039228,10.79,9306.0
11-03-052-00267-800265,03,052,00267,800265,8.5,18775.0
11-03-052-00267-800266,03,052,00267,800266,23.86,166864.0
11-03-052-00268-039383,03,052,00268,039383,5.92,10768.0
11-03-052-00268-039384,03,052,00268,039384,1.68,5967.0
11-03-052-00268-039385,03,052,00268,039385,5.13,5217.0
11-03-052-00268-039386,03,052,00268,039386,2.87,5936.0
11-03-052-00268-039387,03,052,00268,039387,14.85,21394.0
11-03-052-00268-800267,03,052,00268,800267,18.0,95553.0
11-03-052-00268-800268,03,052,00268,800268,20.0,26295.0
11-03-053-00269-039571,03,053,00269,039571,8.07,7339.0
11-03-053-00269-800269,03,053,00269,800269,6.1,31302.0
11-03-053-00269-800270,03,053,00269,800270,31.16,135424.0
11-03-053-00270-800271,03,053,00270,800271,32.0,55225.0
11-03-053-00271-800272,03,053,00271,800272,6.0,22320.0
11-03-053-00271-800273,03,053,00271,800273,18.0,88043.0
11-03-053-00271-800274,03,053,00271,800274,3.25,23851.0
11-03-053-00272-800275,03,053,00272,800275,7.5,11615.0
11-03-053-00272-800276,03,053,00272,800276,22.17,69069.0
11-03-053-00272-800277,03,053,00272,800277,6.0,16952.0
11-03-053-00273-800278,03,053,00273,800278,8.5,22588.0
11-03-053-00274-800279,03,053,00274,800279,5.5,18141.0
11-03-053-00274-800280,03,053,00274,800280,5.0,14096.0
11-03-054-00275-800281,03,054,00275,800281,26.0,116449.0
11-03-054-00275-800282,03,054,00275,800282,3.0,12507.0
11-03-054-00275-800283,03,054,00275,800283,5.0,19920.0
11-03-054-00276-800284,03,054,00276,800284,10.75,23248.0
11-03-054-00276-800285,03,054,00276,800285,6.0,18561.0
11-04-055-00277-800286,04,055,00277,040098,0.34,8281.0
11-04-055-00277-800286,04,055,00277,040096,0.54,14470.0
11-04-055-00277-800286,04,055,00277,040095,0.62,15489.0
11-04-055-00277-800286,04,055,00277,040094,1.6,6831.0
11-04-055-00277-800286,04,055,00277,040097,0.75,10786.0
11-04-055-00277-800286,04,055,00277,800286,105.68,970602.0
11-05-056-00280-800287,05,056,00280,800287,7.0,6720.0
11-05-056-00283-800288,05,056,00283,800288,12.02,17475.0
11-05-056-00283-800289,05,056,00283,800289,8.0,110.0
11-05-057-00284-800290,05,057,00284,800290,2.01,2438.0
11-05-057-00284-800291,05,057,00284,800291,11.49,16709.0
11-05-057-00285-800292,05,057,00285,800292,14.08,21447.0
11-05-057-00285-800293,05,057,00285,800293,2.16,1641.0
11-05-057-00287-800294,05,057,00287,800294,5.39,8864.0
11-05-057-00287-800295,05,057,00287,800295,4.4,8297.0
11-05-058-00290-800296,05,058,00290,800296,2.75,612.0
11-05-058-00291-800297,05,058,00291,800297,10.0,9313.0
11-05-059-00294-800298,05,059,00294,800298,2.5,1517.0
11-05-059-00294-800299,05,059,00294,800299,8.75,2152.0
11-05-059-00294-800299,05,061,00307,800299,1.0,716.0
11-05-059-00297-800300,05,059,00297,800300,37.05,24014.0
11-05-059-00297-800301,05,059,00297,800301,4.0,7771.0
11-05-059-00299-044604,05,059,00299,044604,1.64,18016.0
11-05-059-00299-800302,05,059,00299,800302,10.36,6049.0
11-05-059-00299-800303,05,059,00299,800303,1.81,10620.0
11-05-060-00300-800304,05,060,00300,800304,15.7,5117.0
11-05-060-00303-045110,05,060,00303,045110,4.11,11870.0
11-05-060-00303-045111,05,060,00303,045111,12.66,16880.0
11-05-060-00303-800305,05,060,00303,800305,3.11,13927.0
11-05-060-00303-800306,05,060,00303,800306,3.28,9782.0
11-05-060-00304-045267,05,060,00304,045267,14.59,32900.0
11-05-060-00304-045268,05,060,00304,045268,2.23,13905.0
11-05-060-00304-045269,05,060,00304,045269,4.16,13475.0
11-05-060-00304-045270,05,060,00304,045270,5.81,9206.0
11-05-060-00304-800307,05,060,00304,800307,64.75,30118.0
11-05-060-00304-800308,05,060,00304,800308,2.91,3539.0
11-05-060-00304-800309,05,060,00304,800309,71.62,574840.0
11-05-060-00304-800310,05,060,00304,800310,23.91,52716.0
11-05-060-00304-800311,05,060,00304,800311,7.06,22557.0
11-05-060-00304-800312,05,060,00304,800312,2.91,8709.0
11-05-060-00305-045361,05,060,00305,045361,1.38,6953.0
11-05-060-00305-045362,05,060,00305,045362,4.14,8404.0
11-05-060-00305-045363,05,060,00305,045363,3.69,9564.0
11-05-060-00305-045364,05,060,00305,045364,3.15,10367.0
11-05-060-00305-800313,05,060,00305,800313,10.0,70499.0
11-05-060-00305-800313,05,060,00305,045360,7.75,8033.0
