shrid2,pc11_state_id,pc11_district_id,pc11_subdistrict_id
11-01-001-00001-000123,01,001,00001
11-01-001-00001-000124,01,001,00001
11-01-001-00001-000125,01,001,00001
11-01-001-00001-000126,01,001,00001
11-01-001-00001-000127,01,001,00001
11-01-001-00001-000128,01,001,00001
11-01-001-00001-800001,01,001,00001
11-01-001-00002-800002,01,001,00002
11-01-001-00003-000369,01,001,00003
11-01-001-00003-000370,01,001,00003
11-01-002-00005-800016,01,002,00005
11-01-002-00005-800017,01,002,00005
11-01-002-00006-800018,01,002,00006
11-01-002-00007-000720,01,002,00007
11-01-002-00007-800019,01,002,00007
11-01-002-00008-000829,01,002,00008
11-01-002-00008-000830,01,002,00008
11-01-002-00008-800020,01,002,00008
11-01-002-00009-800021,01,002,00009
11-01-003-00010-000909,01,003,00010
11-01-003-00010-000910,01,003,00010
11-01-003-00010-800047,01,003,00010
11-01-004-00013-800048,01,004,00013
11-01-005-00016-800062,01,005,00016
11-01-005-00018-001233,01,005,00018
11-01-005-00019-800063,01,005,00019
11-01-006-00020-800064,01,006,00020
11-01-006-00022-800065,01,006,00022
11-01-006-00025-800066,01,006,00025
11-01-006-00026-800067,01,006,00026
11-01-007-00027-800081,01,007,00027
11-01-007-00028-800082,01,007,00028
11-01-007-00030-800083,01,007,00030
11-01-007-00030-800084,01,007,00030
11-01-007-00030-800085,01,007,00030
11-01-007-00031-800086,01,007,00031
11-01-008-00032-800003,01,008,00032
11-01-008-00033-800004,01,008,00033
11-01-008-00034-800005,01,008,00034
11-01-008-00035-800006,01,008,00035
11-01-008-00037-800007,01,008,00037
11-01-008-00039-800008,01,008,00039
11-01-008-00039-800009,01,008,00039
11-01-009-00041-800010,01,009,00041
11-01-009-00042-800011,01,009,00042
11-01-009-00042-800012,01,009,00042
11-01-010-00043-002830,01,010,00043
11-01-010-00043-800013,01,010,00043
11-01-010-00043-800013,01,010,00044
11-01-010-00043-800013,01,002,00008
11-01-010-00043-800014,01,010,00043
11-01-010-00044-002834,01,010,00044
11-01-010-00044-002835,01,010,00044
11-01-011-00045-002883,01,011,00045
11-01-011-00047-002958,01,011,00047
11-01-011-00047-800015,01,011,00047
11-01-012-00048-800022,01,012,00048
11-01-012-00048-800023,01,012,00048
11-01-012-00049-800024,01,012,00049
11-01-012-00050-800025,01,012,00050
11-01-012-00051-800026,01,012,00051
11-01-013-00052-800027,01,013,00052
11-01-014-00053-800028,01,014,00053
11-01-014-00053-800029,01,014,00053
11-01-014-00054-800030,01,014,00054
11-01-014-00054-800031,01,014,00054
11-01-014-00055-800032,01,014,00055
11-01-014-00055-800033,01,015,00059
11-01-014-00055-800033,01,014,00055
11-01-014-00055-800034,01,014,00055
11-01-014-00055-800035,01,014,00055
11-01-014-00056-800036,01,014,00056
11-01-014-00057-800037,01,014,00057
11-01-014-00058-800038,01,014,00058
11-01-014-00058-800039,01,014,00058
11-01-015-00059-800040,01,015,00059
11-01-015-00059-800041,01,015,00059
11-01-015-00059-800042,01,015,00059
11-01-015-00059-800043,01,015,00059
11-01-015-00059-800044,01,015,00059
11-01-015-00059-800045,01,015,00059
11-01-015-00060-800046,01,015,00060
11-01-016-00062-800049,01,016,00062
11-01-016-00065-800050,01,016,00065
11-01-017-00066-800051,01,017,00066
11-01-017-00067-800052,01,017,00067
11-01-017-00067-800053,01,017,00067
11-01-018-00068-800054,01,018,00068
11-01-019-00072-004954,01,019,00072
11-01-019-00072-004955,01,019,00072
11-01-019-00072-800055,01,019,00072
11-01-019-00073-800056,01,019,00073
11-01-019-00073-800057,01,019,00073
11-01-019-00074-800058,01,019,00074
11-01-020-00077-005415,01,020,00077
11-01-020-00077-005416,01,020,00077
11-01-020-00077-800059,01,020,00077
11-01-020-00077-800060,01,020,00077
11-01-020-00077-800061,01,020,00077
11-01-021-00078-800068,01,021,00078
11-01-021-00078-800069,01,021,00078
11-01-021-00078-800070,01,021,00078
11-01-021-00079-005963,01,021,00079
11-01-021-00079-005964,01,021,00079
11-01-021-00079-005965,01,021,00079
11-01-021-00079-800071,01,021,00079
11-01-021-00079-800072,01,021,00079
11-01-021-00079-800073,01,021,00079
11-01-021-00080-006176,01,021,00080
11-01-021-00080-006177,01,021,00080
11-01-021-00080-006178,01,021,00080
11-01-021-00080-800074,01,021,00080
11-01-021-00081-800075,01,021,00081
11-01-021-00081-800076,01,021,00081
11-01-022-00082-006671,01,022,00082
11-01-022-00082-006672,01,022,00082
11-01-022-00082-800077,01,022,00082
11-01-022-00082-800078,01,022,00082
11-01-022-00082-800079,01,022,00082
11-01-022-00082-800080,01,022,00082
11-02-023-00087-800087,02,023,00087
11-02-023-00087-800088,02,023,00087
11-02-023-00088-800089,02,023,00088
11-02-023-00088-800090,02,023,00088
11-02-023-00090-800091,02,023,00090
11-02-024-00093-800092,02,024,00093
11-02-024-00094-008799,02,024,00094
11-02-024-00099-800093,02,024,00099
11-02-024-00099-800094,02,024,00099
11-02-024-00100-800095,02,024,00100
11-02-024-00101-800096,02,024,00101
11-02-024-00103-800097,02,024,00103
11-02-024-00104-800098,02,024,00104
11-02-024-00111-800099,02,024,00111
11-02-026-00117-800100,02,026,00117
11-02-026-00118-012896,02,026,00118
11-02-026-00118-800101,02,026,00118
11-02-026-00118-800102,02,026,00118
11-02-026-00120-800103,02,026,00120
11-02-027-00124-800104,02,027,00124
11-02-027-00129-800105,02,027,00129
11-02-027-00132-800106,02,027,00132
11-02-027-00133-800107,02,027,00133
11-02-027-00133-800108,02,027,00133
11-02-028-00140-800109,02,028,00140
11-02-028-00141-800110,02,028,00141
11-02-028-00143-800111,02,028,00143
11-02-028-00144-800112,02,028,00144
11-02-029-00148-800113,02,029,00148
11-02-029-00148-800114,02,029,00148
11-02-029-00150-800115,02,029,00150
11-02-029-00150-800116,02,029,00150
11-02-029-00150-800117,02,029,00150
11-02-030-00152-800118,02,030,00152
11-02-030-00154-800119,02,030,00154
11-02-030-00155-800120,02,030,00155
11-02-030-00156-800121,02,030,00156
11-02-031-00158-800122,02,031,00158
11-02-031-00161-800123,02,031,00161
11-02-031-00162-800124,02,031,00162
11-02-031-00164-800125,02,031,00164
11-02-031-00164-800126,02,031,00164
11-02-031-00165-800127,02,031,00165
11-02-031-00165-800128,02,031,00165
11-02-031-00165-800129,02,031,00165
11-02-032-00167-800130,02,032,00167
11-02-032-00172-800131,02,032,00172
11-02-032-00173-800132,02,032,00173
11-02-033-00177-023702,02,033,00177
11-02-033-00177-800133,02,033,00177
11-02-033-00179-800134,02,033,00179
11-02-033-00180-800135,02,033,00180
11-02-033-00181-800136,02,033,00181
11-02-033-00182-800137,02,033,00182
11-02-033-00184-800138,02,033,00184
11-02-033-00185-800139,02,033,00185
11-02-033-00188-800140,02,033,00188
11-02-033-00189-800141,02,033,00189
11-02-033-00191-800142,02,033,00191
11-03-035-00200-027401,03,035,00200
11-03-035-00201-027772,03,035,00201
11-03-035-00201-027773,03,035,00201
11-03-035-00201-027774,03,035,00201
11-03-035-00201-027775,03,035,00201
11-03-035-00201-027776,03,035,00201
11-03-035-00201-027777,03,035,00201
11-03-035-00201-027778,03,035,00201
11-03-035-00201-027779,03,035,00201
11-03-035-00201-027780,03,035,00201
11-03-035-00201-027781,03,035,00201
11-03-035-00201-027782,03,035,00201
11-03-035-00201-800143,03,035,00201
11-03-035-00201-800144,03,035,00201
11-03-035-00202-028501,03,035,00202
11-03-035-00202-028502,03,035,00202
11-03-035-00202-028503,03,035,00202
11-03-035-00202-028504,03,035,00202
11-03-035-00202-800145,03,035,00202
11-03-035-00202-800146,03,035,00202
11-03-035-00202-800147,03,035,00202
11-03-035-00203-800148,03,035,00203
11-03-035-00203-800149,03,035,00203
11-03-035-00203-800150,03,035,00203
11-03-035-00203-800151,03,035,00203
11-03-035-00204-028993,03,035,00204
11-03-035-00204-800152,03,035,00204
11-03-036-00205-800153,03,036,00205
11-03-036-00205-800154,03,036,00205
11-03-036-00206-029355,03,036,00206
11-03-036-00206-800155,03,036,00206
11-03-036-00206-800156,03,036,00206
11-03-036-00207-800157,03,036,00207
11-03-036-00208-029683,03,036,00208
11-03-036-00208-029684,03,036,00208
11-03-036-00208-800158,03,036,00208
11-03-037-00209-800159,03,037,00209
11-03-037-00209-800160,03,037,00209
11-03-037-00210-800161,03,037,00210
11-03-037-00211-030247,03,037,00211
11-03-037-00211-030248,03,037,00211
11-03-037-00211-800162,03,037,00211
11-03-037-00211-800163,03,037,00211
11-03-037-00211-800164,03,037,00211
11-03-037-00212-030387,03,037,00212
11-03-037-00212-030388,03,037,00212
11-03-037-00212-030389,03,037,00212
11-03-037-00212-030390,03,037,00212
11-03-037-00212-030391,03,037,00212
11-03-037-00212-800165,03,037,00212
11-03-037-00212-800166,03,037,00213
11-03-037-00212-800166,03,037,00212
11-03-037-00212-800167,03,037,00212
11-03-037-00212-800168,03,037,00212
11-03-037-00213-030635,03,037,00213
11-03-037-00213-030636,03,037,00213
11-03-037-00213-800169,03,037,00213
11-03-037-00213-800170,03,037,00213
11-03-038-00214-800171,03,038,00214
11-03-038-00214-800172,03,038,00214
11-03-038-00214-800173,03,038,00214
11-03-038-00215-031343,03,038,00215
11-03-038-00215-031344,03,038,00215
11-03-038-00215-031345,03,038,00215
11-03-038-00215-800174,03,038,00215
11-03-038-00216-031760,03,038,00216
11-03-038-00216-800175,03,038,00216
11-03-038-00216-800176,03,038,00216
11-03-038-00216-800177,03,038,00216
11-03-038-00217-800178,03,038,00217
11-03-038-00217-800179,03,038,00217
11-03-039-00218-032342,03,039,00218
11-03-039-00218-032343,03,039,00218
11-03-039-00218-032344,03,039,00218
11-03-039-00218-800180,03,039,00218
11-03-039-00218-800181,03,039,00218
11-03-039-00218-800182,03,039,00218
11-03-039-00219-032529,03,039,00219
11-03-039-00219-800183,03,039,00219
11-03-040-00220-800184,03,040,00220
11-03-040-00221-800185,03,040,00221
11-03-040-00222-800186,03,040,00222
11-03-040-00222-800187,03,040,00222
11-03-040-00223-800188,03,040,00223
11-03-041-00224-800189,03,041,00224
11-03-041-00224-800190,03,041,00224
11-03-041-00225-800191,03,041,00225
11-03-041-00226-800192,03,041,00226
11-03-041-00226-800193,03,041,00226
11-03-041-00226-800194,03,041,00226
11-03-041-00227-033546,03,041,00227
11-03-041-00227-800195,03,041,00227
11-03-041-00227-800196,03,041,00227
11-03-041-00228-033674,03,041,00228
11-03-041-00228-033675,03,041,00228
11-03-041-00228-033676,03,041,00228
11-03-041-00228-033677,03,041,00228
11-03-041-00228-033678,03,041,00228
11-03-041-00228-033679,03,041,00228
11-03-041-00228-800197,03,041,00228
11-03-041-00229-033754,03,041,00229
11-03-041-00229-033755,03,041,00229
11-03-041-00229-800198,03,041,00229
11-03-041-00230-800199,03,041,00230
11-03-042-00231-800200,03,042,00231
11-03-042-00232-800201,03,042,00232
11-03-042-00233-034220,03,042,00233
11-03-042-00233-800202,03,042,00233
11-03-042-00233-800203,03,042,00233
11-03-043-00234-800204,03,043,00234
11-03-043-00234-800205,03,043,00234
11-03-043-00234-800206,03,043,00234
11-03-043-00235-034787,03,043,00235
11-03-043-00235-800207,03,043,00235
11-03-043-00235-800208,03,043,00235
11-03-043-00235-800209,03,043,00235
11-03-043-00235-800210,03,043,00235
11-03-043-00236-800211,03,043,00236
11-03-043-00236-800212,03,043,00236
11-03-043-00237-035150,03,043,00237
11-03-043-00237-800213,03,043,00237
11-03-043-00238-800214,03,043,00238
11-03-044-00239-800215,03,044,00239
11-03-044-00240-800216,03,044,00240
11-03-044-00241-800217,03,044,00241
11-03-044-00241-800218,03,044,00241
11-03-045-00242-800219,03,045,00242
11-03-045-00242-800220,03,045,00242
11-03-045-00243-800221,03,045,00243
11-03-046-00244-800222,03,046,00244
11-03-046-00244-800223,03,046,00244
11-03-046-00245-035831,03,046,00245
11-03-046-00245-035832,03,046,00245
11-03-046-00245-800224,03,046,00245
11-03-046-00245-800225,03,046,00245
11-03-046-00245-800226,03,046,00245
11-03-046-00245-800227,03,046,00245
11-03-046-00245-800228,03,046,00245
11-03-046-00246-800229,03,046,00246
11-03-046-00246-800230,03,046,00246
11-03-046-00246-800231,03,046,00246
11-03-047-00247-800232,03,047,00247
11-03-047-00248-800233,03,047,00248
11-03-047-00248-800234,03,047,00248
11-03-047-00249-800235,03,047,00249
11-03-047-00249-800236,03,047,00249
11-03-048-00250-800237,03,048,00250
11-03-048-00251-800238,03,048,00251
11-03-048-00251-800239,03,048,00251
11-03-048-00252-036472,03,048,00252
11-03-048-00252-800240,03,048,00252
11-03-048-00252-800241,03,048,00252
11-03-048-00253-036830,03,048,00253
11-03-048-00253-800242,03,048,00253
11-03-048-00253-800243,03,048,00253
11-03-048-00254-037081,03,048,00254
11-03-048-00254-800244,03,048,00254
11-03-048-00254-800245,03,048,00254
11-03-049-00255-037425,03,049,00255
11-03-049-00255-800246,03,049,00255
11-03-049-00255-800247,03,049,00255
11-03-049-00255-800248,03,049,00255
11-03-049-00256-800249,03,049,00256
11-03-049-00256-800250,03,049,00256
11-03-049-00256-800251,03,049,00256
11-03-049-00257-037671,03,049,00257
11-03-049-00257-037672,03,049,00257
11-03-049-00257-037673,03,049,00257
11-03-049-00257-800252,03,049,00257
11-03-049-00257-800252,03,049,00256
11-03-049-00258-037848,03,049,00258
11-03-049-00258-037849,03,049,00258
11-03-049-00258-037850,03,049,00258
11-03-049-00258-800253,03,049,00258
11-03-050-00259-800254,03,050,00259
11-03-050-00260-038244,03,050,00260
11-03-050-00260-800255,03,050,00260
11-03-050-00260-800256,03,050,00260
11-03-051-00262-800257,03,051,00262
11-03-051-00263-800258,03,051,00263
11-03-051-00264-038763,03,051,00264
11-03-051-00264-038764,03,051,00264
11-03-051-00264-038765,03,051,00264
11-03-051-00264-800259,03,051,00264
11-03-051-00265-800260,03,051,00265
11-03-051-00265-800261,03,051,00265
11-03-052-00266-039141,03,052,00266
11-03-052-00266-800262,03,052,00266
11-03-052-00266-800263,03,052,00266
11-03-052-00266-800264,03,052,00266
11-03-052-00267-039227,03,052,00267
11-03-052-00267-039228,03,052,00267
11-03-052-00267-800265,03,052,00267
11-03-052-00267-800266,03,052,00267
11-03-052-00268-039383,03,052,00268
11-03-052-00268-039384,03,052,00268
11-03-052-00268-039385,03,052,00268
11-03-052-00268-039386,03,052,00268
11-03-052-00268-039387,03,052,00268
11-03-052-00268-800267,03,052,00268
11-03-052-00268-800268,03,052,00268
11-03-053-00269-039571,03,053,00269
11-03-053-00269-800269,03,053,00269
11-03-053-00269-800270,03,053,00269
11-03-053-00270-800271,03,053,00270
11-03-053-00271-800272,03,053,00271
11-03-053-00271-800273,03,053,00271
11-03-053-00271-800274,03,053,00271
11-03-053-00272-800275,03,053,00272
11-03-053-00272-800276,03,053,00272
11-03-053-00272-800277,03,053,00272
11-03-053-00273-800278,03,053,00273
11-03-053-00274-800279,03,053,00274
11-03-053-00274-800280,03,053,00274
11-03-054-00275-800281,03,054,00275
11-03-054-00275-800282,03,054,00275
11-03-054-00275-800283,03,054,00275
11-03-054-00276-800284,03,054,00276
11-03-054-00276-800285,03,054,00276
11-04-055-00277-800286,04,055,00277
11-05-056-00280-800287,05,056,00280
11-05-056-00283-800288,05,056,00283
11-05-056-00283-800289,05,056,00283
11-05-057-00284-800290,05,057,00284
11-05-057-00284-800291,05,057,00284
11-05-057-00285-800292,05,057,00285
11-05-057-00285-800293,05,057,00285
11-05-057-00287-800294,05,057,00287
11-05-057-00287-800295,05,057,00287
11-05-058-00290-800296,05,058,00290
11-05-058-00291-800297,05,058,00291
11-05-059-00294-800298,05,059,00294
11-05-059-00294-800299,05,059,00294
11-05-059-00294-800299,05,061,00307
11-05-059-00297-800300,05,059,00297
11-05-059-00297-800301,05,059,00297
11-05-059-00299-044604,05,059,00299
11-05-059-00299-800302,05,059,00299
11-05-059-00299-800303,05,059,00299
11-05-060-00300-800304,05,060,00300
11-05-060-00303-045110,05,060,00303
11-05-060-00303-045111,05,060,00303
11-05-060-00303-800305,05,060,00303
11-05-060-00303-800306,05,060,00303
11-05-060-00304-045267,05,060,00304
11-05-060-00304-045268,05,060,00304
11-05-060-00304-045269,05,060,00304
11-05-060-00304-045270,05,060,00304
11-05-060-00304-800307,05,060,00304
11-05-060-00304-800308,05,060,00304
11-05-060-00304-800309,05,060,00304
11-05-060-00304-800310,05,060,00304
11-05-060-00304-800311,05,060,00304
11-05-060-00304-800312,05,060,00304
11-05-060-00305-045361,05,060,00305
11-05-060-00305-045362,05,060,00305
11-05-060-00305-045363,05,060,00305
11-05-060-00305-045364,05,060,00305
11-05-060-00305-800313,05,060,00305
11-05-060-00305-800314,05,060,00305
11-05-061-00306-800315,05,061,00306
11-05-061-00307-800316,05,061,00307
11-05-061-00310-800317,05,061,00310
11-05-061-00313-048597,05,061,00313
11-05-061-00313-048598,05,061,00313
11-05-061-00313-800318,05,061,00313
11-05-061-00313-800319,05,061,00313
11-05-061-00314-048841,05,061,00314
11-05-062-00316-800320,05,062,00316
11-05-062-00317-800321,05,062,00317
11-05-062-00320-800322,05,062,00320
11-05-063-00323-800323,05,063,00323
11-05-064-00328-800324,05,064,00328
11-05-064-00329-800325,05,064,00329
11-05-064-00330-053250,05,064,00330
11-05-064-00330-800326,05,064,00330
11-05-064-00330-800327,05,064,00330
11-05-065-00334-800328,05,065,00334
11-05-065-00336-800329,05,065,00336
11-05-065-00337-054471,05,065,00337
11-05-065-00337-800330,05,065,00337
11-05-066-00340-800331,05,066,00340
11-05-066-00340-800332,05,066,00340
11-05-066-00340-800333,05,066,00340
11-05-066-00340-800334,05,066,00340
11-05-066-00342-055293,05,066,00342
11-05-066-00342-055294,05,066,00342
11-05-066-00342-055295,05,066,00342
11-05-066-00342-800335,05,066,00342
11-05-066-00343-800336,05,066,00343
11-05-066-00344-800337,05,066,00344
11-05-066-00345-800338,05,066,00345
11-05-067-00346-055697,05,067,00346
11-05-067-00346-800339,05,067,00346
11-05-067-00346-800340,05,067,00346
11-05-067-00347-800341,05,067,00347
11-05-067-00347-800342,05,067,00347
11-05-067-00348-800343,05,067,00348
11-05-067-00348-800344,05,067,00348
11-05-067-00348-800345,05,067,00348
11-05-067-00349-056015,05,067,00349
11-05-067-00349-056016,05,067,00349
11-05-067-00349-800346,05,067,00349
11-05-067-00349-800347,05,067,00349
11-05-067-00350-800348,05,067,00350
11-05-067-00350-800349,05,067,00350
11-05-067-00351-800350,05,067,00351
11-05-067-00351-800351,05,067,00351
11-05-067-00352-056316,05,067,00352
11-05-067-00352-056317,05,067,00352
11-05-067-00352-800352,05,067,00352
11-05-068-00353-056627,05,068,00353
11-05-068-00353-056628,05,068,00353
11-05-068-00353-056629,05,068,00353
11-05-068-00353-056630,05,068,00353
11-05-068-00353-056631,05,068,00353
11-05-068-00353-056632,05,068,00353
11-05-068-00353-056633,05,068,00353
11-05-068-00353-056634,05,068,00353
11-05-068-00353-056635,05,068,00353
11-05-068-00353-056636,05,068,00353
11-05-068-00353-056637,05,068,00353
11-05-068-00353-056638,05,068,00353
11-05-068-00353-056639,05,068,00353
11-05-068-00353-800353,05,068,00353
11-05-068-00353-800354,05,068,00353
11-05-068-00353-800355,05,068,00353
11-05-068-00353-800356,05,068,00353
11-05-068-00353-800357,05,068,00353
11-05-068-00354-056777,05,068,00354
11-05-068-00354-056778,05,068,00354
11-05-068-00354-056779,05,068,00354
11-05-068-00354-800358,05,068,00354
11-05-068-00354-800359,05,068,00354
11-05-068-00355-800360,05,068,00355
11-06-069-00356-800361,06,069,00356
11-06-069-00356-800362,06,069,00356
11-06-069-00357-057167,06,069,00357
11-06-069-00357-057168,06,069,00357
11-06-069-00357-057169,06,069,00357
11-06-069-00357-057170,06,069,00357
11-06-069-00357-800363,06,069,00357
11-06-070-00358-057341,06,070,00358
11-06-070-00358-057342,06,070,00358
11-06-070-00358-800364,06,070,00358
11-06-070-00359-057507,06,070,00359
11-06-070-00359-057508,06,070,00359
11-06-070-00359-057509,06,070,00359
11-06-070-00359-057510,06,070,00359
11-06-070-00359-057511,06,070,00359
11-06-070-00359-057512,06,070,00359
11-06-070-00359-057513,06,070,00359
11-06-070-00359-800365,06,070,00359
11-06-070-00359-800366,06,070,00359
11-06-070-00359-800367,06,070,00359
11-06-070-00360-057651,06,070,00360
11-06-070-00360-057652,06,070,00360
11-06-071-00361-057958,06,071,00361
11-06-071-00361-057959,06,071,00361
11-06-071-00361-057960,06,071,00361
11-06-071-00361-057961,06,071,00361
11-06-071-00361-057962,06,071,00361
11-06-071-00361-057963,06,071,00361
11-06-071-00361-057964,06,071,00361
11-06-071-00361-800368,06,071,00361
11-06-071-00361-800369,06,071,00361
11-06-071-00362-058145,06,071,00362
11-06-071-00362-058146,06,071,00362
11-06-071-00363-058298,06,071,00363
11-06-072-00364-800370,06,072,00364
11-06-072-00365-058472,06,072,00365
11-06-072-00365-800371,06,072,00365
11-06-072-00366-800372,06,072,00366
11-06-072-00366-800373,06,072,00366
11-06-073-00367-800374,06,073,00367
11-06-073-00368-800375,06,073,00368
11-06-073-00368-800376,06,073,00368
11-06-073-00369-800377,06,073,00369
11-06-074-00370-800378,06,074,00370
11-06-074-00370-800379,06,074,00370
11-06-074-00371-800380,06,074,00371
11-06-074-00372-059310,06,074,00372
11-06-074-00372-800381,06,074,00372
11-06-074-00372-800382,06,074,00372
11-06-074-00373-800383,06,074,00373
11-06-074-00374-800384,06,074,00374
11-06-075-00375-059496,06,075,00375
11-06-075-00375-059497,06,075,00375
11-06-075-00375-059498,06,075,00375
11-06-075-00375-059499,06,075,00375
11-06-075-00375-059500,06,075,00375
11-06-075-00375-059501,06,075,00375
11-06-075-00375-059502,06,075,00375
11-06-075-00375-059503,06,075,00375
11-06-075-00375-059504,06,075,00375
11-06-075-00375-059505,06,075,00375
11-06-075-00375-800385,06,075,00375
11-06-075-00377-800386,06,075,00377
11-06-076-00378-800387,06,076,00378
11-06-076-00379-800388,06,076,00379
11-06-076-00380-059905,06,076,00380
11-06-076-00380-059906,06,076,00380
11-06-076-00380-059907,06,076,00380
11-06-076-00380-059908,06,076,00380
11-06-076-00380-800389,06,076,00380
11-06-076-00381-800390,06,076,00381
11-06-077-00382-800391,06,077,00382
11-06-077-00382-800392,06,077,00382
11-06-077-00383-800393,06,077,00383
11-06-077-00384-800394,06,077,00384
11-06-077-00385-060260,06,077,00385
11-06-077-00385-800395,06,077,00385
11-06-078-00386-800396,06,078,00386
11-06-078-00387-060411,06,078,00387
11-06-078-00387-800397,06,078,00387
11-06-078-00388-800398,06,078,00388
11-06-079-00389-800399,06,079,00389
11-06-079-00390-800400,06,079,00390
11-06-079-00390-800401,06,079,00390
11-06-079-00391-800402,06,079,00391
11-06-079-00392-800403,06,079,00392
11-06-080-00393-060865,06,080,00393
11-06-080-00394-061014,06,080,00394
11-06-080-00394-061015,06,080,00394
11-06-080-00394-061016,06,080,00394
11-06-080-00394-061017,06,080,00394
11-06-080-00394-061018,06,080,00394
11-06-080-00394-061019,06,080,00394
11-06-080-00394-800404,06,080,00394
11-06-080-00394-800405,06,080,00394
11-06-080-00395-800406,06,080,00395
11-06-080-00396-800407,06,080,00396
11-06-081-00397-800408,06,081,00397
11-06-081-00398-800409,06,081,00398
11-06-081-00399-061274,06,081,00399
11-06-081-00400-800410,06,081,00400
11-06-081-00401-800411,06,081,00401
11-06-081-00402-800412,06,081,00402
11-06-082-00404-800413,06,082,00404
11-06-082-00405-061679,06,082,00405
11-06-082-00405-800414,06,082,00405
11-06-082-00405-800415,06,082,00405
11-06-082-00406-800416,06,082,00406
11-06-083-00407-800417,06,083,00407
11-06-083-00408-061808,06,083,00408
11-06-083-00408-800418,06,083,00408
11-06-083-00409-061910,06,083,00409
11-06-083-00409-800419,06,083,00409
11-06-084-00411-800420,06,084,00411
11-06-084-00411-800421,06,084,00411
11-06-084-00412-062334,06,084,00412
11-06-084-00412-800422,06,084,00412
11-06-084-00412-800423,06,084,00412
11-06-085-00413-062388,06,085,00413
11-06-085-00414-062658,06,085,00414
11-06-085-00414-062659,06,085,00414
11-06-085-00414-062660,06,085,00414
11-06-085-00414-062661,06,085,00414
11-06-085-00414-062662,06,085,00414
11-06-085-00414-800424,06,085,00414
11-06-085-00414-800425,06,085,00414
11-06-085-00415-800426,06,085,00415
11-06-086-00416-800427,06,086,00416
11-06-086-00416-800428,06,086,00416
11-06-086-00417-062837,06,086,00417
11-06-086-00417-062838,06,086,00417
11-06-086-00417-800429,06,086,00417
11-06-086-00418-800430,06,086,00418
11-06-086-00419-062924,06,086,00419
11-06-086-00420-062989,06,086,00420
11-06-086-00420-800431,06,086,00420
11-06-087-00421-063071,06,087,00421
11-06-087-00421-800432,06,087,00421
11-06-087-00422-063190,06,087,00422
11-06-087-00422-800433,06,087,00422
11-06-087-00423-063336,06,087,00423
11-06-087-00423-800434,06,087,00423
11-06-087-00424-063432,06,087,00424
11-06-087-00424-800435,06,087,00424
11-06-088-00425-063498,06,088,00425
11-06-088-00425-800436,06,088,00425
11-06-088-00426-063583,06,088,00426
11-06-089-00427-063730,06,089,00427
11-06-089-00427-063731,06,089,00427
11-06-089-00427-800437,06,089,00427
11-06-089-00428-800438,06,089,00428
11-06-089-00429-800439,06,089,00429
11-06-089-00429-800440,06,089,00429
11-07-090-00431-800441,07,090,00430
11-07-090-00431-800441,07,093,00441
11-07-090-00431-800441,07,092,00436
11-07-090-00431-800441,07,097,00451
11-07-090-00431-800441,07,090,00431
11-07-090-00431-800441,07,098,00454
11-07-090-00431-800441,07,094,00444
11-07-090-00431-800441,07,090,00432
11-07-090-00431-800441,07,091,00433
11-07-090-00431-800441,07,097,00453
11-07-090-00431-800441,07,092,00438
11-07-090-00431-800441,07,095,00446
11-07-090-00431-800441,07,096,00448
11-07-090-00431-800441,07,096,00450
11-07-090-00431-800441,07,098,00456
11-07-090-00431-800441,07,094,00442
11-07-090-00431-800441,07,091,00434
11-07-090-00431-800441,07,092,00437
11-07-090-00431-800441,07,097,00452
11-07-090-00431-800441,07,094,00443
11-07-090-00431-800441,07,095,00445
11-07-090-00431-800441,07,098,00455
11-07-090-00431-800441,07,093,00439
11-07-090-00431-800441,07,096,00449
11-07-090-00431-800441,07,091,00435
11-07-090-00431-800441,07,093,00440
11-07-090-00431-800441,07,095,00447
11-08-099-00457-800444,08,099,00457
11-08-099-00457-800445,08,099,00457
11-08-099-00458-064639,08,099,00458
11-08-099-00458-800446,08,099,00458
11-08-099-00459-064852,08,099,00459
11-08-099-00459-800447,08,099,00459
11-08-099-00460-800448,08,099,00460
11-08-099-00460-800449,08,099,00460
11-08-099-00461-800450,08,099,00461
11-08-099-00462-800451,08,099,00462
11-08-099-00463-066362,08,099,00463
11-08-099-00463-066363,08,099,00463
11-08-099-00463-066364,08,099,00463
11-08-099-00464-066641,08,099,00464
11-08-099-00464-800452,08,099,00464
11-08-099-00465-800453,08,099,00465
11-08-100-00466-800454,08,100,00466
11-08-100-00468-800455,08,100,00468
11-08-100-00469-800456,08,100,00469
11-08-100-00470-800457,08,100,00470
11-08-100-00471-800458,08,100,00471
11-08-100-00472-800459,08,100,00472
11-08-101-00473-800460,08,101,00473
11-08-101-00473-800461,08,101,00473
11-08-101-00476-069573,08,101,00476
11-08-101-00477-800462,08,101,00477
11-08-101-00478-069776,08,101,00478
11-08-101-00480-800463,08,101,00480
11-08-102-00481-800464,08,102,00481
11-08-102-00482-800465,08,102,00482
11-08-102-00483-800466,08,102,00483
11-08-102-00484-800467,08,102,00484
11-08-102-00484-800468,08,102,00484
11-08-102-00485-800469,08,102,00485
11-08-102-00485-800470,08,102,00485
11-08-102-00486-800471,08,102,00486
11-08-102-00486-800472,08,102,00486
11-08-102-00486-800473,08,102,00486
11-08-103-00487-071111,08,103,00487
11-08-103-00487-071112,08,103,00487
11-08-103-00487-071113,08,103,00487
