shrid2,pc01_state_id,pc01_district_id
11-09-191-00964-192230,09,61
11-09-191-00964-192232,09,61
11-09-191-00964-192233,09,61
11-09-191-00964-192234,09,61
11-09-191-00964-192235,09,61
11-09-191-00964-192236,09,61
11-09-191-00964-192237,09,61
11-09-191-00964-192238,09,61
11-09-191-00964-192239,09,61
11-09-191-00964-192240,09,61
11-09-191-00964-192241,09,61
11-09-191-00964-192242,09,61
11-09-191-00964-192243,09,61
11-09-191-00964-192244,09,61
11-09-191-00964-192245,09,61
11-09-191-00964-192246,09,61
11-09-191-00964-192247,09,61
11-09-191-00964-192248,09,61
11-09-191-00964-192249,09,61
11-09-191-00964-192250,09,61
11-09-191-00964-192251,09,61
11-09-191-00964-192252,09,61
11-09-191-00964-192253,09,61
11-09-191-00964-192255,09,61
11-09-191-00964-192256,09,61
11-09-191-00964-192257,09,61
11-09-191-00964-192258,09,61
11-09-191-00964-192259,09,61
11-09-191-00964-192260,09,61
11-09-191-00964-192261,09,61
11-09-191-00964-192262,09,61
11-09-191-00964-192263,09,61
11-09-191-00964-192264,09,61
11-09-191-00964-192265,09,61
11-09-191-00964-192266,09,61
11-09-191-00964-192267,09,61
11-09-191-00964-192268,09,61
11-09-191-00964-192269,09,61
11-09-191-00964-192271,09,61
11-09-191-00964-192272,09,61
11-09-191-00964-192273,09,61
11-09-191-00964-192274,09,61
11-09-191-00964-192275,09,61
11-09-191-00964-192276,09,61
11-09-191-00964-192277,09,61
11-09-191-00964-192278,09,61
11-09-191-00964-192279,09,61
11-09-191-00964-192280,09,61
11-09-191-00964-192281,09,61
11-09-191-00964-192282,09,61
11-09-191-00964-192283,09,61
11-09-191-00964-192284,09,61
11-09-191-00964-192285,09,61
11-09-191-00964-192286,09,61
11-09-191-00964-192287,09,61
11-09-191-00964-192288,09,61
11-09-191-00964-192289,09,61
11-09-191-00964-192290,09,61
11-09-191-00964-192291,09,61
11-09-191-00964-192292,09,61
11-09-191-00964-192293,09,61
11-09-191-00964-192294,09,61
11-09-191-00964-192295,09,61
11-09-191-00964-192296,09,61
11-09-191-00964-192297,09,61
11-09-191-00964-192299,09,61
11-09-191-00964-192300,09,61
11-09-191-00964-192301,09,61
11-09-191-00964-192302,09,61
11-09-191-00964-192304,09,61
11-09-191-00964-192305,09,61
11-09-191-00964-192306,09,61
11-09-191-00964-192307,09,61
11-09-191-00964-192308,09,61
11-09-191-00964-192309,09,61
11-09-191-00964-192310,09,61
11-09-191-00964-192311,09,61
11-09-191-00964-192313,09,61
11-09-191-00964-192315,09,61
11-09-191-00964-192316,09,61
11-09-191-00964-192317,09,61
11-09-191-00964-192318,09,61
11-09-191-00964-192319,09,61
11-09-191-00964-192320,09,61
11-09-191-00964-192321,09,61
11-09-191-00964-192322,09,61
11-09-191-00964-192323,09,61
11-09-191-00964-192324,09,61
11-09-191-00964-192325,09,61
11-09-191-00964-192326,09,61
11-09-191-00964-192327,09,61
11-09-191-00964-192328,09,61
11-09-191-00964-192330,09,61
11-09-191-00964-192331,09,61
11-09-191-00964-192332,09,61
11-09-191-00964-192333,09,61
11-09-191-00964-192334,09,61
11-09-191-00964-192335,09,61
11-09-191-00964-192336,09,61
11-09-191-00964-192337,09,61
11-09-191-00964-192338,09,61
11-09-191-00964-192339,09,61
11-09-191-00964-192340,09,61
11-09-191-00964-192341,09,61
11-09-191-00964-192342,09,61
11-09-191-00964-192344,09,61
11-09-191-00964-192345,09,61
11-09-191-00964-192346,09,61
11-09-191-00964-192347,09,61
11-09-191-00964-192348,09,61
11-09-191-00964-192349,09,61
11-09-191-00964-192350,09,61
11-09-191-00964-192351,09,61
11-09-191-00964-192352,09,61
11-09-191-00964-192353,09,61
11-09-191-00964-192354,09,61
11-09-191-00964-192355,09,61
11-09-191-00964-192356,09,61
11-09-191-00964-192357,09,61
11-09-191-00964-192358,09,61
11-09-191-00964-192359,09,61
11-09-191-00964-192360,09,61
11-09-191-00964-192361,09,61
11-09-191-00964-192362,09,61
11-09-191-00964-192364,09,61
11-09-191-00964-192365,09,61
11-09-191-00964-192366,09,61
11-09-191-00964-192367,09,61
11-09-191-00964-192368,09,61
11-09-191-00964-192369,09,61
11-09-191-00964-192370,09,61
11-09-191-00964-192371,09,61
11-09-191-00964-192372,09,61
11-09-191-00964-192374,09,61
11-09-191-00964-192375,09,61
11-09-191-00964-192376,09,61
11-09-191-00964-192377,09,61
11-09-191-00964-192378,09,61
11-09-191-00964-192379,09,61
11-09-191-00964-192380,09,61
11-09-191-00964-192381,09,61
11-09-191-00964-192382,09,61
11-09-191-00964-192383,09,61
11-09-191-00964-192384,09,61
11-09-191-00964-192385,09,61
11-09-191-00964-192386,09,61
11-09-191-00964-192387,09,61
11-09-191-00964-192388,09,61
11-09-191-00964-192389,09,61
11-09-191-00964-192390,09,61
11-09-191-00964-192391,09,61
11-09-191-00964-192392,09,61
11-09-191-00964-192393,09,61
11-09-191-00964-192394,09,61
11-09-191-00964-192395,09,61
11-09-191-00964-192396,09,61
11-09-191-00964-192398,09,61
11-09-191-00964-192399,09,61
11-09-191-00964-192400,09,61
11-09-191-00964-192401,09,61
11-09-191-00964-192402,09,61
11-09-191-00964-192403,09,61
11-09-191-00964-192405,09,61
11-09-191-00964-192406,09,61
11-09-191-00964-192407,09,61
11-09-191-00964-192408,09,61
11-09-191-00964-192409,09,61
11-09-191-00964-192410,09,61
11-09-191-00964-192411,09,61
11-09-191-00964-192412,09,61
11-09-191-00964-192413,09,61
11-09-191-00964-192414,09,61
11-09-191-00964-192415,09,61
11-09-191-00964-192416,09,61
11-09-191-00964-192417,09,61
11-09-191-00964-192418,09,61
11-09-191-00964-192419,09,61
11-09-191-00964-192420,09,61
11-09-191-00964-192421,09,61
11-09-191-00964-192422,09,61
11-09-191-00964-192423,09,61
11-09-191-00964-192425,09,61
11-09-191-00964-192426,09,61
11-09-191-00964-192427,09,61
11-09-191-00964-192428,09,61
11-09-191-00964-192429,09,61
11-09-191-00964-192430,09,61
11-09-191-00964-192431,09,61
11-09-191-00964-192432,09,61
11-09-191-00964-192433,09,61
11-09-191-00964-192434,09,61
11-09-191-00964-192435,09,61
11-09-191-00964-192436,09,61
11-09-191-00964-192437,09,61
11-09-191-00964-192438,09,61
11-09-191-00964-192439,09,61
11-09-191-00964-192440,09,61
11-09-191-00964-192441,09,61
11-09-191-00964-192442,09,61
11-09-191-00964-801183,09,61
11-09-191-00965-192444,09,61
11-09-191-00965-192445,09,61
11-09-191-00965-192446,09,61
11-09-191-00965-192447,09,61
11-09-191-00965-192448,09,61
11-09-191-00965-192449,09,61
11-09-191-00965-192450,09,61
11-09-191-00965-192451,09,61
11-09-191-00965-192452,09,61
11-09-191-00965-192453,09,61
11-09-191-00965-192454,09,61
11-09-191-00965-192455,09,61
11-09-191-00965-192456,09,61
11-09-191-00965-192457,09,61
11-09-191-00965-192458,09,61
11-09-191-00965-192459,09,61
11-09-191-00965-192460,09,61
11-09-191-00965-192463,09,61
11-09-191-00965-192464,09,61
11-09-191-00965-192465,09,61
11-09-191-00965-192466,09,61
11-09-191-00965-192467,09,61
11-09-191-00965-192472,09,61
11-09-191-00965-192473,09,61
11-09-191-00965-192481,09,61
11-09-191-00965-192482,09,61
11-09-191-00965-192483,09,61
11-09-191-00965-192484,09,61
11-09-191-00965-192485,09,61
11-09-191-00965-192486,09,61
11-09-191-00965-192487,09,61
11-09-191-00965-192488,09,61
11-09-191-00965-192489,09,61
11-09-191-00965-192490,09,61
11-09-191-00965-192491,09,61
11-09-191-00965-192492,09,61
11-09-191-00965-192494,09,61
11-09-191-00965-192495,09,61
11-09-191-00965-192496,09,61
11-09-191-00965-192497,09,61
11-09-191-00965-192498,09,61
11-09-191-00965-192499,09,61
11-09-191-00965-192503,09,61
11-09-191-00965-192507,09,61
11-09-191-00965-192509,09,61
11-09-191-00965-192511,09,61
11-09-191-00965-192512,09,61
11-09-191-00965-192513,09,61
11-09-191-00965-192514,09,61
11-09-191-00965-192516,09,61
11-09-191-00965-192517,09,61
11-09-191-00965-192518,09,61
11-09-191-00965-192519,09,61
11-09-191-00965-192520,09,61
11-09-191-00965-192521,09,61
11-09-191-00965-192522,09,61
11-09-191-00965-192523,09,61
11-09-191-00965-192524,09,61
11-09-191-00965-192525,09,61
11-09-191-00965-192526,09,61
11-09-191-00965-192527,09,61
11-09-191-00965-192528,09,61
11-09-191-00965-192529,09,61
11-09-191-00965-192530,09,61
11-09-191-00965-192531,09,61
11-09-191-00965-192532,09,61
11-09-191-00965-192533,09,61
11-09-191-00965-192534,09,61
11-09-191-00965-192535,09,61
11-09-191-00965-192536,09,61
11-09-191-00965-192537,09,61
11-09-191-00965-192538,09,61
11-09-191-00965-192539,09,61
11-09-191-00965-192540,09,61
11-09-191-00965-192541,09,61
11-09-191-00965-192542,09,61
11-09-191-00965-192543,09,61
11-09-191-00965-192544,09,61
11-09-191-00965-192545,09,61
11-09-191-00965-192546,09,61
11-09-191-00965-192548,09,61
11-09-191-00965-192549,09,61
11-09-191-00965-192550,09,61
11-09-191-00965-192551,09,61
11-09-191-00965-192552,09,61
11-09-191-00965-192553,09,61
11-09-191-00965-192554,09,61
11-09-191-00965-192556,09,61
11-09-191-00965-192557,09,61
11-09-191-00965-192558,09,61
11-09-191-00965-192559,09,61
11-09-191-00965-192560,09,61
11-09-191-00965-192561,09,61
11-09-191-00965-192562,09,61
11-09-191-00965-192563,09,61
11-09-191-00965-192564,09,61
11-09-191-00965-192565,09,61
11-09-191-00965-192566,09,61
11-09-191-00965-192567,09,61
11-09-191-00965-192568,09,61
11-09-191-00965-192569,09,61
11-09-191-00965-192570,09,61
11-09-191-00965-192571,09,61
11-09-191-00965-192572,09,61
11-09-191-00965-192573,09,61
11-09-191-00965-192574,09,61
11-09-191-00965-192575,09,61
11-09-191-00965-192576,09,61
11-09-191-00965-192578,09,61
11-09-191-00965-192579,09,61
11-09-191-00965-192580,09,61
11-09-191-00965-192581,09,61
11-09-191-00965-192582,09,61
11-09-191-00965-192583,09,61
11-09-191-00965-192584,09,61
11-09-191-00965-192585,09,61
11-09-191-00965-192586,09,61
11-09-191-00965-192587,09,61
11-09-191-00965-192588,09,61
11-09-191-00965-192589,09,61
11-09-191-00965-192590,09,61
11-09-191-00965-192591,09,61
11-09-191-00965-192592,09,61
11-09-191-00965-192593,09,61
11-09-191-00965-192594,09,61
11-09-191-00965-192595,09,61
11-09-191-00965-192596,09,61
11-09-191-00965-192597,09,61
11-09-191-00965-192598,09,61
11-09-191-00965-192599,09,61
11-09-191-00965-192600,09,61
11-09-191-00965-192601,09,61
11-09-191-00965-192602,09,61
11-09-191-00965-192603,09,61
11-09-191-00965-192604,09,61
11-09-191-00965-192605,09,61
11-09-191-00965-192606,09,61
11-09-191-00965-192607,09,61
11-09-191-00965-192608,09,61
11-09-191-00965-192609,09,61
11-09-191-00965-192610,09,61
11-09-191-00965-192611,09,61
11-09-191-00965-192612,09,61
11-09-191-00965-192613,09,61
11-09-191-00965-192614,09,61
11-09-191-00965-192615,09,61
11-09-191-00965-192616,09,61
11-09-191-00965-192617,09,61
11-09-191-00965-192618,09,61
11-09-191-00965-192619,09,61
11-09-191-00965-192620,09,61
11-09-191-00965-192621,09,61
11-09-191-00965-192622,09,61
11-09-191-00965-192623,09,61
11-09-191-00965-192624,09,61
11-09-191-00965-192625,09,61
11-09-191-00965-192626,09,61
11-09-191-00965-192627,09,61
11-09-191-00965-192628,09,61
11-09-191-00965-192630,09,61
11-09-191-00965-192631,09,61
11-09-191-00965-192632,09,61
11-09-191-00965-192633,09,61
11-09-191-00965-192634,09,61
11-09-191-00965-192635,09,61
11-09-191-00965-192636,09,61
11-09-191-00965-192637,09,61
11-09-191-00965-192638,09,61
11-09-191-00965-192639,09,61
11-09-191-00965-192640,09,61
11-09-191-00965-192641,09,61
11-09-191-00965-192642,09,61
11-09-191-00965-192643,09,61
11-09-191-00965-192644,09,61
11-09-191-00965-192645,09,61
11-09-191-00965-192646,09,61
11-09-191-00965-192647,09,61
11-09-191-00965-192648,09,61
11-09-191-00965-192649,09,61
11-09-191-00965-192650,09,61
11-09-191-00965-192651,09,61
11-09-191-00965-192652,09,61
11-09-191-00965-192653,09,61
11-09-191-00965-192654,09,61
11-09-191-00965-192655,09,61
11-09-191-00965-192656,09,61
11-09-191-00965-192657,09,61
11-09-191-00965-192658,09,61
11-09-191-00965-192659,09,61
11-09-191-00965-192661,09,61
11-09-191-00965-192662,09,61
11-09-191-00965-192664,09,61
11-09-191-00965-192665,09,61
11-09-191-00965-192666,09,61
11-09-191-00965-192668,09,61
11-09-191-00965-192669,09,61
11-09-191-00965-192670,09,61
11-09-191-00965-192671,09,61
11-09-191-00965-192672,09,61
11-09-191-00965-192673,09,61
11-09-191-00965-192674,09,61
11-09-191-00965-192675,09,61
11-09-191-00965-192677,09,61
11-09-191-00965-192678,09,61
11-09-191-00965-192679,09,61
11-09-191-00965-192681,09,61
11-09-191-00965-192682,09,61
11-09-191-00965-192683,09,61
11-09-191-00965-192684,09,61
11-09-191-00965-192685,09,61
11-09-191-00965-192686,09,61
11-09-191-00965-192687,09,61
11-09-191-00965-192688,09,61
11-09-191-00965-192689,09,61
11-09-191-00965-192690,09,61
11-09-191-00965-192691,09,61
11-09-191-00965-192692,09,61
11-09-191-00965-192693,09,61
11-09-191-00965-192694,09,61
11-09-191-00965-192695,09,61
11-09-191-00965-192696,09,61
11-09-191-00965-192697,09,61
11-09-191-00965-192698,09,61
11-09-191-00965-192701,09,61
11-09-191-00965-192702,09,61
11-09-191-00965-192704,09,61
11-09-191-00965-192705,09,61
11-09-191-00965-192706,09,61
11-09-191-00965-192707,09,61
11-09-191-00965-192708,09,61
11-09-191-00965-192709,09,61
11-09-191-00965-192710,09,61
11-09-191-00965-192712,09,61
11-09-191-00965-192713,09,61
11-09-191-00965-192714,09,61
11-09-191-00965-192715,09,61
11-09-191-00965-192716,09,61
11-09-191-00965-192717,09,61
11-09-191-00965-192718,09,61
11-09-191-00965-192719,09,61
11-09-191-00965-192720,09,61
11-09-191-00965-192721,09,61
11-09-191-00965-192722,09,61
11-09-191-00965-192724,09,61
11-09-191-00965-192725,09,61
11-09-191-00965-192726,09,61
11-09-191-00965-192727,09,61
11-09-191-00965-192728,09,61
11-09-191-00965-192729,09,61
11-09-191-00965-192730,09,61
11-09-191-00965-192731,09,61
11-09-191-00965-192732,09,61
11-09-191-00965-192733,09,61
11-09-191-00965-192734,09,61
11-09-191-00965-192735,09,61
11-09-191-00965-192736,09,61
11-09-191-00965-192737,09,61
11-09-191-00965-192738,09,61
11-09-191-00965-192739,09,61
11-09-191-00965-192740,09,61
11-09-191-00965-192741,09,61
11-09-191-00965-192742,09,61
11-09-191-00965-192743,09,61
11-09-191-00965-192744,09,61
11-09-191-00965-192745,09,61
11-09-191-00965-192746,09,61
11-09-191-00965-192747,09,61
11-09-191-00965-192748,09,61
11-09-191-00965-192749,09,61
11-09-191-00965-192750,09,61
11-09-191-00965-192751,09,61
11-09-191-00965-192752,09,61
11-09-191-00965-192753,09,61
11-09-191-00965-192754,09,61
11-09-191-00965-192755,09,61
11-09-191-00965-192756,09,61
11-09-191-00965-192757,09,61
11-09-191-00965-192758,09,61
11-09-191-00965-192759,09,61
11-09-191-00965-192760,09,61
11-09-191-00965-192761,09,61
11-09-191-00965-192762,09,61
11-09-191-00965-192763,09,61
11-09-191-00965-192764,09,61
11-09-191-00965-192765,09,61
11-09-191-00965-192766,09,61
11-09-191-00965-192767,09,61
11-09-191-00965-192768,09,61
11-09-191-00965-192769,09,61
11-09-191-00965-192770,09,61
11-09-191-00965-192771,09,61
11-09-191-00965-192772,09,61
11-09-191-00965-192773,09,61
11-09-191-00965-192774,09,61
11-09-191-00965-192775,09,61
11-09-191-00965-192776,09,61
11-09-191-00965-192777,09,61
11-09-191-00965-192778,09,61
11-09-191-00965-192779,09,61
11-09-191-00965-192780,09,61
11-09-191-00965-192781,09,61
11-09-191-00965-192782,09,61
11-09-191-00965-192783,09,61
11-09-191-00965-192784,09,61
11-09-191-00965-192785,09,61
11-09-191-00965-192787,09,61
11-09-191-00965-192788,09,61
11-09-191-00965-192789,09,61
11-09-191-00965-192790,09,61
11-09-191-00965-192791,09,61
11-09-191-00965-192792,09,61
11-09-191-00965-192793,09,61
11-09-191-00965-192794,09,61
11-09-191-00965-192795,09,61
11-09-191-00965-192796,09,61
11-09-191-00965-192797,09,61
11-09-191-00965-192798,09,61
11-09-191-00965-192799,09,61
11-09-191-00965-192800,09,61
11-09-191-00965-192803,09,61
11-09-191-00965-192804,09,61
11-09-191-00965-192805,09,61
11-09-191-00965-192806,09,61
11-09-191-00965-192807,09,61
11-09-191-00965-192808,09,61
11-09-191-00965-192809,09,61
11-09-191-00965-192810,09,61
11-09-191-00965-192811,09,61
11-09-191-00965-192812,09,61
11-09-191-00965-192813,09,61
11-09-191-00965-192814,09,61
11-09-191-00965-192815,09,61
11-09-191-00965-192816,09,61
11-09-191-00965-192817,09,61
11-09-191-00965-192818,09,61
11-09-191-00965-192819,09,61
11-09-191-00965-192820,09,61
11-09-191-00965-192821,09,61
11-09-191-00965-192822,09,61
11-09-191-00965-192823,09,61
11-09-191-00965-192824,09,61
11-09-191-00965-192825,09,61
11-09-191-00965-192826,09,61
11-09-191-00965-192827,09,61
11-09-191-00965-192828,09,61
11-09-191-00965-192830,09,61
11-09-191-00965-192831,09,61
11-09-191-00965-192832,09,61
11-09-191-00965-192833,09,61
11-09-191-00965-192834,09,61
11-09-191-00965-192835,09,61
11-09-191-00965-192836,09,61
11-09-191-00965-192837,09,61
11-09-191-00965-192838,09,61
11-09-191-00965-192839,09,61
11-09-191-00965-192840,09,61
11-09-191-00965-192841,09,61
11-09-191-00965-192842,09,61
11-09-191-00965-192843,09,61
11-09-191-00965-192844,09,61
11-09-191-00965-192845,09,61
11-09-191-00965-192846,09,61
11-09-191-00965-192847,09,61
11-09-191-00965-192848,09,61
11-09-191-00965-192849,09,61
11-09-191-00965-192850,09,61
11-09-191-00965-192851,09,61
11-09-191-00965-192852,09,61
11-09-191-00965-192853,09,61
11-09-191-00965-192854,09,61
11-09-191-00965-192855,09,61
11-09-191-00965-192856,09,61
11-09-191-00965-192857,09,61
11-09-191-00965-192858,09,61
11-09-191-00965-192859,09,61
11-09-191-00965-192860,09,61
11-09-191-00965-192861,09,61
11-09-191-00965-192862,09,61
11-09-191-00965-192863,09,61
11-09-191-00965-192864,09,61
11-09-191-00965-192866,09,61
11-09-191-00965-192867,09,61
11-09-191-00965-192868,09,61
11-09-191-00965-192869,09,61
11-09-191-00965-192870,09,61
11-09-191-00965-192871,09,61
11-09-191-00965-192872,09,61
11-09-191-00965-192873,09,61
11-09-191-00965-192874,09,61
11-09-191-00965-192875,09,61
11-09-191-00965-192876,09,61
11-09-191-00965-192877,09,61
11-09-191-00965-192878,09,61
11-09-191-00965-192879,09,61
11-09-191-00965-192880,09,61
11-09-191-00965-192881,09,61
11-09-191-00965-192882,09,61
11-09-191-00965-192883,09,61
11-09-191-00965-192885,09,61
11-09-191-00965-192886,09,61
11-09-191-00965-192887,09,61
11-09-191-00965-192888,09,61
11-09-191-00965-192890,09,61
11-09-191-00965-192891,09,61
11-09-191-00965-192892,09,61
11-09-191-00965-192893,09,61
11-09-191-00965-192894,09,61
11-09-191-00965-192895,09,61
11-09-191-00965-192896,09,61
11-09-191-00965-192897,09,61
11-09-191-00965-192898,09,61
11-09-191-00965-192899,09,61
11-09-191-00965-192900,09,61
11-09-191-00965-192901,09,61
11-09-191-00965-192902,09,61
11-09-191-00965-192903,09,61
11-09-191-00965-192904,09,61
11-09-191-00965-192905,09,61
11-09-191-00965-192906,09,61
11-09-191-00965-192907,09,61
11-09-191-00965-192908,09,61
11-09-191-00965-192910,09,61
11-09-191-00965-192911,09,61
11-09-191-00965-192913,09,61
11-09-191-00965-192914,09,61
11-09-191-00965-192915,09,61
11-09-191-00965-192916,09,61
11-09-191-00965-192917,09,61
11-09-191-00965-192918,09,61
11-09-191-00965-192919,09,61
11-09-191-00965-192920,09,61
11-09-191-00965-192921,09,61
11-09-191-00965-192922,09,61
11-09-191-00965-192923,09,61
11-09-191-00965-192924,09,61
11-09-191-00965-192925,09,61
11-09-191-00965-192926,09,61
11-09-191-00965-192927,09,61
11-09-191-00965-192928,09,61
11-09-191-00965-192929,09,61
11-09-191-00965-192930,09,61
11-09-191-00965-192931,09,61
11-09-191-00965-192932,09,61
11-09-191-00965-192933,09,61
11-09-191-00965-192935,09,61
11-09-191-00965-192936,09,61
11-09-191-00965-192937,09,61
11-09-191-00965-192938,09,61
11-09-191-00965-192940,09,61
11-09-191-00965-192941,09,61
11-09-191-00965-192942,09,61
11-09-191-00965-192943,09,61
11-09-191-00965-192944,09,61
11-09-191-00965-192945,09,61
11-09-191-00965-192946,09,61
11-09-191-00965-192947,09,61
11-09-191-00965-192948,09,61
11-09-191-00965-192949,09,61
11-09-191-00965-192950,09,61
11-09-191-00965-192951,09,61
11-09-191-00965-192952,09,61
11-09-191-00965-192953,09,61
11-09-191-00965-192954,09,61
11-09-191-00965-192955,09,61
11-09-191-00965-192956,09,61
11-09-191-00965-192957,09,61
11-09-191-00965-192958,09,61
11-09-191-00965-192959,09,61
11-09-191-00965-192960,09,61
11-09-191-00965-192961,09,61
11-09-191-00965-192962,09,61
11-09-191-00965-192963,09,61
11-09-191-00965-192964,09,61
11-09-191-00965-192965,09,61
11-09-191-00965-192966,09,61
11-09-191-00965-192967,09,61
11-09-191-00965-192968,09,61
11-09-191-00965-192969,09,61
11-09-191-00965-192970,09,61
11-09-191-00965-192971,09,61
11-09-191-00965-192972,09,61
11-09-191-00965-192973,09,61
11-09-191-00965-192974,09,61
11-09-191-00965-192976,09,61
11-09-191-00965-192977,09,61
11-09-191-00965-192978,09,61
11-09-191-00965-192979,09,61
11-09-191-00965-192980,09,61
11-09-191-00965-192981,09,61
11-09-191-00965-192982,09,61
11-09-191-00965-192983,09,61
11-09-191-00965-192984,09,61
11-09-191-00965-192985,09,61
11-09-191-00965-192986,09,61
11-09-191-00965-192987,09,61
11-09-191-00965-192988,09,61
11-09-191-00965-192989,09,61
11-09-191-00965-192990,09,61
11-09-191-00965-192991,09,61
11-09-191-00965-192992,09,61
11-09-191-00965-192993,09,61
11-09-191-00965-192994,09,61
11-09-191-00965-192995,09,61
11-09-191-00965-192996,09,61
11-09-191-00965-192997,09,61
11-09-191-00965-192999,09,61
11-09-191-00965-193000,09,61
11-09-191-00965-193001,09,61
11-09-191-00965-193002,09,61
11-09-191-00965-193003,09,61
11-09-191-00965-193004,09,61
11-09-191-00965-193005,09,61
11-09-191-00965-193006,09,61
11-09-191-00965-193007,09,61
11-09-191-00965-193008,09,61
11-09-191-00965-193009,09,61
11-09-191-00965-193010,09,61
11-09-191-00965-193011,09,61
11-09-191-00965-193013,09,61
11-09-191-00965-193014,09,61
11-09-191-00965-193015,09,61
11-09-191-00965-193016,09,61
11-09-191-00965-193017,09,61
11-09-191-00965-193018,09,61
11-09-191-00965-193019,09,61
11-09-191-00965-193020,09,61
11-09-191-00965-193021,09,61
11-09-191-00965-193022,09,61
11-09-191-00965-193023,09,61
11-09-191-00965-193024,09,61
11-09-191-00965-193025,09,61
11-09-191-00965-193026,09,61
11-09-191-00965-193027,09,61
11-09-191-00965-193028,09,61
11-09-191-00965-193029,09,61
11-09-191-00965-193030,09,61
11-09-191-00965-193031,09,61
11-09-191-00965-193032,09,61
11-09-191-00965-193033,09,61
11-09-191-00965-193034,09,61
11-09-191-00965-193035,09,61
11-09-191-00965-193036,09,61
11-09-191-00965-193037,09,61
11-09-191-00965-193038,09,61
11-09-191-00965-193039,09,61
11-09-191-00965-193040,09,61
11-09-191-00965-193041,09,61
11-09-191-00965-193043,09,61
11-09-191-00965-193044,09,61
11-09-191-00965-193045,09,61
11-09-191-00965-193046,09,61
11-09-191-00965-193047,09,61
11-09-191-00965-193048,09,61
11-09-191-00965-193049,09,61
11-09-191-00965-193050,09,61
11-09-191-00965-193051,09,61
11-09-191-00965-193052,09,61
11-09-191-00965-193053,09,61
11-09-191-00965-193055,09,61
11-09-191-00965-193056,09,61
11-09-191-00965-193057,09,61
11-09-191-00965-193058,09,61
11-09-191-00965-193059,09,61
11-09-191-00965-193060,09,61
11-09-191-00965-193061,09,61
11-09-191-00965-193062,09,61
11-09-191-00965-193063,09,61
11-09-191-00965-193064,09,61
11-09-191-00965-193065,09,61
11-09-191-00965-193066,09,61
11-09-191-00965-193067,09,61
11-09-191-00965-193068,09,61
11-09-191-00965-193069,09,61
11-09-191-00965-193070,09,61
11-09-191-00965-193071,09,61
11-09-191-00965-193072,09,61
11-09-191-00965-193073,09,61
11-09-191-00965-193074,09,61
11-09-191-00965-193075,09,61
11-09-191-00965-193076,09,61
11-09-191-00965-193077,09,61
11-09-191-00965-193078,09,61
11-09-191-00965-193079,09,61
11-09-191-00965-193080,09,61
11-09-191-00965-193081,09,61
11-09-191-00965-193082,09,61
11-09-191-00965-193084,09,61
11-09-191-00965-193085,09,61
11-09-191-00965-193086,09,61
11-09-191-00965-193087,09,61
11-09-191-00965-193088,09,61
11-09-191-00965-193089,09,61
11-09-191-00965-193090,09,61
11-09-191-00965-193091,09,61
11-09-191-00965-193092,09,61
11-09-191-00965-193093,09,61
11-09-191-00965-193094,09,61
11-09-191-00965-193096,09,61
11-09-191-00965-193097,09,61
11-09-191-00965-193098,09,61
11-09-191-00965-193099,09,61
11-09-191-00965-193100,09,61
11-09-191-00965-193101,09,61
11-09-191-00965-193102,09,61
11-09-191-00965-193103,09,61
11-09-191-00965-193104,09,61
11-09-191-00965-193105,09,61
11-09-191-00965-193106,09,61
11-09-191-00965-193107,09,61
11-09-191-00965-193108,09,61
11-09-191-00965-193110,09,61
11-09-191-00965-193111,09,61
11-09-191-00965-193112,09,61
11-09-191-00965-193113,09,61
11-09-191-00965-193114,09,61
11-09-191-00965-193115,09,61
11-09-191-00965-193116,09,61
11-09-191-00965-193117,09,61
11-09-191-00965-193118,09,61
11-09-191-00965-193119,09,61
11-09-191-00965-193120,09,61
11-09-191-00965-193122,09,61
11-09-191-00965-193123,09,61
11-09-191-00965-193124,09,61
11-09-191-00965-193125,09,61
11-09-191-00965-193127,09,61
11-09-191-00965-193128,09,61
11-09-191-00965-193129,09,61
11-09-191-00965-193130,09,61
11-09-191-00965-193131,09,61
11-09-191-00965-193132,09,61
11-09-191-00965-193133,09,61
11-09-191-00965-193134,09,61
11-09-191-00965-193135,09,61
11-09-191-00965-193137,09,61
11-09-191-00965-193138,09,61
11-09-191-00965-193139,09,61
11-09-191-00965-193140,09,61
11-09-191-00965-193141,09,61
11-09-191-00965-193142,09,61
11-09-191-00965-193143,09,61
11-09-191-00965-193144,09,61
11-09-191-00965-193147,09,61
11-09-191-00965-193148,09,61
11-09-191-00965-193149,09,61
11-09-191-00965-193150,09,61
11-09-191-00965-193151,09,61
11-09-191-00965-193155,09,61
11-09-191-00965-193156,09,61
11-09-191-00965-193158,09,61
11-09-191-00965-193159,09,61
11-09-191-00965-193160,09,61
11-09-191-00965-193161,09,61
11-09-191-00965-193162,09,61
11-09-191-00965-193163,09,61
11-09-191-00965-193164,09,61
11-09-191-00965-193165,09,61
11-09-191-00965-193166,09,61
11-09-191-00965-193167,09,61
11-09-191-00965-193168,09,61
11-09-191-00965-193169,09,61
11-09-191-00965-193170,09,61
11-09-191-00965-193172,09,61
11-09-191-00965-193173,09,61
11-09-191-00965-193174,09,61
11-09-191-00965-193176,09,61
11-09-191-00965-193178,09,61
11-09-191-00965-193179,09,61
11-09-191-00965-193180,09,61
11-09-191-00965-193181,09,61
11-09-191-00965-193182,09,61
11-09-191-00965-193183,09,61
11-09-191-00965-193185,09,61
