shrid2,pc91_state_id,pc91_district_id,pc91_town_id,pc91_land_area,pc91_pca_tot_p
11-28-538-04583-575744,02,14,106000,7.61,18977.0
11-28-538-04595-802924,02,14,109000,36.31,38862.0
11-28-538-04603-802925,02,14,103000,3.94,40742.0
11-28-538-04609-576363,02,14,104000,18.38,15974.0
11-28-538-04612-576440,02,14,100000,0.56,11844.0
11-28-539-04616-576531,02,23,107000,12.74,11051.0
11-28-539-04628-802926,02,23,100000,9.63,40744.0
11-28-539-04638-802927,02,23,105000,23.65,60630.0
11-28-539-04646-802928,02,23,104000,14.14,84910.0
11-28-539-04653-577259,02,23,101000,26.26,21089.0
11-28-539-04659-577407,02,23,106000,4.15,20290.0
11-28-539-04664-802929,02,23,103000,21.91,65879.0
11-28-539-04668-577573,02,23,102000,41.44,33860.0
11-28-540-04695-802930,02,21,300101,57.49,461123.0
11-28-540-04699-802931,02,21,101000,6.0,34305.0
11-28-540-04718-578603,02,21,102000,17.61,28904.0
11-28-540-04722-578679,02,21,100000,10.36,15656.0
11-28-541-04727-802932,02,22,102000,28.91,30076.0
11-28-541-04730-579086,02,22,100000,4.0,35830.0
11-28-541-04732-579212,02,22,103000,0.39,3889.0
11-28-541-04737-802933,02,22,104000,101.7,53102.0
11-28-541-04738-579389,02,22,310200,8.94,15186.0
11-28-541-04738-802934,02,22,310101,25.9,86951.0
11-28-541-04740-802935,02,22,106000,6.04,38675.0
11-28-541-04757-802937,02,22,300101,25.52,149077.0
11-28-541-04766-579872,02,22,101000,2.5,15323.0
11-28-542-04775-802938,02,01,105000,6.03,15581.0
11-28-542-04776-580328,02,01,102000,6.17,8508.0
11-28-542-04778-802939,02,01,101000,25.28,29654.0
11-28-542-04780-580521,02,01,108000,11.1,15785.0
11-28-542-04784-580777,02,01,104000,10.9,24748.0
11-28-542-04789-581009,02,01,110000,9.11,20792.0
11-28-542-04796-802940,02,01,107000,4.57,14285.0
11-28-542-04798-802941,02,01,100000,19.65,34395.0
11-28-542-04799-581460,02,01,103000,5.18,20131.0
11-28-542-04802-802942,02,01,109000,14.12,88883.0
11-28-543-04812-802943,02,02,104000,11.24,43497.0
11-28-543-04816-802944,02,02,100000,25.6,43249.0
11-28-543-04817-802945,02,02,105000,19.55,43435.0
11-28-543-04826-582798,02,02,102000,7.72,19235.0
11-28-543-04827-582830,02,02,101000,7.77,19011.0
11-28-543-04836-583130,02,02,300300,4.61,4177.0
11-28-543-04836-802946,02,02,300101,20.73,161331.0
11-28-543-04837-583164,02,02,103000,15.54,18051.0
11-28-544-04850-585551,02,03,107000,3.32,5178.0
11-28-544-04854-585801,02,03,104000,6.09,29096.0
11-28-544-04857-585878,02,03,103000,19.52,12004.0
11-28-544-04862-802947,02,03,106000,6.54,9784.0
11-28-544-04865-802948,02,03,101000,18.18,42061.0
11-28-544-04867-802947,02,03,300100,78.33,752037.0
11-28-544-04871-802949,02,03,100000,23.28,84356.0
11-28-544-04872-586233,02,03,102000,16.88,24429.0
11-28-544-04881-586474,02,03,105000,2.59,21241.0
11-28-545-04890-802950,02,04,110000,7.02,43904.0
11-28-545-04895-587205,02,04,107000,4.99,7847.0
11-28-545-04903-802951,02,04,104000,42.31,42806.0
11-28-545-04906-802952,02,04,300101,52.09,355934.0
11-28-545-04907-587400,02,04,300300,7.25,35353.0
11-28-545-04910-802953,02,04,109000,14.88,48760.0
11-28-545-04911-802954,02,04,105000,19.57,44061.0
11-28-545-04913-587502,02,04,310200,10.0,16063.0
11-28-545-04913-587503,02,04,310300,9.2,13428.0
11-28-545-04914-802955,02,04,310101,39.28,298050.0
11-28-545-04924-802957,02,04,106000,14.07,36788.0
11-28-545-04935-587808,02,04,102000,9.52,16147.0
11-28-545-04937-587831,02,04,108000,4.51,11965.0
11-28-545-04941-587890,02,04,101000,4.97,11106.0
11-28-545-04941-802958,02,04,100000,7.2,46029.0
11-28-546-04958-802959,02,05,101000,8.24,36061.0
11-28-546-04960-802960,02,05,103000,10.36,41101.0
11-28-546-04961-802961,02,05,106000,20.71,88878.0
11-28-546-04966-802962,02,05,300000,14.55,212866.0
11-28-546-04972-802963,02,05,107000,15.55,62913.0
11-28-546-04975-588598,02,05,100000,22.68,29421.0
11-28-546-04980-588681,02,05,105000,4.61,22668.0
11-28-546-04984-802964,02,05,310000,26.14,121314.0
11-28-546-04987-802965,02,05,102000,11.32,56362.0
11-28-546-04988-802966,02,05,104000,4.69,56969.0
11-28-546-04989-588807,02,03,108000,10.36,23316.0
11-28-547-04991-802967,02,06,104000,23.5,36122.0
11-28-547-04993-588883,02,06,108000,25.9,30174.0
11-28-547-05003-802968,02,06,109000,8.0,42685.0
11-28-547-05004-589079,02,06,101000,5.04,10797.0
11-28-547-05009-589205,02,06,107000,14.99,21731.0
11-28-547-05010-802969,02,06,500101,59.69,708316.0
11-28-547-05012-589245,02,06,103000,12.3,16351.0
11-28-547-05016-589334,02,06,105000,10.96,17491.0
11-28-547-05021-802970,02,06,300000,12.67,101656.0
11-28-547-05023-589503,02,06,106000,3.37,12003.0
11-28-547-05024-589508,02,06,500201,13.89,23597.0
11-28-547-05027-589560,02,06,112000,16.84,30962.0
11-28-547-05030-802971,02,06,110000,20.72,27497.0
11-28-547-05034-802972,02,06,310000,26.67,159110.0
11-28-547-05035-589750,02,06,102000,4.66,14187.0
11-28-547-05037-589773,02,06,100000,13.39,21701.0
11-28-548-05040-589798,02,07,109000,5.16,8316.0
11-28-548-05040-802973,02,07,103000,10.36,43987.0
11-28-548-05055-802976,02,07,510200,11.19,59152.0
11-28-548-05067-802979,02,07,104000,7.65,88726.0
11-28-548-05070-802980,02,07,102000,10.36,79142.0
11-28-548-05072-590222,02,07,105000,13.36,14603.0
11-28-548-05074-802981,02,07,300000,30.01,471051.0
11-28-548-05078-802982,02,07,310000,15.11,143726.0
11-28-548-05084-802983,02,07,106000,26.14,54363.0
11-28-548-05089-590426,02,07,101000,25.15,15164.0
11-28-548-05093-802984,02,07,100000,17.97,62536.0
11-28-548-05096-802985,02,07,107000,10.97,36943.0
11-28-549-05112-590769,02,08,100000,29.9,24048.0
11-28-549-05115-802986,02,08,105000,28.77,45563.0
11-28-549-05117-590896,02,08,101000,11.66,12815.0
11-28-549-05123-802987,02,08,310101,36.96,108467.0
11-28-549-05124-591023,02,08,310200,11.14,34311.0
11-28-549-05133-591202,02,08,102000,31.57,23707.0
11-28-549-05136-591289,02,08,104000,33.2,21098.0
11-28-549-05139-802988,02,08,300100,8.24,100836.0
11-28-549-05139-802988,02,08,300200,11.53,27812.0
11-28-549-05148-802989,02,08,103000,71.86,41336.0
11-28-549-05149-591553,02,08,106000,10.61,13909.0
11-28-550-05158-802990,02,09,101000,22.95,65910.0
11-28-550-05177-802991,02,09,300000,48.39,316606.0
11-28-550-05178-592113,02,09,102000,6.28,27191.0
11-28-550-05184-802992,02,09,100000,9.42,55984.0
11-28-550-05187-802993,02,09,107000,8.16,27637.0
11-28-550-05197-592764,02,09,105000,100.12,8759.0
11-28-550-05197-592766,02,09,106000,18.1,32066.0
11-28-551-05200-592856,02,11,106000,11.21,6807.0
11-28-551-05200-592857,02,11,202000,12.69,7880.0
11-28-551-05214-802995,02,11,310000,7.12,133914.0
11-28-551-05215-593157,02,11,201000,4.64,5785.0
11-28-551-05215-802996,02,11,200001,24.82,32468.0
11-28-551-05219-802997,02,11,103000,6.29,28317.0
11-28-551-05224-593294,02,11,101000,17.5,12364.0
11-28-551-05239-802999,02,11,105000,39.78,51931.0
11-28-551-05243-593597,02,11,102000,5.82,9781.0
11-28-551-05246-803000,02,11,104000,20.6,26181.0
11-28-552-05254-803001,02,13,107000,14.5,65089.0
11-28-552-05259-803002,02,13,300200,31.31,38560.0
11-28-552-05259-803002,02,13,300100,15.01,236800.0
11-28-552-05260-593932,02,13,105000,23.08,32214.0
11-28-552-05264-593976,02,13,106000,5.96,20891.0
11-28-552-05265-593982,02,13,100000,2.59,29599.0
11-28-552-05271-803003,02,13,310000,30.12,136182.0
11-28-552-05279-594245,02,13,102000,25.73,21490.0
11-28-552-05284-803004,02,13,320000,15.42,119813.0
11-28-552-05288-594393,02,13,101000,22.43,21334.0
11-28-552-05289-803005,02,13,104000,2.59,33434.0
11-28-553-05305-803006,02,12,106000,49.73,40845.0
11-28-553-05309-803007,02,12,310000,51.93,107592.0
11-28-553-05310-594760,02,12,101000,34.84,37814.0
11-28-553-05313-803008,02,12,107000,7.45,71068.0
11-28-553-05317-594902,02,12,108000,30.28,27679.0
11-28-553-05321-594956,02,12,103000,11.65,23106.0
11-28-553-05330-803009,02,12,300000,16.35,174924.0
11-28-553-05336-803010,02,12,100000,40.45,78961.0
11-28-553-05343-803011,02,12,102000,25.88,63378.0
11-28-553-05356-595435,02,12,104000,65.55,17030.0
11-28-553-05357-595448,02,12,105000,0.1,1005.0
11-28-553-05364-803012,02,12,320000,38.16,104651.0
11-28-554-05376-595773,02,10,107000,4.6,19004.0
11-28-554-05378-803013,02,10,108000,24.5,61578.0
11-28-554-05383-596010,02,10,109000,32.21,17080.0
11-28-554-05383-596011,02,10,300200,3.47,14535.0
11-28-554-05383-803014,02,10,300100,16.07,174369.0
11-28-554-05392-803015,02,10,101000,7.74,73820.0
11-28-554-05396-596197,02,10,103000,27.1,20790.0
11-28-554-05406-803016,02,10,102000,5.96,20485.0
11-28-554-05407-803017,02,10,106000,8.55,25158.0
11-28-554-05415-803018,02,10,105000,12.0,33882.0
11-28-554-05421-803019,02,10,310000,33.47,133462.0
11-28-554-05422-803020,02,10,104000,26.24,35531.0
11-28-554-05427-596973,02,10,100000,3.1,16138.0
11-29-555-05433-803021,11,03,113000,5.24,51624.0
11-29-555-05433-803022,11,03,116000,9.19,15614.0
11-29-555-05433-803023,11,03,102000,6.85,27279.0
11-29-555-05434-803024,11,03,100000,4.31,32041.0
11-29-555-05435-803025,11,03,110000,3.14,21197.0
11-29-555-05435-803026,11,03,115000,3.95,12408.0
11-29-555-05436-803027,11,03,112000,8.85,26575.0
11-29-555-05436-803028,11,03,109000,22.79,14937.0
11-29-555-05436-803029,11,03,105000,3.92,11121.0
11-29-555-05436-803030,11,03,104000,7.22,52080.0
11-29-555-05437-803031,11,03,117000,6.36,27244.0
11-29-555-05437-803032,11,03,107000,2.97,17398.0
11-29-555-05438-597780,11,03,106000,6.26,4361.0
11-29-555-05438-597793,11,03,300300,5.8,9282.0
11-29-555-05438-803033,11,03,300101,141.95,369177.0
11-29-555-05438-803034,11,03,300200,7.2,23953.0
11-29-555-05439-598022,11,03,111000,5.1,6589.0
11-29-555-05439-803035,11,03,108000,3.54,14728.0
11-29-555-05440-803036,11,03,101000,10.82,33916.0
11-29-555-05441-803037,11,03,118000,13.57,33138.0
11-29-555-05442-803038,11,03,114000,3.57,29651.0
11-29-556-05443-803040,11,06,116000,1.06,17334.0
11-29-556-05443-803041,11,06,108000,4.56,48143.0
11-29-556-05443-803042,11,06,113000,3.62,60609.0
11-29-556-05445-803044,11,06,112000,3.83,31095.0
11-29-556-05446-803045,11,06,109000,2.7,15199.0
11-29-556-05446-803046,11,06,101000,3.32,19982.0
11-29-556-05446-803047,11,06,104000,1.59,33895.0
11-29-556-05447-803048,11,06,102000,33.59,76903.0
11-29-556-05448-598975,11,04,300200,22.53,20645.0
11-29-556-05448-803049,11,06,105000,2.36,15391.0
11-29-556-05448-803050,11,06,106000,2.72,40101.0
11-29-556-99999-803039,11,06,110000,4.96,26067.0
11-29-557-05449-803051,11,06,300101,75.36,193131.0
11-29-557-05450-803052,11,06,107000,27.14,25121.0
11-29-557-05451-803053,11,06,114000,1.46,16183.0
11-29-557-05452-803054,11,06,103000,126.51,23022.0
11-29-557-05453-803055,11,06,111000,6.84,20094.0
11-29-557-05453-803056,11,06,115000,2.79,21882.0
11-29-558-05454-803057,11,05,100000,14.2,42748.0
11-29-558-05455-803058,11,05,101000,9.28,26876.0
11-29-558-05457-803060,11,05,300101,47.05,132408.0
11-29-558-05458-803061,11,05,103000,1.42,25581.0
11-29-558-05458-803062,11,05,102000,5.35,18090.0
11-29-559-05459-600535,11,17,101000,0.76,10552.0
11-29-559-05459-803063,11,17,107000,7.54,14650.0
11-29-559-05459-803064,11,17,105000,7.37,21329.0
11-29-559-05459-803065,11,17,102000,6.29,14968.0
11-29-559-05460-803066,11,17,100000,0.84,14959.0
11-29-559-05461-600884,11,17,109000,12.73,12561.0
11-29-559-05461-803067,11,17,300101,75.24,170577.0
11-29-559-05462-803068,11,17,106000,2.45,28080.0
11-29-559-05463-803069,11,17,110000,30.99,44375.0
11-29-560-05465-803071,11,17,104000,11.34,14652.0
11-29-560-05466-803072,11,17,111001,29.99,81156.0
11-29-560-05467-601860,11,17,108000,4.4,7661.0
11-29-560-05467-803073,11,17,103000,10.73,44602.0
11-29-561-05468-803074,11,10,111000,5.28,29944.0
11-29-561-05469-803075,11,10,114000,68.65,19116.0
11-29-561-05469-803076,11,10,103000,18.82,24184.0
11-29-561-05469-803077,11,10,110000,85.72,14592.0
11-29-561-05470-803078,11,10,310000,34.75,134051.0
11-29-561-05470-803079,11,10,108000,77.2,15760.0
11-29-561-05471-803080,11,10,117000,2.81,14984.0
11-29-561-05471-803081,11,10,107000,5.36,28784.0
11-29-561-05472-803082,11,10,109000,42.05,16542.0
11-29-562-05473-803084,11,10,100000,8.47,14485.0
11-29-562-05474-803085,11,10,112000,2.63,19438.0
11-29-562-05474-803086,11,10,101000,111.54,25239.0
11-29-562-05477-803088,11,10,106000,4.1,14709.0
11-29-562-99999-803083,11,10,300000,190.94,648298.0
11-29-563-05478-602605,11,20,108000,0.2,2563.0
11-29-563-05478-803090,11,20,109000,14.35,51022.0
11-29-563-05478-803090,11,20,103000,7.86,7281.0
11-29-563-05480-602879,11,20,100000,0.78,6064.0
11-29-563-05480-803091,11,20,106000,5.49,18005.0
11-29-563-05481-602940,11,20,111000,0.65,798.0
11-29-563-05481-803092,11,20,112000,64.6,14456.0
11-29-563-05483-803094,11,20,113001,25.67,50895.0
11-29-563-05484-803095,11,20,101000,7.42,13509.0
11-29-563-05485-803096,11,20,110000,15.34,26181.0
11-29-563-05487-803098,11,20,107000,8.86,16192.0
11-29-563-05488-803099,11,20,102000,5.23,31478.0
11-29-563-99999-803089,11,20,104000,8.52,52701.0
11-29-564-05489-803100,11,10,116000,31.39,19809.0
11-29-564-05490-803102,11,10,115000,5.49,29739.0
11-29-564-05491-803103,11,10,104000,24.36,20906.0
11-29-564-05492-803104,11,10,105000,10.54,45295.0
11-29-564-05493-803105,11,10,102000,2.81,20574.0
11-29-564-05495-803107,11,10,113000,5.55,67442.0
11-29-565-05496-803108,11,04,102000,19.83,18713.0
11-29-565-05498-803109,11,04,300101,28.39,114154.0
11-29-565-05498-803110,11,04,104000,88.77,20451.0
11-29-565-05498-803111,11,04,105000,23.66,31788.0
11-29-565-05499-803112,11,04,107000,30.06,31364.0
11-29-565-05499-803113,11,04,108000,43.25,18792.0
11-29-565-05500-803114,11,04,310000,65.9,245391.0
11-29-565-05501-605010,11,04,100000,5.84,3403.0
11-29-565-05501-605045,11,04,101000,1.28,6379.0
11-29-565-05502-803117,11,04,106000,35.26,19174.0
11-29-566-05503-803118,11,08,107000,1.68,8679.0
11-29-566-05504-803119,11,08,100000,6.98,38369.0
11-29-566-05505-803120,11,08,300101,16.47,103435.0
11-29-566-05506-803121,11,08,103000,0.66,12221.0
11-29-566-05507-803122,11,08,104000,5.26,17257.0
11-29-566-05508-803123,11,08,102000,9.37,37509.0
11-29-567-05509-803124,11,08,101000,7.78,66647.0
11-29-567-05510-803125,11,04,103000,40.93,34146.0
11-29-567-05511-803126,11,08,105000,0.94,12099.0
11-29-567-05512-606677,11,08,106000,0.21,5229.0
11-29-567-05512-803127,11,08,310101,48.46,287233.0
11-29-567-05513-606736,11,18,107000,1.93,8387.0
11-29-567-05513-803128,11,18,102000,0.68,12632.0
11-29-567-05514-803129,11,18,101000,1.16,14135.0
11-29-568-05515-803130,11,18,104000,44.33,13272.0
11-29-568-05515-803131,11,18,108000,10.19,42220.0
11-29-568-05516-803132,11,18,111000,1.89,8290.0
11-29-568-05517-803133,11,18,110000,1.8,12127.0
11-29-568-05517-803134,11,18,109000,17.89,26852.0
11-29-568-05518-803135,11,18,103000,3.5,4608.0
11-29-568-05518-803135,11,18,100000,0.47,1280.0
11-29-568-05518-803135,11,18,106000,0.34,1814.0
11-29-568-05519-803136,11,18,112000,5.91,13092.0
11-29-568-05520-608312,11,18,105000,0.77,5248.0
11-29-568-05520-803137,11,18,310101,32.19,193028.0
11-29-568-05521-803138,11,18,300101,12.97,67019.0
11-29-568-05521-803138,11,18,300201,21.69,82238.0
11-29-569-05522-608679,11,09,100000,96.99,16488.0
11-29-569-05522-608689,11,09,102000,4.07,12332.0
11-29-569-05522-608721,11,09,103000,0.23,2117.0
11-29-569-05522-803139,11,09,106000,14.01,28477.0
11-29-569-05523-608786,11,09,113000,6.52,8160.0
11-29-569-05523-608850,11,09,310200,5.27,10446.0
11-29-569-05523-608856,11,09,107000,4.83,5776.0
11-29-569-05523-803140,11,09,112000,14.69,14020.0
11-29-569-05523-803141,11,09,310300,9.22,19063.0
11-29-569-05523-803141,11,09,310101,51.15,78094.0
11-29-569-05524-803142,11,09,104000,23.06,24108.0
11-29-570-05525-803143,11,07,108000,0.46,4146.0
11-29-570-05526-803144,11,07,104000,1.99,5022.0
11-29-570-05527-803145,11,07,107000,1.72,6524.0
11-29-570-05528-609292,11,07,100000,1.0,8758.0
11-29-570-05528-803146,11,07,109000,2.28,25364.0
11-29-570-05529-803147,11,07,101000,1.91,20095.0
11-29-570-05529-803148,11,07,103000,10.34,25391.0
11-29-570-05530-803149,11,07,102000,9.32,60816.0
11-29-570-05531-803150,11,07,106000,0.92,7953.0
11-29-570-05531-803151,11,07,105000,45.43,7792.0
11-29-571-05532-803152,11,19,101000,3.0,17663.0
11-29-571-05533-803153,11,19,107000,5.92,33393.0
11-29-571-05534-610527,11,19,110000,0.95,9486.0
11-29-571-05534-803154,11,19,106000,6.57,19306.0
11-29-571-05535-803155,11,19,105000,4.38,21828.0
11-29-571-05536-803156,11,19,103000,1.2,11531.0
11-29-571-05537-803157,11,19,300101,36.71,179877.0
11-29-571-05538-803158,11,19,102000,4.38,13814.0
11-29-571-05539-803159,11,19,108000,3.52,36053.0
11-29-571-05540-612434,11,19,100000,1.25,4871.0
11-29-571-05540-803160,11,19,109000,3.77,11109.0
11-29-571-05541-803161,11,19,104000,2.86,23232.0
11-29-572-05542-612862,11,01,302400,0.8468868,17501.0
11-29-572-05542-612952,11,01,300801,8.06,43714.0
11-29-572-05544-613084,11,01,300201,6.0038776,14905.0
11-29-572-05544-613095,11,01,300500,3.07,5910.0
11-29-572-05545-613354,11,01,101000,4.5,7001.0
11-29-572-05545-803163,11,01,100000,2.93,24938.0
11-29-572-99999-803162,11,01,300101,159.1,3302296.0
11-29-573-05546-803164,11,15,102000,4.26,17999.0
11-29-573-05547-613710,11,15,101000,2.69,6187.0
11-29-573-05547-803165,11,15,107000,2.52,14096.0
11-29-573-05548-614053,11,15,106000,4.28,3254.0
11-29-573-05548-803166,11,15,108000,4.34,15998.0
11-29-573-05549-803167,11,15,109000,11.62,21905.0
11-29-573-05550-803168,11,15,300000,16.84,120265.0
11-29-573-05551-803169,11,15,104000,5.7,22115.0
11-29-573-05552-614807,11,15,100000,0.57,7282.0
11-29-573-05552-803170,11,15,105000,2.0,29822.0
11-29-574-05553-803171,11,12,108000,4.17,18872.0
11-29-574-05554-803172,11,12,103000,4.02,16827.0
11-29-574-05555-615541,11,12,102000,5.44,6350.0
11-29-574-05555-803173,11,12,201000,11.75,15523.0
11-29-574-05556-616108,11,12,105000,3.87,5024.0
11-29-574-05556-803174,11,12,300101,26.67,108706.0
11-29-574-05557-803175,11,12,100000,1.43,4961.0
11-29-574-05558-616723,11,12,107000,2.92,7752.0
11-29-574-05558-803176,11,12,101000,4.11,13457.0
11-29-574-05559-803177,11,12,106000,7.8,23567.0
11-29-574-05560-617422,11,12,109000,2.25,4121.0
11-29-574-05560-803178,11,12,104000,2.58,23435.0
11-29-575-05561-617517,11,09,300300,8.35,15302.0
11-29-575-05561-617518,11,09,300500,10.15,9719.0
11-29-575-05561-803179,11,09,109000,10.1,14100.0
11-29-575-05561-803180,11,09,108000,18.64,15868.0
11-29-575-05561-803181,11,09,300901,26.15,55925.0
11-29-575-05561-803181,11,09,300801,16.22,8944.0
11-29-575-05561-803181,11,09,300400,3.31,9744.0
11-29-575-05561-803181,11,09,300101,75.3,281161.0
11-29-575-05561-803182,11,09,300200,7.8,31181.0
11-29-575-05562-617598,11,09,110000,6.84,10241.0
11-29-575-05562-803183,11,09,101000,28.14,34313.0
11-29-575-05564-803185,11,09,105000,7.29,6779.0
11-29-575-05564-803185,11,09,310400,7.37,10071.0
11-29-576-05566-803187,11,13,103000,14.48,28750.0
11-29-576-05567-617901,11,13,107000,0.16,2840.0
11-29-576-05567-803188,11,13,101000,0.43,2179.0
11-29-576-05567-803188,11,13,105000,0.72,3596.0
11-29-576-05567-803188,11,13,106000,1.33,7094.0
11-29-576-05567-803189,11,13,102000,3.26,9472.0
11-29-576-05568-618089,11,13,100000,3.26,5910.0
11-29-576-05568-803190,11,13,108000,2.83,13137.0
11-29-576-05568-803190,11,13,104000,2.33,4963.0
11-29-577-05569-803191,11,16,110000,5.99,12008.0
11-29-577-05570-803192,11,16,104000,7.36,34753.0
11-29-577-05571-803193,11,16,107000,8.6,26084.0
11-29-577-05572-618713,11,16,300301,5.82,29871.0
11-29-577-05572-803194,11,16,300201,5.59,13235.0
11-29-577-05572-803194,11,16,300101,102.68,606755.0
11-29-577-05573-618989,11,16,111000,0.78,8911.0
11-29-577-05573-803195,11,16,103000,1.22,8357.0
11-29-577-05573-803195,11,16,105000,2.3,2843.0
11-29-577-05574-803197,11,16,109000,9.69,42598.0
11-29-577-05575-803198,11,16,100000,1.52,17820.0
11-29-577-05575-803199,11,16,112000,1.0,9900.0
11-29-578-05576-803200,11,16,102000,3.05,23934.0
11-29-578-05577-803201,11,16,101000,10.31,44478.0
11-29-578-05578-803202,11,16,113000,0.34,7678.0
11-29-578-05579-619887,11,16,108000,9.04,5194.0
11-29-578-05579-803203,11,16,106000,24.47,42391.0
11-29-579-05580-803205,11,11,101000,10.83,26564.0
11-29-579-05582-803207,11,11,300101,43.16,310920.0
11-29-579-05583-803208,11,11,103000,2.07,10584.0
11-29-579-05584-620493,11,11,100000,2.24,1783.0
11-29-579-05584-620588,11,11,108000,11.91,8213.0
11-29-579-05584-803209,11,11,110000,24.43,23270.0
11-29-579-05585-803210,11,11,104000,2.93,19767.0
11-29-579-05585-803211,11,11,201000,7.85,8424.0
11-29-579-05585-803212,11,11,200001,8.12,44142.0
11-29-579-05585-803213,11,11,210001,13.7,25050.0
11-29-580-05587-620945,11,11,106000,0.36,2598.0
11-29-580-05587-620991,11,11,109000,3.1,4075.0
11-29-580-05587-803215,11,11,107000,0.4,1562.0
11-29-580-05587-803215,11,11,112000,5.8,30589.0
11-29-580-05588-803216,11,11,102000,24.0,7049.0
11-29-580-05588-803217,11,11,111000,3.73,24740.0
11-29-580-05589-803218,11,11,105000,2.34,13674.0
11-29-580-05589-803219,11,11,113000,14.95,43666.0
11-29-581-05590-803220,11,14,111000,1.84,16550.0
11-29-581-05591-803221,11,14,106000,7.91,83287.0
11-29-581-05592-803222,11,14,107000,3.11,21037.0
11-29-581-05593-803223,11,14,101000,4.94,29122.0
11-29-581-05593-803223,11,14,300301,15.64,16031.0
11-29-581-05593-803224,11,14,300100,6.65,68230.0
11-29-581-05594-803225,11,14,109000,3.78,35519.0
11-29-582-05595-623223,11,14,108000,6.64,6454.0
11-29-582-05595-803226,11,14,104000,7.8,25577.0
11-29-582-05596-803227,11,14,102000,8.5,47221.0
11-29-582-05597-803228,11,14,105000,0.64,7563.0
11-29-582-05598-803229,11,14,100000,2.31,12336.0
11-29-582-05599-803230,11,14,110000,2.03,25177.0
11-29-582-05600-803231,11,14,103000,5.61,50394.0
11-29-583-05601-624776,11,01,301000,1.4104806,10261.0
11-29-583-05601-803232,11,02,106000,2.85,17567.0
11-29-583-05602-803233,11,02,102000,13.06,54609.0
11-29-583-05603-625334,11,01,302201,10.879239,37961.0
11-29-583-05603-803234,11,02,108000,14.55,24159.0
11-29-583-05603-803235,11,02,101000,2.7,18253.0
11-29-583-05604-625666,11,01,301801,3.584128,43360.0
11-29-583-05604-803236,11,02,103000,3.12,25533.0
11-29-584-05605-803237,11,02,105000,2.7,19646.0
11-29-584-05606-803238,11,02,107000,4.96,50437.0
11-29-584-05607-626235,11,01,302601,9.510781,22154.0
11-29-584-05607-803239,11,02,100000,8.42,55209.0
11-29-584-05608-803240,11,02,104000,3.71,37873.0
11-30-585-05609-803241,06,01,109000,2.52,4578.0
11-30-585-05610-626690,06,01,112000,12.22,9770.0
11-30-585-05610-626693,06,01,104000,4.03,4795.0
11-30-585-05610-626695,06,01,102000,11.72,11925.0
11-30-585-05610-626697,06,01,103000,6.96,7108.0
11-30-585-05610-626699,06,01,111000,7.61,7504.0
11-30-585-05610-626701,06,01,108000,5.42,11546.0
11-30-585-05610-803242,06,01,106000,11.32,31667.0
11-30-585-05611-626727,06,01,105000,8.27,4555.0
11-30-585-05611-626730,06,01,202000,3.28,8023.0
11-30-585-05611-626732,06,01,201000,9.82,9390.0
11-30-585-05611-626733,06,01,100000,7.64,4955.0
11-30-585-05611-803243,06,01,200001,35.99,53823.0
11-30-585-05612-626764,06,01,107000,13.54,6457.0
11-30-585-05612-803244,06,01,101000,14.53,13743.0
11-30-585-05613-803246,06,01,113000,11.72,6825.0
11-30-585-05614-803247,06,01,110000,5.22,14661.0
11-30-586-05615-626885,06,02,211000,12.18,7062.0
11-30-586-05615-626887,06,02,103000,8.33,6298.0
11-30-586-05615-803248,06,02,210001,27.37,83367.0
11-30-586-05616-626925,06,02,107000,14.98,7845.0
11-30-586-05616-626930,06,02,201000,5.25,7819.0
11-30-586-05616-626931,06,02,100000,10.18,9898.0
11-30-586-05616-626933,06,02,102000,9.23,6173.0
11-30-586-05616-803249,06,02,200001,16.79,64581.0
11-30-586-05616-803250,06,02,104000,28.69,14979.0
11-30-586-05617-803251,06,02,106000,14.14,10992.0
11-30-586-05617-803252,06,02,105000,22.55,18489.0
11-30-586-05618-803253,06,02,108000,4.92,6198.0
11-30-586-05619-803254,06,02,101000,18.69,10447.0
11-31-587-05620-627030,32,01,103000,2.59,6447.0
11-31-587-05625-627038,32,01,101000,3.63,8677.0
11-31-587-05626-627044,32,01,102000,2.71,5670.0
11-31-587-05629-627056,32,01,100000,4.37,8320.0
11-32-588-05630-627122,12,01,100000,3.96,7886.0
11-32-588-05630-803255,12,01,101000,16.68,50126.0
11-32-588-05631-803256,12,01,300300,14.14,22661.0
11-32-588-05631-803256,12,01,300100,39.54,57165.0
11-32-588-05631-803256,12,01,300200,12.09,13884.0
11-32-588-05631-803256,12,01,300400,18.37,24504.0
11-32-589-05632-803257,12,02,100000,54.63,64032.0
11-32-589-05632-803258,12,02,101000,43.08,60226.0
11-32-589-05633-627221,12,02,102000,32.18,23099.0
11-32-589-05633-627225,12,02,103000,15.37,16246.0
11-32-589-05633-627226,12,02,104000,14.38,18158.0
11-32-589-05633-627228,12,02,106000,15.24,30754.0
11-32-589-05633-627229,12,02,105000,15.73,25005.0
11-32-589-05633-627230,12,02,300300,8.64,19277.0
11-32-589-05633-627231,12,02,300400,7.4,23077.0
11-32-589-05633-627232,12,02,300500,2.04,8920.0
11-32-589-05633-627233,12,02,300600,13.56,39838.0
11-32-589-05633-627234,12,02,107000,8.89,11599.0
11-32-589-05633-627235,12,02,109000,12.28,17358.0
