shrid2,pc91_state_id,pc91_district_id,pc91_town_id,pc91_land_area,pc91_pca_tot_p
01-05-05-00-40508000,25,04,300200,4.69,4716.0
01-06-04-00-00000000,08,03,100000,16.0,31452.0
01-06-04-00-00000000,08,03,103000,4.57,21986.0
01-08-10-00-41004000,21,08,104000,4.96,5083.0
01-09-46-00-44608000,25,48,104000,2.62,9493.0
01-10-02-00-40204000,05,13,201000,1.59,5823.0
01-10-19-00-41902000,05,18,102000,8.08,11012.0
01-10-34-00-43402000,05,05,101000,5.73,6729.0
01-18-17-00-41701000,04,15,300200,9.0,6666.0
01-19-09-00-40903000,26,16,320400,4.24,12609.0
01-19-15-00-41512000,26,13,107000,1.59,7286.0
01-20-02-00-40201000,05,35,105000,9.3,4719.0
01-20-07-00-40701000,05,31,201000,8.26,9522.0
01-20-12-00-41205000,05,32,302400,1.18,4314.0
01-20-12-00-41206000,05,32,302000,5.0,37520.0
01-20-12-00-41209000,05,32,302100,2.37,6274.0
01-20-12-00-41211000,05,32,104000,2.12,9690.0
01-20-12-00-41214000,05,32,300300,7.82,31297.0
01-20-12-00-41216000,05,32,300600,4.78,6740.0
01-20-12-00-41217000,05,32,301000,3.33,10501.0
01-20-12-00-41219000,05,32,300500,3.23,28420.0
01-20-12-00-41221000,05,32,300200,11.74,56774.0
01-20-12-00-41222000,05,32,300800,2.8,7200.0
01-20-12-00-41224000,05,32,300900,1.8,11830.0
01-20-12-00-41225000,05,32,301900,6.55,31761.0
01-20-12-00-41226000,05,32,301300,4.42,69641.0
01-20-12-00-41228000,05,32,301500,7.09,30174.0
01-20-12-00-41230000,05,32,300700,1.62,16393.0
01-20-12-00-41232000,05,32,301800,14.02,55677.0
01-20-12-00-41233000,05,32,301400,16.4,72919.0
01-20-12-00-41234000,05,32,301600,15.73,45425.0
01-20-12-00-41235000,05,32,301700,7.8,27319.0
01-20-12-00-41237000,05,32,301200,46.65,72333.0
01-20-17-00-41706000,05,40,108000,6.96,5735.0
01-20-17-00-41711000,05,40,109000,1.12,4627.0
01-23-29-00-42902000,13,25,100000,4.76,13685.0
01-23-43-00-44307000,13,36,205000,3.35,4907.0
01-23-43-00-44311000,13,36,105000,4.88,11255.0
01-23-43-00-44314000,13,36,201000,2.5,5491.0
01-24-06-00-40607000,07,11,100000,10.48,35560.0
01-24-06-00-40608000,07,11,101000,5.09,8300.0
01-24-07-00-40703000,07,12,301100,3.55,29950.0
01-24-07-00-40705000,07,12,300300,5.68,60537.0
01-24-07-00-40706000,07,12,300400,4.05,34667.0
01-24-07-00-40707000,07,12,300500,4.41,62248.0
01-24-07-00-40708000,07,12,300600,2.1,23518.0
01-24-07-00-40709000,07,12,300700,4.22,12091.0
01-24-07-00-40711000,07,12,300800,12.35,92116.0
01-24-07-00-40712000,07,12,300900,10.94,9846.0
01-24-07-00-40715000,07,12,301200,8.51,11181.0
01-24-10-00-41004000,07,01,109000,2.77,14388.0
01-24-10-00-41010000,07,01,300200,4.83,13105.0
01-24-10-00-41011000,07,01,300300,4.27,17997.0
01-24-11-00-41103000,07,06,107000,35.85,15634.0
01-24-12-00-41204000,07,06,300200,3.62,15903.0
01-24-20-00-42002000,07,05,106000,15.22,10716.0
01-24-22-00-42208000,07,17,100000,2.91,8673.0
01-24-24-00-42403000,07,18,300200,9.55,12956.0
01-24-25-00-42503000,07,18,310400,2.83,12052.0
01-24-25-00-42505000,07,18,310200,6.24,12981.0
01-24-25-00-42514000,07,05,103000,21.66,6713.0
01-27-09-00-40911000,14,27,106000,10.7,5658.0
01-27-26-00-42608000,14,09,200200,4.59,7684.0
01-27-35-00-43502000,14,12,104000,13.24,7422.0
01-28-04-00-40408000,02,17,620300,11.65,26862.0
01-28-04-00-40410000,02,17,620200,25.87,46129.0
01-28-06-00-40602000,02,15,610800,108.15,72320.0
01-28-06-00-40603000,02,15,610700,43.69,186963.0
01-28-06-00-40604000,02,15,610600,46.87,106591.0
01-28-06-00-40605000,02,15,610501,37.9,67271.0
01-28-06-00-40606000,02,15,610300,17.3,127178.0
01-28-06-00-40607000,02,15,610400,43.9,87747.0
01-28-06-00-40609000,02,15,610201,19.16,75660.0
01-28-06-00-40611000,02,15,611200,0.21,35187.0
01-28-10-0029-01056900,02,22,105000,6.45,20054.0
01-28-12-00-41208000,02,02,300200,5.08,11514.0
01-28-13-00-41305000,02,03,300300,7.95,12578.0
01-28-13-00-41308000,02,03,300501,12.4,45784.0
01-28-13-00-41308000,02,03,301001,8.8,15063.0
01-28-13-00-41308000,02,03,301100,7.19,12999.0
01-28-13-00-41308000,02,03,301200,27.81,8937.0
01-28-13-00-41308000,02,03,300901,27.53,24196.0
01-28-13-00-41308000,02,03,300800,1.27,5872.0
01-28-13-00-41308000,02,03,300701,14.87,12603.0
01-28-14-00-41411000,02,04,103000,21.65,42453.0
01-28-17-00-41703000,02,07,108000,21.88,45442.0
01-28-17-00-41704000,02,07,110000,2.59,34607.0
01-28-19-00-41902000,02,09,103000,8.01,9801.0
01-28-20-00-42008000,02,11,300101,41.92,140660.0
01-28-20-00-42009000,02,11,300300,6.09,22149.0
01-28-20-00-42010000,02,11,300400,27.53,40066.0
01-28-20-00-42011000,02,11,300200,2.59,12991.0
01-28-21-00-42107000,02,13,103000,0.44,12694.0
01-29-04-00-40415000,11,11,211000,6.91,3133.0
01-29-20-00-42002000,11,01,303001,23.46,50782.0
01-29-20-00-42005000,11,01,300700,2.05,18054.0
01-29-20-00-42011000,11,01,302500,3.45,7924.0
01-29-22-00-42205000,11,15,103000,4.36,7881.0
01-29-24-00-42409000,11,09,300700,3.26,6220.0
01-29-24-00-42410000,11,09,300600,4.68,8145.0
01-32-09-00-40901000,12,09,100000,32.0,10225.0
01-33-10-00-41053000,23,11,201000,19.97,7302.0
01-33-13-00-41317000,23,07,301800,1.48,6362.0
11-02-023-00087-800087,09,01,201000,4.12,1744.0
11-02-023-00087-800088,09,01,200001,7.58,6855.0
11-02-023-00088-800089,09,01,101000,2.58,1989.0
11-02-023-00088-800090,09,01,102000,2.13,2107.0
11-02-023-00090-800091,09,01,100000,4.33,17194.0
11-02-024-00093-800092,09,02,100000,4.75,7961.0
11-02-024-00099-800093,09,02,106000,10.63,17493.0
11-02-024-00099-800094,09,02,105000,6.22,9310.0
11-02-024-00100-800095,09,02,104000,3.12,9019.0
11-02-024-00101-800096,09,02,103000,1.15,4503.0
11-02-024-00103-800097,09,02,101000,3.27,3378.0
11-02-024-00104-800098,09,02,102000,4.52,4047.0
11-02-024-00111-800099,09,02,107000,0.66,3638.0
11-02-026-00117-800100,09,07,100000,3.0,2433.0
11-02-026-00118-800101,09,07,101000,6.68,14569.0
11-02-026-00118-800102,09,07,102000,2.0,2972.0
11-02-026-00120-800103,09,07,103000,2.25,1037.0
11-02-027-00124-800104,09,06,100000,4.25,4513.0
11-02-027-00129-800105,09,06,101000,2.95,3093.0
11-02-027-00132-800106,09,06,103000,11.46,20397.0
11-02-027-00133-014791,09,06,105000,2.0,3519.0
11-02-027-00133-800107,09,06,104000,4.26,23202.0
11-02-027-00133-800108,09,06,102000,3.97,1045.0
11-02-028-00140-800109,09,03,100000,3.03,5477.0
11-02-028-00141-800110,09,03,101000,2.28,3379.0
11-02-028-00143-800111,09,03,102000,5.24,12544.0
11-02-028-00144-800112,09,03,103000,3.4,1286.0
11-02-029-00148-800113,09,04,100000,5.09,2748.0
11-02-029-00148-800114,09,04,101000,18.37,4258.0
11-02-029-00150-800115,09,04,102000,4.97,12001.0
11-02-029-00150-800116,09,04,103000,3.8,6417.0
11-02-029-00150-800117,09,04,104000,7.0,6848.0
11-02-030-00152-800118,09,05,100000,3.1,3708.0
11-02-030-00154-800119,09,05,101000,2.89,1550.0
11-02-030-00155-800120,09,05,102000,0.82,868.0
11-02-030-00156-800121,09,05,103000,10.62,10609.0
11-02-031-00158-800122,09,10,100000,1.45,1976.0
11-02-031-00161-800123,09,10,101000,1.94,7448.0
11-02-031-00164-800125,09,10,103000,2.61,4385.0
11-02-031-00164-800126,09,10,106000,15.0,5856.0
11-02-031-00165-800127,09,10,105000,3.31,2163.0
11-02-031-00165-800128,09,10,104000,6.18,21751.0
11-02-031-00165-800129,09,10,102000,2.4,3700.0
11-02-032-00167-800130,09,11,100000,2.05,1780.0
11-02-032-00169-022774,09,11,101000,0.82,1209.0
11-02-032-00172-800131,09,11,102000,8.78,21878.0
11-02-032-00173-800132,09,11,103000,6.18,13207.0
11-02-033-00177-800133,09,09,100000,2.08,4342.0
11-02-033-00179-800134,09,09,101000,1.0,687.0
11-02-033-00180-800135,09,09,102000,1.76,1271.0
11-02-033-00181-024781,09,09,300300,0.7,2347.0
11-02-033-00181-800136,09,09,300201,3.04,5827.0
11-02-033-00182-800137,09,09,300101,31.6,102186.0
11-02-033-00184-800138,09,09,103000,4.0,2757.0
11-02-033-00185-800139,09,09,104000,4.0,1074.0
11-02-033-00188-800140,09,09,105000,0.96,1379.0
11-02-033-00189-800141,09,09,106000,0.4,896.0
11-02-033-00191-800142,09,09,107000,1.07,3366.0
11-03-035-00201-800143,20,01,100002,0.31,16090.0
11-03-035-00201-800144,20,01,300101,22.1,128198.0
11-03-035-00202-028501,20,01,102000,3.26,4806.0
11-03-035-00202-028504,20,01,105000,3.66,6095.0
11-03-035-00202-800145,20,01,101000,14.36,16968.0
11-03-035-00202-800146,20,01,103000,10.85,54733.0
11-03-035-00202-800147,20,01,104000,1.27,14214.0
11-03-035-00203-800148,20,01,107000,1.5,11088.0
11-03-035-00203-800149,20,01,310101,8.75,103367.0
11-03-035-00203-800150,20,01,108002,9.06,20012.0
11-03-035-00203-800151,20,01,109000,0.52,3461.0
11-03-035-00204-800152,20,01,106000,0.78,7380.0
11-03-036-00206-800155,20,06,100000,56.0,64567.0
11-03-036-00207-800157,20,06,101000,5.0,13722.0
11-03-036-00208-800158,20,06,102002,16.0,88316.0
11-03-037-00209-800160,20,05,107000,3.0,10246.0
11-03-037-00210-800161,20,05,106000,3.6,28478.0
11-03-037-00211-800162,20,05,103000,2.65,10708.0
11-03-037-00211-800163,20,05,104000,0.75,20956.0
11-03-037-00211-800164,20,05,105000,5.75,11149.0
11-03-037-00212-800165,20,05,108000,15.21,31520.0
11-03-037-00212-800166,20,05,300000,80.41,509510.0
11-03-037-00212-800167,20,05,110000,1.0,6468.0
11-03-037-00212-800168,20,05,109000,8.2,15331.0
11-03-037-00213-800169,20,05,112000,5.95,21093.0
11-03-037-00213-800170,20,05,111000,3.0,4896.0
11-03-038-00214-800171,20,07,103000,17.0,18786.0
11-03-038-00214-800172,20,07,102000,16.0,18351.0
11-03-038-00214-800173,20,07,104000,0.62,5159.0
11-03-038-00215-031344,20,07,101000,10.9,17379.0
11-03-038-00215-800174,20,07,100000,2.59,17813.0
11-03-038-00216-800175,20,07,105000,1.29,6473.0
11-03-038-00216-800176,20,07,300000,28.21,122705.0
11-03-038-00216-800177,20,07,106000,0.18,3711.0
11-03-038-00217-800179,20,07,107000,5.0,11761.0
11-03-039-00218-800180,20,05,100000,1.5,17721.0
11-03-039-00218-800181,20,05,101000,9.59,29955.0
11-03-039-00218-800182,20,05,102000,5.18,10771.0
11-03-040-00220-800184,20,09,100000,5.0,18138.0
11-03-040-00221-800185,20,09,101000,11.5,30818.0
11-03-040-00222-800186,20,09,109000,2.69,9854.0
11-03-040-00222-800187,20,09,110002,32.0,42063.0
11-03-041-00224-800189,20,04,104000,3.0,13554.0
11-03-041-00224-800190,20,04,105002,9.0,14921.0
11-03-041-00225-800191,20,04,108000,16.02,71990.0
11-03-041-00226-800192,20,04,107000,0.42,5852.0
11-03-041-00226-800194,20,04,106000,1.9,9589.0
11-03-041-00227-800196,20,04,300000,134.67,1042740.0
11-03-041-00228-800197,20,04,103000,2.05,10138.0
11-03-041-00229-033755,20,04,102000,5.48,5564.0
11-03-041-00229-800198,20,04,101000,10.65,21061.0
11-03-041-00230-800199,20,04,100000,14.0,47372.0
11-03-042-00231-800200,20,12,100000,23.96,8572.0
11-03-042-00232-800201,20,12,101000,6.0,17287.0
11-03-042-00233-034220,20,03,101000,4.55,7604.0
11-03-042-00233-800202,20,12,300101,16.1,110958.0
11-03-042-00233-800203,20,03,100002,1.1,11981.0
11-03-043-00234-800205,20,03,102002,19.42,23722.0
11-03-043-00235-800207,20,03,104000,11.33,78738.0
11-03-043-00235-800208,20,03,105000,20.1,53094.0
11-03-043-00235-800209,20,03,103000,3.0,10462.0
11-03-043-00236-800211,20,03,106000,1.5,10500.0
11-03-043-00236-800212,20,03,107002,2.84,23108.0
11-03-043-00237-800213,20,03,108000,7.34,58028.0
11-03-043-00238-800214,20,03,300000,23.07,107163.0
11-03-044-00239-800215,20,12,106000,10.0,56868.0
11-03-044-00240-800216,20,12,107000,8.25,29866.0
11-03-044-00241-800217,20,12,105000,13.8,66383.0
11-03-045-00242-800219,20,12,102002,18.14,58625.0
11-03-045-00242-800220,20,12,103000,14.5,62430.0
11-03-045-00243-800221,20,12,104002,9.06,28850.0
11-03-046-00244-800223,20,11,100000,5.76,35530.0
11-03-046-00245-800224,20,11,102000,2.0,10006.0
11-03-046-00245-800225,20,11,101000,9.0,10415.0
11-03-046-00245-800226,20,11,300000,97.0,159042.0
11-03-046-00245-800227,20,11,104000,1.24,2731.0
11-03-046-00245-800228,20,11,103000,0.39,5611.0
11-03-046-00246-800229,20,11,105000,3.99,17275.0
11-03-046-00246-800231,20,11,106000,4.8,25180.0
11-03-047-00248-800233,20,11,109000,4.0,11537.0
11-03-047-00248-800234,20,11,108000,5.18,18717.0
11-03-047-00249-800236,20,11,107000,20.0,55089.0
11-03-048-00250-800237,20,09,107000,5.5,36556.0
11-03-048-00251-800238,20,09,106000,5.0,14328.0
11-03-048-00252-800240,20,09,108000,15.48,54421.0
11-03-048-00253-800242,20,09,300101,31.2,253706.0
11-03-048-00253-800243,20,09,105002,5.18,16490.0
11-03-048-00254-800245,20,09,104000,14.0,70983.0
11-03-049-00255-800246,20,02,100000,2.5,4765.0
11-03-049-00255-800248,20,02,101000,15.55,10008.0
11-03-049-00256-800249,20,02,102002,1.5,10713.0
11-03-049-00256-800250,20,02,103000,2.85,3832.0
11-03-049-00256-800251,20,02,104000,4.2,19293.0
11-03-049-00257-800252,20,02,300000,114.95,708835.0
11-03-049-00258-800253,20,02,105000,1.5,9122.0
11-03-050-00259-800254,20,02,106000,36.0,47529.0
11-03-050-00260-038244,20,02,108000,10.0,11958.0
11-03-050-00260-800255,20,02,107000,4.3,27776.0
11-03-051-00262-800257,20,08,102000,3.0,10674.0
11-03-051-00263-800258,20,08,100000,14.92,12046.0
11-03-051-00264-800259,20,08,103000,25.0,37996.0
11-03-051-00265-800261,20,08,104000,3.0,17440.0
11-03-052-00266-800262,20,08,105000,7.4,17592.0
11-03-052-00266-800263,20,08,106002,4.2,26109.0
11-03-052-00267-800265,20,09,103000,4.5,10014.0
11-03-052-00267-800266,20,08,107000,16.68,78457.0
11-03-052-00268-800268,20,09,102000,3.06,9602.0
11-03-053-00269-800269,20,10,100000,3.88,25560.0
11-03-053-00269-800270,20,10,101000,4.25,88600.0
11-03-053-00270-800271,20,10,102000,15.0,37431.0
11-03-053-00271-800272,20,10,103002,2.59,13900.0
11-03-053-00271-800273,20,10,104000,13.9,56419.0
11-03-053-00271-800274,20,10,105002,3.25,16254.0
11-03-053-00272-800276,20,10,106002,3.89,43909.0
11-03-053-00273-800278,20,10,107000,8.4,15555.0
11-03-054-00275-800281,20,10,109000,16.0,75430.0
11-03-054-00275-800283,20,10,108000,5.0,15967.0
11-03-054-00276-800284,20,10,111002,2.47,14161.0
11-03-054-00276-800285,20,10,110000,6.0,14808.0
11-04-055-00277-800286,28,01,300101,69.63,510565.0
11-04-055-00277-800286,28,01,300200,3.4,36864.0
11-04-055-00277-800286,28,01,300500,4.61,7846.0
11-04-055-00277-800286,28,01,300400,,4554.0
11-04-055-00277-800286,28,01,300300,0.32,16000.0
11-05-056-00280-800287,25,01,101000,5.0,3214.0
11-05-056-00283-800288,25,01,100000,12.02,13919.0
11-05-056-00283-800289,25,01,102000,0.14,128.0
11-05-057-00284-800290,25,02,104000,2.01,978.0
11-05-057-00284-800291,25,02,101000,11.19,11488.0
11-05-057-00285-800292,25,02,100000,15.02,15378.0
11-05-057-00285-800293,25,02,106000,2.16,1262.0
11-05-057-00287-800294,25,02,103000,15.0,4422.0
11-05-057-00287-800295,25,02,102000,25.0,5169.0
11-05-058-00290-800296,25,02,107000,2.75,301.0
11-05-058-00291-800297,25,02,105000,1.0,1542.0
11-05-059-00294-800298,25,03,104000,1.5,1058.0
11-05-059-00294-800299,25,03,103000,5.18,2164.0
11-05-059-00297-800300,25,03,100000,35.05,20226.0
11-05-059-00299-800302,25,03,101000,10.36,4928.0
11-05-059-00299-800303,25,03,102000,1.82,4519.0
11-05-060-00300-800304,25,04,104000,15.98,4670.0
11-05-060-00303-800305,25,04,102000,1.4,10991.0
11-05-060-00303-800306,25,04,100000,7.33,8571.0
11-05-060-00304-045267,25,04,300600,14.59,18532.0
11-05-060-00304-800307,25,04,210001,64.75,26722.0
11-05-060-00304-800308,25,04,211000,2.9,2907.0
11-05-060-00304-800309,25,04,300100,37.17,270159.0
11-05-060-00304-800310,25,04,300400,20.98,43031.0
11-05-060-00304-800311,25,04,300500,7.03,18237.0
11-05-060-00304-800312,25,04,101000,1.91,7476.0
11-05-060-00305-045354,25,04,105000,4.73,4115.0
11-05-060-00305-800313,25,04,202000,7.75,11235.0
11-05-060-00305-800313,25,04,200001,2.59,44487.0
11-05-060-00305-800314,25,04,201000,1.78,15982.0
11-05-061-00306-800315,25,05,103000,7.77,18791.0
11-05-061-00307-800316,25,05,106000,1.29,539.0
11-05-061-00307-800316,25,05,101000,41.44,20397.0
11-05-061-00310-800317,25,05,104000,6.09,7106.0
11-05-061-00313-800318,25,05,105000,2.59,2444.0
11-05-061-00313-800319,25,05,100000,2.59,21378.0
11-05-062-00316-800320,25,06,101000,15.19,4475.0
11-05-062-00317-800321,25,06,103000,1.12,3514.0
11-05-062-00320-800322,25,06,100000,8.99,27708.0
11-05-063-00323-800323,25,07,101000,5.0,5772.0
11-05-064-00328-800324,25,07,100000,21.75,16874.0
11-05-064-00329-800325,25,07,102000,2.87,2810.0
11-05-064-00330-800326,25,07,201000,0.67,2050.0
11-05-064-00330-800327,25,07,200001,7.36,26001.0
11-05-065-00334-800328,25,06,104000,5.0,2525.0
11-05-065-00336-800329,25,06,102000,4.5,3891.0
11-05-065-00337-054471,25,08,114000,0.75,6572.0
11-05-065-00337-800330,25,08,108000,1.01,13110.0
11-05-066-00340-800331,25,08,200001,11.73,29837.0
11-05-066-00340-800332,25,08,201000,2.59,1114.0
11-05-066-00340-800333,25,08,118000,1.32,4364.0
11-05-066-00340-800334,25,08,121000,3.95,4225.0
11-05-066-00342-800335,25,08,300000,10.62,104195.0
11-05-066-00343-800336,25,08,102000,2.46,37281.0
11-05-066-00344-800337,25,08,120000,1.16,4663.0
11-05-066-00345-800338,25,08,119000,4.25,5310.0
11-05-067-00346-800339,25,08,100000,5.46,69870.0
11-05-067-00346-800340,25,08,113000,0.27,6614.0
11-05-067-00347-800341,25,08,117000,2.0,5367.0
11-05-067-00347-800342,25,08,103000,4.0,30831.0
11-05-067-00348-800343,25,08,112000,2.0,5866.0
11-05-067-00348-800344,25,08,105000,2.62,16857.0
11-05-067-00348-800345,25,08,115000,4.0,5025.0
11-05-067-00349-056015,25,08,107000,28.0,22072.0
11-05-067-00349-800346,25,08,101000,12.43,61280.0
11-05-067-00349-800347,25,08,104000,4.02,21131.0
11-05-067-00350-800348,25,08,110000,3.4,9487.0
11-05-067-00350-800349,25,08,116000,4.5,6099.0
11-05-067-00351-800350,25,08,111000,1.8,3845.0
11-05-067-00351-800351,25,08,106000,2.0,16704.0
11-05-067-00352-800352,25,08,109000,8.4,11245.0
11-05-068-00353-800353,25,13,200001,7.74,80262.0
11-05-068-00353-800354,25,13,201000,9.3,10877.0
11-05-068-00353-800355,25,13,103000,3.0,7633.0
11-05-068-00353-800356,25,13,100000,1.32,34161.0
11-05-068-00353-800357,25,13,102000,0.82,12195.0
11-05-068-00354-800358,25,13,300200,26.94,38381.0
11-05-068-00354-800359,25,13,300101,15.07,149011.0
11-05-068-00355-800360,25,13,101000,3.3,15622.0
11-06-069-00356-800361,08,01,100000,3.39,27281.0
11-06-069-00356-800362,08,01,102000,3.44,5516.0
11-06-069-00356-800362,08,01,101000,1.38,8013.0
11-06-069-00357-800363,08,01,103000,15.24,70375.0
11-06-070-00358-800364,08,01,104000,5.18,13832.0
11-06-070-00359-057509,08,01,105000,2.21,12750.0
11-06-070-00359-800365,08,01,300000,16.94,119338.0
11-06-070-00359-800366,08,01,310100,31.18,49017.0
11-06-070-00359-800367,08,01,310200,6.33,90872.0
11-06-071-00361-057958,08,02,101000,7.16,7301.0
11-06-071-00361-057959,08,02,104000,1.94,7850.0
11-06-071-00361-057962,08,02,103000,1.35,5579.0
11-06-071-00361-057964,08,02,102000,2.59,10165.0
11-06-071-00361-800368,08,02,300200,0.89,8022.0
11-06-071-00361-800368,08,02,300100,24.8,67386.0
11-06-071-00361-800369,08,02,300300,15.88,144346.0
11-06-071-00362-058145,08,02,100000,2.7,11818.0
11-06-071-00362-058146,08,02,105000,8.51,7130.0
11-06-071-00363-058298,08,02,106000,1.29,7330.0
11-06-072-00366-800372,08,03,102000,30.71,81255.0
11-06-073-00367-800374,08,04,100000,8.5,21089.0
11-06-073-00368-800375,08,04,101000,7.9,71142.0
11-06-073-00368-800376,08,04,103000,6.5,12872.0
11-06-073-00369-800377,08,04,102002,5.89,15534.0
11-06-074-00370-800378,08,05,101000,4.69,13911.0
11-06-074-00370-800379,08,05,102000,6.25,16103.0
11-06-074-00371-800380,08,05,100000,0.95,11131.0
11-06-074-00372-059310,08,05,103000,6.17,4860.0
11-06-074-00372-800381,08,05,300101,23.6,176131.0
11-06-074-00373-800383,08,06,100000,3.95,16749.0
11-06-074-00374-800384,08,05,104000,2.0,21147.0
11-06-075-00375-800385,08,06,300000,20.82,191212.0
11-06-075-00377-800386,08,06,101000,2.54,18384.0
11-06-076-00378-800387,08,08,100000,6.57,32496.0
11-06-076-00379-800388,08,07,100000,9.06,20952.0
11-06-076-00380-800389,08,07,300000,28.32,143922.0
11-06-076-00381-800390,08,07,101000,1.63,13151.0
11-06-077-00382-800391,08,14,100000,6.0,38533.0
11-06-077-00382-800392,08,14,101000,0.57,10216.0
11-06-077-00383-800393,08,14,102000,15.3,85315.0
11-06-077-00384-800394,08,14,103000,1.22,11424.0
11-06-077-00385-800395,08,14,104000,6.48,20056.0
11-06-078-00386-800396,08,15,101000,4.0,17644.0
11-06-078-00387-060411,08,15,102000,0.67,5599.0
11-06-078-00387-800397,08,15,103000,4.7,34215.0
11-06-078-00388-800398,08,15,100000,10.36,45500.0
11-06-079-00389-800399,08,16,100000,7.11,36197.0
11-06-079-00390-800400,08,16,101000,40.22,19850.0
11-06-079-00390-800401,08,16,300000,19.33,112841.0
11-06-079-00392-800403,08,16,102000,2.72,22312.0
11-06-080-00394-061014,08,15,104000,1.86,8599.0
11-06-080-00394-800404,08,15,105000,1.5,24891.0
11-06-080-00394-800405,08,15,300101,49.43,181255.0
11-06-080-00395-800406,08,15,107000,0.28,12197.0
11-06-080-00396-800407,08,15,106000,9.07,59653.0
11-06-081-00397-800408,08,13,100000,6.0,14159.0
11-06-081-00398-800409,08,13,300000,27.64,121629.0
11-06-081-00399-061274,08,13,103000,4.91,8387.0
11-06-081-00400-800410,08,13,104000,4.88,11109.0
11-06-081-00401-800411,08,13,102000,2.59,9031.0
11-06-081-00402-800412,08,13,101000,5.42,32253.0
11-06-082-00404-800413,08,08,101000,3.35,15083.0
11-06-082-00405-800414,08,08,300000,28.38,216096.0
11-06-082-00405-800415,08,08,102000,5.7,14524.0
11-06-083-00407-800417,08,08,104000,2.59,14508.0
11-06-083-00408-800418,08,08,106002,10.0,57235.0
11-06-083-00409-800419,08,08,105000,6.0,27693.0
11-06-084-00411-800420,08,12,100000,2.36,8601.0
11-06-084-00411-800421,08,12,101000,10.6,19610.0
11-06-084-00412-800422,08,12,103000,1.65,4457.0
11-06-084-00412-800423,08,12,102000,9.67,51976.0
11-06-085-00414-800424,08,11,101000,11.49,10848.0
11-06-085-00414-800425,08,11,102000,18.43,75342.0
11-06-085-00415-800426,08,11,100000,0.36,9010.0
11-06-086-00416-800427,08,10,101000,16.27,13263.0
11-06-086-00416-800428,08,10,100000,3.89,11278.0
11-06-086-00417-800429,08,10,103000,5.75,6767.0
11-06-086-00417-800429,08,10,300200,8.8,14398.0
11-06-086-00417-800429,08,10,300100,15.33,121486.0
11-06-086-00418-800430,08,10,102000,3.28,8046.0
11-06-086-00420-800431,08,10,104000,3.7,16348.0
11-06-087-00421-800432,08,10,105000,4.52,12534.0
11-06-087-00422-800433,08,10,106000,0.3,7492.0
11-06-087-00423-800434,08,10,107000,8.86,12413.0
11-06-087-00424-800435,08,10,108000,3.5,8679.0
11-06-088-00425-800436,08,09,300000,178.24,617717.0
11-06-089-00427-800437,08,09,100000,5.52,59168.0
11-06-089-00428-800438,08,09,103000,1.99,7863.0
11-06-089-00429-800439,08,09,101000,0.93,7130.0
11-06-089-00429-800440,08,09,102000,2.25,25635.0
11-07-090-00431-800441,31,01,302200,1.05,34416.0
11-07-090-00431-800441,31,01,300100,42.74,301297.0
11-07-090-00431-800441,31,01,301700,7.5,3251.0
11-07-090-00431-800441,31,01,101000,16.97,18999.0
11-07-090-00431-800441,31,01,102000,9.98,8293.0
11-07-090-00431-800441,31,01,301000,11.89,17380.0
11-07-090-00431-800441,31,01,301300,2.49,36148.0
11-07-090-00431-800441,31,01,300500,2.32,49186.0
11-07-090-00431-800441,31,01,300700,0.9,17492.0
11-07-090-00431-800441,31,01,100000,8.55,9256.0
11-07-090-00431-800441,31,01,302000,8.22,4405.0
11-07-090-00431-800441,31,01,301500,8.49,98975.0
11-07-090-00431-800441,31,01,300900,2.76,13870.0
11-07-090-00431-800441,31,01,302300,10.12,33214.0
11-07-090-00431-800441,31,01,301400,2.85,81366.0
11-07-090-00431-800441,31,01,300600,0.79,47451.0
11-07-090-00431-800441,31,01,301800,8.64,11766.0
11-07-090-00431-800441,31,01,302500,1.22,5882.0
11-07-090-00431-800441,31,01,104000,8.94,6100.0
11-07-090-00431-800441,31,01,302400,2.16,14343.0
11-07-090-00431-800441,31,01,301100,2.77,111567.0
11-07-090-00431-800441,31,01,302600,4.12,19629.0
11-07-090-00431-800441,31,01,103000,4.67,4832.0
11-07-090-00431-800441,31,01,300800,1.49,22945.0
11-07-090-00431-800441,31,01,300400,6.7,95065.0
11-07-090-00431-800441,31,01,301200,6.67,76063.0
11-07-090-00431-800441,31,01,300300,431.09,7206704.0
11-07-090-00431-800441,31,01,302100,2.86,8365.0
11-07-090-00431-800441,31,01,300200,42.97,94393.0
11-07-090-00431-800441,31,01,301900,4.27,6254.0
11-07-090-00431-800441,31,01,301600,7.2,7657.0
11-07-090-00431-800441,31,01,105000,11.95,5061.0
11-08-099-00457-800444,21,01,100000,2.18,11751.0
11-08-099-00457-800445,21,01,101000,4.85,18231.0
11-08-099-00458-800446,21,01,300000,20.87,161482.0
11-08-099-00459-800447,21,01,102000,1.99,17702.0
11-08-099-00460-800448,21,01,106000,1.5,7884.0
11-08-099-00460-800449,21,01,105000,3.46,13368.0
11-08-099-00461-800450,21,01,107000,4.38,22894.0
11-08-099-00462-800451,21,01,109000,4.68,21194.0
11-08-099-00464-800452,21,01,108000,3.25,13813.0
11-08-099-00465-800453,21,01,110000,11.0,45870.0
11-08-100-00466-800454,21,01,103000,1.27,25290.0
11-08-100-00468-800455,21,01,114101,13.45,82733.0
