shrid2,pc01_state_id,pc01_district_id,pc01_subdistrict_id,pc01_town_id,pc01_land_area,pc01_pca_tot_p
11-21-387-03058-801861,21,18,0003,41802000,14.62,16915.0
11-21-387-03061-801862,21,18,0006,41803000,35.08,15013.0
11-21-387-03070-801863,21,18,0012,41804000,16.84,157837.0
11-21-388-03072-801864,21,19,0002,41903000,7.45,13257.0
11-21-388-03074-801865,21,19,0003,41901000,6.06,19748.0
11-21-388-03074-801866,21,19,0003,41902000,5.18,9962.0
11-21-388-03076-801867,21,19,0005,41905000,4.92,14648.0
11-21-388-03078-411296,21,19,0007,41919000,1.3,4975.0
11-21-388-03078-801868,21,19,0007,41904000,5.31,20739.0
11-21-388-03080-801869,21,19,0009,41906000,18.13,16094.0
11-21-388-03081-801870,21,19,0009,41907000,11.81,19568.0
11-21-388-03082-801871,21,19,0010,41908000,12.09,12345.0
11-21-388-03083-801872,21,19,0011,41910000,28.49,10958.0
11-21-388-03084-801873,21,19,0012,41909000,7.77,10716.0
11-21-388-03085-801874,21,19,0013,41913000,4.4,20289.0
11-21-388-03086-801875,21,19,0013,41914000,9.12,11317.0
11-21-388-03089-801876,21,19,0008,41911000,34.89,14249.0
11-21-388-03090-801877,21,19,0021,41912000,11.81,21347.0
11-21-388-03094-801878,21,19,0014,41915000,2.56,6663.0
11-21-388-03096-801879,21,19,0018,41917000,10.22,10890.0
11-21-388-03097-801880,21,19,0017,41918000,6.48,10802.0
11-21-388-03099-801881,21,19,0022,41916000,79.8,307792.0
11-21-389-03104-801882,21,20,0006,42001000,10.36,9791.0
11-21-389-03105-801883,21,20,0005,42002000,3.63,43097.0
11-21-390-03112-801884,21,21,0003,42101000,16.0,33890.0
11-21-390-03114-801885,21,21,0005,42102000,13.24,10204.0
11-21-391-03130-801886,21,22,0004,42201000,20.72,18025.0
11-21-392-03135-801887,21,23,0006,42301000,21.42,14539.0
11-21-392-03139-801888,21,23,0003,42302000,15.13,17540.0
11-21-392-03140-801889,21,23,0002,42303000,12.95,7989.0
11-21-393-03142-801890,21,24,0011,42404000,31.08,85261.0
11-21-393-03144-801891,21,24,0010,42401000,18.26,18694.0
11-21-393-03149-801892,21,24,0004,42402000,7.77,20095.0
11-21-393-03152-801893,21,24,0007,42403000,15.34,30273.0
11-21-394-03153-801894,21,25,0001,42501000,11.4,16629.0
11-21-394-03156-801895,21,25,0004,42502000,23.83,13409.0
11-21-395-03159-801896,21,26,0005,42603000,14.5,16917.0
11-21-395-03164-801897,21,26,0004,42602000,15.4,60787.0
11-21-395-03166-801898,21,26,0010,42601000,15.54,15759.0
11-21-395-03170-424227,21,26,0011,42604000,2.24,6756.0
11-21-396-03175-425462,21,27,0003,42705000,4.56,7408.0
11-21-396-03181-426511,21,27,0008,42704000,5.17,18685.0
11-21-396-03181-801899,21,27,0008,42703000,18.65,57759.0
11-21-396-03183-801900,21,27,0007,42701000,26.78,24706.0
11-21-396-03184-801901,21,27,0004,42702000,2.28,6849.0
11-21-397-03189-801902,21,28,0002,42801000,25.9,24859.0
11-21-397-03196-801903,21,28,0009,42802000,9.62,28005.0
11-21-397-03198-428090,21,28,0008,42803000,1.98,6406.0
11-21-398-03199-801904,21,29,0001,42901000,12.95,14917.0
11-21-398-03208-801905,21,29,0009,42902000,61.07,39548.0
11-21-398-03209-801906,21,29,0018,42904000,25.9,76625.0
11-21-398-03216-801907,21,29,0015,42903000,76.48,58884.0
11-21-398-03217-429994,21,29,0012,42905000,12.32,8475.0
11-21-399-03220-801908,21,30,0001,43001000,18.06,23114.0
11-21-399-03226-801909,21,30,0005,43002000,4.85,11502.0
11-22-400-03232-801910,22,01,0002,40101000,3.84,15217.0
11-22-400-03232-801911,22,01,0002,40103000,2.29,10077.0
11-22-400-03234-801912,22,01,0004,40104000,6.93,30758.0
11-22-400-03234-801913,22,01,0004,40105000,4.21,17862.0
11-22-400-03234-801914,22,01,0004,40106000,14.46,7504.0
11-22-400-03235-801916,22,01,0002,40102000,64.94,93373.0
11-22-401-03236-801917,22,02,0001,40201000,6.7,9855.0
11-22-401-03242-801923,22,02,0005,40203000,13.67,16834.0
11-22-401-03242-801924,22,02,0005,40204000,3.68,12376.0
11-22-401-03247-801927,22,02,0006,40205000,6.78,16037.0
11-22-401-03247-801927,22,02,0006,40206000,9.39,66012.0
11-22-402-03257-801932,22,03,0002,40301000,12.66,20239.0
11-22-402-03262-801933,22,03,0004,40302000,14.96,13956.0
11-22-403-03263-801935,22,04,0001,40401000,31.24,13598.0
11-22-403-03265-801937,22,04,0003,40402000,12.74,8103.0
11-22-403-03267-801939,22,04,0004,40404000,20.68,115908.0
11-22-403-03269-801941,22,04,0005,40403000,3.24,17388.0
11-22-403-03270-801942,22,04,0006,40405000,2.67,14459.0
11-22-404-03272-801945,22,05,0001,40501000,17.98,18523.0
11-22-404-03272-801947,22,05,0001,40504000,7.45,20150.0
11-22-404-03275-436411,22,05,0003,40502000,18.82,12600.0
11-22-404-03275-801949,22,05,0001,40503000,227.60092,137045.0
11-22-405-03277-801950,22,06,0001,40604000,19.36,32513.0
11-22-405-03278-801951,22,06,0001,40605000,19.71,20367.0
11-22-405-03279-801952,22,06,0001,40601000,14.2,11331.0
11-22-405-03280-801954,22,06,0001,40608000,7.62,8107.0
11-22-405-03281-801955,22,06,0003,40603000,18.93,37951.0
11-22-405-03282-801957,22,06,0004,40602000,9.07,20213.0
11-22-405-03282-801958,22,06,0004,40606000,6.68,6231.0
11-22-405-03283-801960,22,06,0005,40607000,17.13,8606.0
11-22-406-03287-801965,22,07,0001,40702000,12.93,15189.0
11-22-406-03289-801966,22,07,0001,40701000,18.67,12397.0
11-22-406-03290-801967,22,07,0002,40705000,9.4,12156.0
11-22-406-03291-801968,22,07,0003,40704000,10.62,15031.0
11-22-406-03291-801969,22,07,0003,40703000,44.26,19839.0
11-22-406-03292-801970,22,07,0004,40707000,12.59,31613.0
11-22-406-03294-801973,22,07,0005,40706000,5.0,17005.0
11-22-406-03295-438768,22,07,0006,40709000,4.21,15870.0
11-22-406-03295-438769,22,07,0006,40710000,1.86,11668.0
11-22-406-03295-438770,22,07,0006,40712000,5.52,5780.0
11-22-406-03295-801975,22,07,0005,40708000,30.377626,471.85538208709943
11-22-406-03295-801977,22,07,0006,40711000,6.48,12520.0
11-22-406-03297-801979,22,07,0008,40713000,17.96,13403.0
11-22-406-03297-801980,22,07,0008,40714000,6.54,8988.0
11-22-407-03298-801981,22,08,0001,40801000,11.6,32415.0
11-22-407-03301-801985,22,08,0002,40802000,11.31,12477.0
11-22-408-03302-801987,22,09,0001,40901000,15.04,11831.0
11-22-408-03302-801988,22,09,0001,40902000,2.77,6418.0
11-22-408-03303-801989,22,09,0002,40903000,2.8,15157.0
11-22-408-03304-801990,22,09,0003,40904000,6.43,34441.0
11-22-408-03305-801991,22,09,0004,40905000,78.09,143770.0
11-22-408-03307-801993,22,09,0005,40906000,4.31,11517.0
11-22-408-03310-801994,22,09,0008,40907000,11.47,8513.0
11-22-409-03312-801997,22,10,0002,41002000,11.82,23315.0
11-22-409-03314-802001,22,10,0003,41001000,3.52,6799.0
11-22-409-03316-802003,22,10,0005,41003000,14.99,8577.0
11-22-409-03316-802004,22,10,0005,41004000,27.78,18719.0
11-22-409-03316-802005,22,10,0005,41006000,28.884434,21913.0
11-22-409-03317-802006,22,10,0005,41005000,43.625202,2627.0
11-22-409-03317-802008,22,10,0006,41008000,141.3,556366.0
11-22-409-03317-802009,22,10,0006,41009000,66.09,232517.0
11-22-409-03318-802007,22,10,0005,41007000,26.53786,4639.0
11-22-409-03318-802011,22,10,0007,41010000,15.11,8812.0
11-22-409-03321-802015,22,10,0010,41011000,4.62,21165.0
11-22-409-03322-802016,22,10,0010,41012000,37.25,57058.0
11-22-410-03324-802020,22,11,0001,41104000,14.32,13143.0
11-22-410-03325-802021,22,11,0002,41101000,7.61,50118.0
11-22-410-03326-802022,22,11,0003,41103000,7.56,22853.0
11-22-410-03329-802027,22,11,0006,41102000,15.24,8228.0
11-22-410-03330-802029,22,11,0007,41112000,23.49,16629.0
11-22-410-03331-802031,22,11,0008,41114000,7.83,25591.0
11-22-410-03332-802033,22,11,0009,41107000,3.46,23562.0
11-22-410-03332-802034,22,11,0009,41111000,3.87,13706.0
11-22-410-03332-802034,22,11,0009,41109000,108.66,670042.0
11-22-410-03332-802034,22,11,0009,41110000,3.5,16365.0
11-22-410-03332-802034,22,11,0009,41108000,3.04,10456.0
11-22-410-03332-802035,22,11,0009,41113000,4.69,10653.0
11-22-410-03334-802038,22,11,0011,41105000,34.55,26909.0
11-22-411-03339-802042,22,12,0001,41203000,3.94,8818.0
11-22-411-03340-802043,22,12,0002,41201000,12.65,17081.0
11-22-411-03341-802045,22,12,0003,41204000,14.68,47100.0
11-22-411-03342-802046,22,12,0003,41202000,3.54,7934.0
11-22-411-03343-802047,22,12,0003,41205000,15.51,16747.0
11-22-412-03344-802049,22,13,0001,41301000,13.4,11473.0
11-22-412-03346-802052,22,13,0002,41302000,23.4,82111.0
11-22-413-03351-802056,22,14,0003,41401000,23.93,31385.0
11-22-414-03357-802062,22,15,0003,41501000,7.39,26898.0
11-22-414-03360-802064,22,15,0004,41503000,1.18,9638.0
11-22-414-03360-802064,22,15,0004,41504000,2.71,5964.0
11-22-414-03360-802064,22,15,0004,41502000,22.49,87521.0
11-22-416-03369-802067,22,16,0003,41602000,10.51,6641.0
11-22-416-03369-802068,22,16,0003,41603000,35.34,20411.0
11-22-416-03370-802070,22,16,0003,41601000,9.16,5901.0
11-22-416-03372-802071,22,16,0003,41604000,10.58,19059.0
11-23-418-03380-802078,23,01,0001,40101000,2.17,14556.0
11-23-418-03382-802079,23,01,0002,40102000,6.29,58342.0
11-23-418-03383-802080,23,01,0002,40103000,32.02,15673.0
11-23-419-03385-802081,23,02,0001,40201000,3.85,36435.0
11-23-419-03386-802082,23,02,0002,40202000,12.17,33103.0
11-23-419-03387-802083,23,02,0003,40203000,12.0,150959.0
11-23-419-03387-802084,23,02,0003,40207000,3.43,25227.0
11-23-419-03388-802085,23,02,0004,40206000,1.68,33512.0
11-23-419-03389-802086,23,02,0005,40205000,1.72,21936.0
11-23-419-03390-802087,23,02,0006,40204000,12.59,8094.0
11-23-419-03390-802088,23,02,0006,40208000,2.49,34039.0
11-23-420-03392-802089,23,03,0002,40301000,13.99,10246.0
11-23-420-03392-802090,23,03,0002,40303000,17.18,153752.0
11-23-420-03392-802091,23,03,0002,40304000,30.31,11035.0
11-23-420-03393-802092,23,03,0003,40305000,1.66,14739.0
11-23-420-03394-802093,23,03,0003,40302000,25.0,17257.0
11-23-420-03395-802094,23,03,0004,40306000,14.91,45232.0
11-23-420-03395-802095,23,03,0004,40308000,23.71,18367.0
11-23-420-03397-802096,23,03,0006,40307000,19.11,14805.0
11-23-420-03398-802097,23,03,0007,40309000,19.04,28253.0
11-23-420-03398-802098,23,03,0007,40310000,12.11,9350.0
11-23-420-03398-802099,23,03,0007,40311000,12.7,15897.0
11-23-421-03399-802100,23,04,0001,40401000,166.83,827026.0
11-23-421-03399-802101,23,04,0001,40402000,13.33,38522.0
11-23-421-03400-454188,23,04,0002,40405000,6.15,12823.0
11-23-421-03400-802102,23,04,0002,40404000,44.97,11441.0
11-23-421-03400-802103,23,04,0002,40406000,2.59,11725.0
11-23-421-03400-802104,23,04,0002,40407000,3.79,56672.0
11-23-421-03401-802105,23,04,0003,40408000,23.94,15264.0
11-23-421-03402-802106,23,04,0003,40403000,22.74,9535.0
11-23-422-03403-802107,23,05,0001,40501000,2.93,19525.0
11-23-422-03404-802108,23,05,0001,40502000,18.05,14597.0
11-23-422-03405-802109,23,05,0002,40504000,4.07,82755.0
11-23-422-03406-802111,23,05,0003,40503000,1.68,20672.0
11-23-423-03408-802112,23,06,0002,40603000,81.11,146892.0
11-23-423-03409-802113,23,06,0003,40601000,8.0,15714.0
11-23-423-03410-802114,23,06,0004,40602000,1.09,23505.0
11-23-423-03411-802115,23,06,0005,40604000,1.63,15682.0
11-23-423-03412-802116,23,06,0005,40607000,7.77,10409.0
11-23-423-03413-802117,23,06,0006,40605000,0.68,14891.0
11-23-423-03414-802118,23,06,0007,40606000,8.43,12580.0
11-23-424-03415-802119,23,08,0001,40802000,16.09,6441.0
11-23-424-03415-802120,23,08,0001,40804000,14.91,20713.0
11-23-424-03416-802121,23,08,0001,40801000,29.67,8501.0
11-23-424-03417-802122,23,08,0002,40803000,17.37,8298.0
11-23-424-03417-802123,23,08,0002,40805000,0.55,22535.0
11-23-424-03418-802124,23,08,0003,40806000,32.29,11162.0
11-23-424-03418-802125,23,08,0003,40808000,21.23,15599.0
11-23-424-03420-802126,23,08,0004,40807000,25.53,14632.0
11-23-424-03421-802127,23,08,0005,40812000,0.41,7601.0
11-23-424-03422-802128,23,08,0005,40810000,0.43,12413.0
11-23-424-03423-802129,23,08,0006,40809000,8.46,8689.0
11-23-424-03423-802130,23,08,0006,40811000,6.22,68426.0
11-23-424-03423-802131,23,08,0006,40813000,15.84,7723.0
11-23-425-03424-802132,23,09,0001,40902000,32.87,8579.0
11-23-425-03425-802133,23,09,0002,40903000,25.04,20168.0
11-23-425-03426-802134,23,09,0002,40905000,24.88,10216.0
11-23-425-03427-802135,23,09,0003,40901000,4.49,15410.0
11-23-425-03427-802136,23,09,0003,40904000,20.86,33024.0
11-23-425-03428-802137,23,09,0003,40906000,28.42,12964.0
11-23-425-03428-802138,23,09,0003,40907000,52.73,21490.0
11-23-425-03429-802139,23,09,0004,40908000,16.78,109078.0
11-23-425-03430-802140,23,09,0005,40909000,13.78,12449.0
11-23-425-03430-802141,23,09,0005,40910000,59.8,19286.0
11-23-425-03431-802142,23,09,0006,40913000,27.16,15044.0
11-23-425-03432-802143,23,09,0006,40914000,23.49,10813.0
11-23-425-03433-802144,23,09,0007,40911000,23.48,8295.0
11-23-425-03433-802145,23,09,0007,40912000,25.72,18414.0
11-23-425-03434-802146,23,09,0007,40915000,14.73,9065.0
11-23-426-03435-802147,23,10,0001,41001000,6.81,13997.0
11-23-426-03436-802148,23,10,0002,41002000,1.37,52057.0
11-23-426-03437-802149,23,10,0002,41003000,13.11,11413.0
11-23-426-03437-802150,23,10,0002,41004000,26.85,7104.0
11-23-426-03439-802151,23,10,0003,41005000,17.44,11609.0
11-23-426-03440-802152,23,10,0004,41006000,51.62,12004.0
11-23-427-03443-459749,23,11,0001,41103000,2.16,7220.0
11-23-427-03443-459750,23,11,0001,41105000,5.49,7413.0
11-23-427-03443-802153,23,11,0001,41102000,12.0,51181.0
11-23-427-03444-802154,23,11,0002,41106000,5.89,41511.0
11-23-427-03446-802155,23,11,0003,41104000,10.02,26183.0
11-23-427-03447-802156,23,11,0003,41101000,4.11,14486.0
11-23-427-03448-802157,23,11,0004,41113000,6.54,25215.0
11-23-427-03449-460960,23,11,0005,41107000,16.62,9263.0
11-23-427-03449-460963,23,11,0005,41111000,3.54,19009.0
11-23-427-03449-460964,23,11,0005,41112000,4.32,14360.0
11-23-427-03449-460965,23,11,0005,41115000,8.54,10274.0
11-23-427-03449-802158,23,11,0005,41108000,22.03,12180.0
11-23-427-03449-802159,23,11,0005,41109000,34.73,244721.0
11-23-427-03449-802160,23,11,0005,41110000,16.35,30832.0
11-23-427-03450-802161,23,11,0006,41114000,14.01,27363.0
11-23-427-03451-802162,23,11,0007,41116000,27.86,25890.0
11-23-427-03453-802163,23,11,0009,41117000,3.24,23806.0
11-23-428-03454-802164,23,12,0001,41201000,6.28,28514.0
11-23-428-03457-802165,23,12,0004,41202000,19.24,17185.0
11-23-428-03458-462495,23,12,0005,41205000,5.95,5027.0
11-23-428-03458-802166,23,12,0005,41203000,62.12,14429.0
11-23-428-03458-802167,23,12,0005,41204000,35.65,127967.0
11-23-428-03460-802168,23,12,0007,41206000,14.33,11229.0
11-23-429-03461-802169,23,13,0001,41303000,2.11,7710.0
11-23-429-03461-802170,23,13,0001,41307000,79.01,229307.0
11-23-429-03462-802171,23,13,0001,41301000,160.35,22279.0
11-23-429-03463-802172,23,13,0001,41302000,12.62,12338.0
11-23-429-03463-802173,23,13,0001,41304000,10.66,8908.0
11-23-429-03464-802174,23,13,0002,41306000,4.4,19461.0
11-23-429-03465-802175,23,13,0003,41309000,7.8,16664.0
11-23-429-03466-802176,23,13,0004,41308000,23.54,11310.0
11-23-429-03467-802177,23,13,0004,41305000,17.43,6863.0
11-23-429-03468-802178,23,13,0005,41310000,18.81,16371.0
11-23-429-03470-802179,23,13,0007,41311000,10.36,34342.0
11-23-430-03471-802180,23,14,0001,41401000,5.21,9105.0
11-23-430-03471-802181,23,14,0001,41402000,37.09,15254.0
11-23-430-03473-802182,23,14,0002,41403000,37.16,10936.0
11-23-430-03473-802183,23,14,0002,41407000,4.31,9300.0
11-23-430-03474-802184,23,14,0002,41408000,12.6,11560.0
11-23-430-03475-802185,23,14,0002,41404000,10.27,12325.0
11-23-430-03476-802186,23,14,0003,41406000,30.35,14871.0
11-23-430-03477-802187,23,14,0004,41409000,36.91,23024.0
11-23-430-03478-802188,23,14,0004,41405000,15.4,8767.0
11-23-430-03479-802189,23,14,0005,41410000,54.99,183274.0
11-23-430-03479-802190,23,14,0005,41412000,13.23,9697.0
11-23-430-03481-802191,23,14,0007,41411000,8.52,12450.0
11-23-431-03482-802192,23,15,0001,41502000,12.0,26842.0
11-23-431-03483-802193,23,15,0001,41501000,34.9,12946.0
11-23-431-03485-802194,23,15,0001,41503000,20.42,20942.0
11-23-431-03486-802195,23,15,0001,41504000,12.24,22403.0
11-23-432-03487-802196,23,18,0001,41803000,77.54,7208.0
11-23-432-03487-802197,23,18,0001,41804000,12.24,16687.0
11-23-432-03488-802198,23,18,0001,41801000,9.03,8316.0
11-23-432-03488-802199,23,18,0001,41802000,18.78,7004.0
11-23-432-03489-802200,23,18,0002,41807000,13.42,112852.0
11-23-432-03490-802201,23,18,0002,41808000,27.25,10523.0
11-23-432-03491-802202,23,18,0003,41805000,2.59,17757.0
11-23-432-03491-802203,23,18,0003,41806000,2.76,22623.0
11-23-433-03492-802205,23,19,0001,41901000,0.79,16494.0
11-23-433-03493-802206,23,19,0002,41903000,0.78,7339.0
11-23-433-03493-802207,23,19,0002,41904000,0.31,10081.0
11-23-433-03493-802208,23,19,0002,41905000,6.72,13705.0
11-23-433-03494-802209,23,19,0003,41902000,0.52,14569.0
11-23-433-03495-802210,23,19,0003,41906000,3.02,21507.0
11-23-433-03496-802211,23,19,0004,41907000,10.36,117555.0
11-23-433-03497-802212,23,19,0004,41909000,24.69,6565.0
11-23-433-03498-802213,23,19,0005,41908000,4.3,12889.0
11-23-434-03500-802215,23,20,0001,42004000,1.15,7303.0
11-23-434-03501-802216,23,20,0002,42003000,5.93,65111.0
11-23-434-03501-802217,23,20,0002,42005000,25.45,7655.0
11-23-434-03502-802218,23,20,0003,42001000,2.78,21513.0
11-23-434-03503-802219,23,20,0003,42002000,1.24,13061.0
11-23-434-03504-802220,23,20,0004,42007000,2.59,10888.0
11-23-434-03507-471043,23,20,0006,42009000,1.68,12217.0
11-23-434-03507-802221,23,20,0006,42006000,19.81,8484.0
11-23-434-03507-802222,23,20,0006,42008000,39.19,222202.0
11-23-435-03508-802224,23,21,0001,42104000,10.5,29835.0
11-23-435-03509-802225,23,21,0002,42103000,23.83,96579.0
11-23-435-03509-802226,23,21,0002,42105000,25.79,13950.0
11-23-435-03510-471486,23,21,0003,42101000,7.89,6341.0
11-23-435-03510-802227,23,21,0003,42102000,9.45,29379.0
11-23-435-03512-802228,23,21,0005,42106000,1.45,21453.0
11-23-435-03513-802230,23,21,0006,42107000,92.93,431162.0
11-23-435-03514-802231,23,21,0007,42108000,11.48,34088.0
11-23-436-03515-802232,23,22,0001,42201000,1.07,13544.0
11-23-436-03515-802233,23,22,0001,42202000,0.26,13430.0
11-23-436-03516-802234,23,22,0002,42203000,0.31,14198.0
11-23-436-03516-802235,23,22,0002,42205000,35.4,6561.0
11-23-436-03517-802236,23,22,0003,42204000,0.23,11764.0
11-23-436-03518-802237,23,22,0004,42206000,3.52,31207.0
11-23-436-03518-802238,23,22,0004,42207000,0.23,8651.0
11-23-436-03519-802239,23,22,0005,42208000,8.12,57818.0
11-23-436-03519-802240,23,22,0005,42211000,19.19,18325.0
11-23-436-03522-802241,23,22,0007,42209000,7.74,42461.0
11-23-436-03522-802242,23,22,0007,42210000,19.45,10421.0
11-23-436-03522-802243,23,22,0007,42212000,2.17,10850.0
11-23-437-03525-802245,23,23,0002,42301000,2.59,10412.0
11-23-437-03525-802246,23,23,0002,42303000,1.37,15553.0
11-23-437-03526-802248,23,23,0003,42302000,100.22,231672.0
11-23-437-03527-802249,23,23,0004,42307000,1.94,15185.0
11-23-437-03528-802250,23,23,0004,42309000,16.09,7996.0
11-23-437-03528-802251,23,23,0004,42310000,20.75,9256.0
11-23-437-03528-802252,23,23,0004,42311000,14.98,10931.0
11-23-437-03529-802253,23,23,0005,42305000,44.49,10262.0
11-23-437-03529-802254,23,23,0005,42306000,1.13,10128.0
11-23-437-03530-802255,23,23,0005,42304000,2.21,15933.0
11-23-437-03531-802256,23,23,0006,42308000,2.34,21019.0
11-23-438-03532-802257,23,25,0001,42501000,3.01,17746.0
11-23-438-03533-802258,23,25,0002,42502000,9.36,15617.0
11-23-438-03533-802259,23,25,0002,42503000,5.45,6118.0
11-23-438-03534-802260,23,25,0003,42504000,17.48,75374.0
11-23-438-03534-802261,23,25,0003,42505000,75.51,68080.0
11-23-438-03534-802262,23,25,0003,42507000,30.93,8544.0
11-23-438-03536-475533,23,25,0005,42506000,4.94,7415.0
11-23-438-03536-802263,23,25,0005,42510000,12.37,24313.0
11-23-438-03538-802265,23,25,0006,42508000,15.08,25467.0
11-23-438-03539-802266,23,25,0007,42509000,13.74,26273.0
11-23-438-03539-802267,23,25,0007,42511000,3.0,13237.0
11-23-439-03540-802268,23,26,0001,42601000,0.29,13225.0
11-23-439-03540-802269,23,26,0001,42603000,0.73,15210.0
11-23-439-03540-802270,23,26,0001,42607000,8.08,12530.0
11-23-439-03541-802271,23,26,0003,42605000,18.84,9028.0
11-23-439-03542-476238,23,26,0002,42604000,6.63,5950.0
11-23-439-03542-802272,23,26,0002,42602000,1.74,13156.0
11-23-439-03543-476370,23,26,0003,42608000,5.33,4079.0
11-23-439-03543-476371,23,26,0003,42609000,4.72,10856.0
11-23-439-03543-802273,23,26,0003,42606000,160.45,1506062.0
11-23-439-03543-802274,23,26,0003,42610000,0.64,20855.0
11-23-439-03544-802275,23,26,0004,42611000,19.07,92364.0
11-23-439-03544-802276,23,26,0004,42612000,13.0,20523.0
11-23-439-03544-802277,23,26,0004,42613000,13.31,6525.0
11-23-440-03545-802278,23,27,0001,42701000,1.62,33559.0
11-23-440-03545-802279,23,27,0001,42704000,8.19,34114.0
11-23-440-03546-802280,23,27,0002,42702000,6.09,19649.0
11-23-440-03546-802281,23,27,0002,42703000,0.72,11351.0
11-23-440-03547-802282,23,27,0003,42705000,3.88,19050.0
11-23-440-03549-802283,23,27,0005,42706000,1.79,14288.0
11-23-440-03550-802284,23,27,0006,42707000,32.67,103448.0
11-23-441-03554-802285,23,28,0001,42802000,11.12,43232.0
11-23-441-03557-802286,23,28,0002,42801000,15.54,22882.0
11-23-441-03558-802287,23,28,0003,42803000,9.0,17913.0
11-23-441-03559-802289,23,28,0004,42805000,6.14,10744.0
11-23-441-03559-802290,23,28,0004,42806000,1.33,14263.0
11-23-441-03561-802291,23,28,0006,42804000,2.32,48941.0
11-23-442-03563-802292,23,30,0001,43001000,21.54,7885.0
11-23-442-03563-802293,23,30,0001,43002000,15.8,16822.0
11-23-442-03564-802294,23,30,0002,43003000,6.47,15317.0
11-23-442-03565-802296,23,30,0003,43005000,7.77,23937.0
11-23-442-03565-802297,23,30,0003,43007000,20.41,9281.0
11-23-442-03566-802298,23,30,0004,43004000,15.15,7600.0
11-23-442-03566-802299,23,30,0004,43006000,6.64,37925.0
11-23-442-03567-802300,23,30,0005,43012000,5.68,32294.0
11-23-442-03568-802301,23,30,0006,43008000,12.95,27723.0
11-23-442-03568-802302,23,30,0006,43010000,21.83,8510.0
11-23-442-03569-802303,23,30,0005,43009000,25.79,20939.0
11-23-442-03569-802304,23,30,0006,43011000,23.41,9089.0
11-23-443-03570-802305,23,31,0001,43101000,51.41,14057.0
11-23-443-03571-802306,23,31,0002,43102000,9.99,42179.0
11-23-443-03572-802307,23,31,0003,43103000,4.24,13741.0
11-23-443-03573-802308,23,31,0004,43104000,16.55,64937.0
11-23-443-03579-802310,23,31,0007,43105000,5.83,125453.0
11-23-444-03580-802311,23,32,0001,43201000,13.99,24302.0
11-23-444-03581-802312,23,32,0002,43202000,298.48,1458416.0
11-23-445-03582-802314,23,33,0001,43301000,16.53,92518.0
11-23-445-03584-802315,23,33,0002,43303000,16.88,40628.0
11-23-445-03585-802317,23,33,0002,43302000,1.46,7132.0
11-23-445-03586-802318,23,33,0003,43304000,0.31,12689.0
11-23-445-03587-802319,23,33,0004,43307000,8.81,17240.0
11-23-445-03588-802320,23,33,0005,43305000,23.38,13791.0
11-23-445-03589-802321,23,33,0005,43306000,9.28,9742.0
11-23-446-03590-802322,23,34,0001,43402000,14.4,6784.0
11-23-446-03590-802323,23,34,0001,43404000,19.08,35702.0
11-23-446-03591-802324,23,34,0002,43403000,3.8,8095.0
11-23-446-03592-802325,23,34,0003,43401000,18.46,30448.0
11-23-446-03593-802326,23,34,0004,43405000,14.77,8718.0
11-23-446-03593-802327,23,34,0004,43406000,12.88,39859.0
11-23-446-03593-802328,23,34,0004,43409000,29.86,19938.0
11-23-446-03594-802329,23,34,0005,43410000,13.94,27379.0
11-23-446-03595-802330,23,34,0005,43408000,37.45,16094.0
11-23-446-03597-802332,23,34,0007,43407000,13.77,13783.0
11-23-447-03598-802333,23,35,0001,43507000,4.46,15766.0
11-23-447-03600-802335,23,35,0002,43503000,17.1,83722.0
11-23-447-03600-802336,23,35,0002,43505000,1.19,9646.0
11-23-447-03602-802338,23,35,0002,43502000,35.42,95012.0
11-23-447-03604-802339,23,35,0004,43506000,2.59,21423.0
11-23-447-03605-802340,23,35,0005,43504000,3.13,29553.0
11-23-448-03606-802341,23,36,0001,43603000,29.45,17487.0
11-23-448-03608-802342,23,36,0002,43602000,9.72,64497.0
11-23-448-03610-802343,23,36,0003,43601000,8.55,19183.0
11-23-449-03612-802344,23,37,0001,43710000,4.61,26202.0
11-23-449-03613-487411,23,37,0002,43706000,10.11,10259.0
11-23-449-03613-487412,23,37,0002,43707000,7.5,4301.0
11-23-449-03613-802345,23,37,0002,43705000,14.15,92362.0
11-23-449-03614-802346,23,37,0003,43701000,24.27,97424.0
11-23-449-03615-487509,23,37,0002,43708000,2.8,11168.0
11-23-449-03616-802347,23,37,0004,43704000,8.19,14591.0
11-23-449-03617-802348,23,37,0005,43703000,2.9,22339.0
11-23-449-03618-802349,23,37,0006,43702000,5.2,44378.0
11-23-449-03618-802350,23,37,0006,43709000,9.8,11370.0
11-23-450-03620-802351,23,38,0001,43804000,68.57,187029.0
11-23-450-03622-802352,23,38,0001,43803000,18.1,10923.0
11-23-450-03624-802353,23,38,0002,43801000,10.22,20150.0
11-23-450-03624-802354,23,38,0002,43802000,3.72,7159.0
11-23-451-03627-802355,23,39,0001,43902000,23.67,37870.0
11-23-451-03628-802356,23,39,0001,43901000,6.29,11318.0
11-23-451-03629-802357,23,39,0002,43903000,12.37,17062.0
11-23-451-03629-802358,23,39,0002,43905000,13.03,13213.0
11-23-451-03630-802359,23,39,0002,43916000,6.66,11958.0
11-23-451-03631-490021,23,39,0003,43909000,19.93,14539.0
11-23-451-03631-490022,23,39,0003,43910000,7.0,15283.0
11-23-451-03631-490023,23,39,0003,43912000,1.89,9167.0
