shrid2,pc01_state_id,pc01_district_id,pc01_subdistrict_id,pc01_town_id,pc01_land_area,pc01_pca_tot_p
01-05-05-00-40508000,05,05,0003,40508000,5.2,5424.0
01-05-07-00-40701000,05,07,0002,40701000,5.64,3739.0
01-08-10-00-41004000,08,10,0006,41004000,4.96,5247.0
01-08-21-00-42104000,08,21,0002,42104000,5.48,4945.0
01-08-25-00-42504000,08,25,0006,42504000,5.57,2833.0
01-08-30-00-43002000,08,30,0003,43002000,4.51,8834.0
01-09-25-00-42514000,09,25,0005,42514000,6.27,3575.0
01-09-46-00-44608000,09,46,0004,44608000,2.62,11323.0
01-09-69-00-46905000,09,69,0004,46905000,1.87,3979.0
01-10-02-00-40204000,10,02,0011,40204000,2.49,7745.0
01-10-19-00-41902000,10,19,0011,41902000,8.08,13769.0
01-10-34-00-43402000,10,34,0006,43402000,5.73,8608.0
01-16-01-00-40105000,16,01,0001,40105000,5.0,7343.0
01-18-17-00-41701000,18,17,0002,41701000,9.0,3697.0
01-19-01-00-40101000,19,01,0001,40101000,2.2,1633.0
01-19-09-00-40903000,19,09,0001,40903000,1.51,3861.0
01-19-09-00-40923000,19,09,0005,40923000,3.49,3843.0
01-19-09-00-40957000,19,09,0017,40957000,3.48,4454.0
01-19-15-00-41512000,19,15,0023,41512000,1.59,8288.0
01-20-02-00-40201000,20,02,0001,40201000,9.3,3930.0
01-20-07-00-40701000,20,07,0001,40701000,8.26,14137.0
01-20-12-00-41205000,20,12,0003,41205000,1.18,8913.0
01-20-12-00-41206000,20,12,0003,41206000,5.0,51233.0
01-20-12-00-41208000,20,12,0003,41208000,1.03,6966.0
01-20-12-00-41209000,20,12,0003,41209000,2.37,8305.0
01-20-12-00-41211000,20,12,0003,41211000,2.12,13761.0
01-20-12-00-41214000,20,12,0005,41214000,7.82,32721.0
01-20-12-00-41216000,20,12,0005,41216000,4.78,8359.0
01-20-12-00-41217000,20,12,0005,41217000,3.33,11536.0
01-20-12-00-41218000,20,12,0005,41218000,0.57,6727.0
01-20-12-00-41219000,20,12,0005,41219000,3.23,32173.0
01-20-12-00-41220000,20,12,0005,41220000,1.29,4022.0
01-20-12-00-41221000,20,12,0005,41221000,11.74,89534.0
01-20-12-00-41222000,20,12,0005,41222000,2.8,9552.0
01-20-12-00-41223000,20,12,0005,41223000,1.25,9214.0
01-20-12-00-41224000,20,12,0005,41224000,1.8,12280.0
01-20-12-00-41225000,20,12,0006,41225000,6.55,34092.0
01-20-12-00-41226000,20,12,0006,41226000,4.42,81983.0
01-20-12-00-41227000,20,12,0006,41227000,1.21,19831.0
01-20-12-00-41228000,20,12,0006,41228000,7.09,33507.0
01-20-12-00-41230000,20,12,0005,41230000,1.62,24189.0
01-20-12-00-41232000,20,12,0006,41232000,14.02,53572.0
01-20-12-00-41233000,20,12,0006,41233000,16.4,85100.0
01-20-12-00-41234000,20,12,0006,41234000,15.73,44295.0
01-20-12-00-41235000,20,12,0006,41235000,7.8,39541.0
01-20-12-00-41236000,20,12,0006,41236000,4.67,4285.0
01-20-12-00-41237000,20,12,0006,41237000,46.65,76746.0
01-20-12-00-41239000,20,12,0008,41239000,1.56,2983.0
01-20-17-00-41703000,20,17,0009,41703000,1.02,3775.0
01-20-17-00-41706000,20,17,0005,41706000,6.96,6792.0
01-20-17-00-41711000,20,17,0014,41711000,1.12,3951.0
01-21-06-00-40609000,21,06,0020,40609000,7.45,5168.0
01-22-02-00-40202000,22,02,0005,40202000,6.59,7149.0
01-22-02-00-40207000,22,02,0006,40207000,5.13,8918.0
01-23-29-00-42902000,23,29,0001,42902000,4.76,15871.0
01-23-35-00-43501000,23,35,0003,43501000,1.06,3997.0
01-23-43-00-44307000,23,43,0005,44307000,3.35,3449.0
01-23-43-00-44311000,23,43,0004,44311000,4.88,10692.0
01-23-43-00-44314000,23,43,0005,44314000,2.5,3968.0
01-24-06-00-40607000,24,06,0003,40607000,10.48,55504.0
01-24-06-00-40608000,24,06,0003,40608000,5.09,21141.0
01-24-07-00-40703000,24,07,0005,40703000,3.55,34220.0
01-24-07-00-40705000,24,07,0005,40705000,7.68,92498.0
01-24-07-00-40706000,24,07,0005,40706000,19.1,68417.0
01-24-07-00-40707000,24,07,0005,40707000,,109467.0
01-24-07-00-40708000,24,07,0005,40708000,2.1,37284.0
01-24-07-00-40709000,24,07,0005,40709000,4.22,24656.0
01-24-07-00-40711000,24,07,0005,40711000,10.09,116086.0
01-24-07-00-40712000,24,07,0005,40712000,10.94,18047.0
01-24-07-00-40714000,24,07,0006,40714000,6.01,13843.0
01-24-07-00-40715000,24,07,0006,40715000,8.51,42713.0
01-24-07-00-40718000,24,07,0006,40718000,11.37,41919.0
01-24-07-00-40719000,24,07,0006,40719000,7.26,27550.0
01-24-07-00-40720000,24,07,0006,40720000,6.37,16722.0
01-24-10-00-41002000,24,10,0001,41002000,13.54,15011.0
01-24-10-00-41004000,24,10,0001,41004000,2.77,16796.0
01-24-10-00-41010000,24,10,0003,41010000,4.83,19112.0
01-24-10-00-41011000,24,10,0003,41011000,4.27,39500.0
01-24-11-00-41103000,24,11,0002,41103000,35.9,17238.0
01-24-12-00-41204000,24,12,0003,41204000,3.62,28767.0
01-24-20-00-42002000,24,20,0002,42002000,3.5,4480.0
01-24-22-00-42207000,24,22,0010,42207000,2.96,23415.0
01-24-22-00-42208000,24,22,0010,42208000,2.91,12894.0
01-24-22-00-42209000,24,22,0010,42209000,2.12,20693.0
01-24-24-00-42403000,24,24,0002,42403000,9.89,16248.0
01-24-25-00-42503000,24,25,0001,42503000,2.83,17525.0
01-24-25-00-42505000,24,25,0001,42505000,6.24,20967.0
01-24-25-00-42510000,24,25,0003,42510000,5.11,16247.0
01-24-25-00-42514000,24,25,0003,42514000,9.66,24524.0
01-27-01-00-40102000,27,01,0004,40102000,2.41,3594.0
01-27-09-00-40911000,27,09,0006,40911000,10.7,2336.0
01-27-09-00-40914000,27,09,0006,40914000,6.39,6459.0
01-27-10-00-41002000,27,10,0001,41002000,22.01,5759.0
01-27-16-00-41604000,27,16,0005,41604000,8.44,6601.0
01-27-25-00-42519000,27,25,0006,42519000,6.39,7976.0
01-27-26-00-42604000,27,26,0003,42604000,7.04,10860.0
01-27-26-00-42608000,27,26,0005,42608000,4.59,7506.0
01-27-26-00-42615000,27,26,0009,42615000,23.17,7620.0
01-27-31-00-43104000,27,31,0003,43104000,76.15,11836.0
01-27-31-00-43114000,27,31,0011,43114000,4.3,3942.0
01-27-32-00-43206000,27,32,0005,43206000,4.34,3207.0
01-27-35-00-43502000,27,35,0001,43502000,13.24,3922.0
01-28-01-00-40105000,28,01,0028,40105000,18.66,6691.0
01-28-04-00-40408000,28,04,0044,40408000,14.0,40273.0
01-28-04-00-40410000,28,04,0045,40410000,25.87,52363.0
01-28-06-00-40602000,28,06,0005,40602000,98.0,153364.0
01-28-06-00-40603000,28,06,0006,40603000,72.0,292289.0
01-28-06-00-40604000,28,06,0007,40604000,46.87,231108.0
01-28-06-00-40605000,28,06,0010,40605000,46.8,94372.0
01-28-06-00-40606000,28,06,0010,40606000,18.0,193863.0
01-28-06-00-40607000,28,06,0011,40607000,65.0,159002.0
01-28-06-00-40609000,28,06,0013,40609000,19.7,118085.0
01-28-06-00-40611000,28,06,0015,40611000,2.19,52835.0
01-28-10-00-41006000,28,10,0016,41006000,13.74,2701.0
01-28-12-00-41208000,28,12,0030,41208000,5.08,13081.0
01-28-13-00-41305000,28,13,0022,41305000,7.92,26998.0
01-28-13-00-41308000,28,13,0029,41308000,128.04,276552.0
01-28-14-00-41411000,28,14,0036,41411000,21.65,47638.0
01-28-17-00-41703000,28,17,0019,41703000,21.88,51404.0
01-28-17-00-41704000,28,17,0023,41704000,37.53,52519.0
01-28-18-00-41804000,28,18,0035,41804000,2.22,6526.0
01-28-19-00-41902000,28,19,0007,41902000,8.01,8529.0
01-28-20-00-42008000,28,20,0032,42008000,33.79,148039.0
01-28-20-00-42009000,28,20,0032,42009000,11.0,31431.0
01-28-20-00-42010000,28,20,0032,42010000,27.6,64729.0
01-28-20-00-42011000,28,20,0032,42011000,6.0,18307.0
01-28-21-00-42104000,28,21,0015,42104000,21.69,6861.0
01-28-21-00-42107000,28,21,0030,42107000,32.6,11679.0
01-28-23-00-42311000,28,23,0040,42311000,1.04,6797.0
01-29-04-00-40415000,29,04,0006,40415000,6.91,4702.0
01-29-20-00-42002000,29,20,0001,42002000,28.27,94234.0
01-29-20-00-42005000,29,20,0001,42005000,53.54,200530.0
01-29-20-00-42006000,29,20,0001,42006000,5.71,18069.0
01-29-20-00-42011000,29,20,0002,42011000,52.9,154223.0
01-29-20-00-42012000,29,20,0002,42012000,2.85,10467.0
01-29-20-00-42014000,29,20,0002,42014000,1.27,13316.0
01-29-20-00-42015000,29,20,0002,42015000,6.31,20874.0
01-29-20-00-42016000,29,20,0002,42016000,2.5,11201.0
01-29-21-00-42102000,29,21,0002,42102000,0.11,6172.0
01-29-22-00-42205000,29,22,0000,42205000,3.47,8493.0
01-29-24-00-42409000,29,24,0001,42409000,3.26,7233.0
01-29-24-00-42410000,29,24,0001,42410000,4.68,9956.0
01-29-26-00-42605000,29,26,0004,42605000,7.68,1527.0
01-32-09-00-40901000,32,09,0002,40901000,,2311.0
01-33-03-00-40341000,33,03,0003,40341000,13.4,5151.0
01-33-09-00-40905000,33,09,0001,40905000,20.03,6812.0
01-33-10-00-41053000,33,10,0005,41053000,23.4,16255.0
01-33-12-00-41221000,33,12,0004,41221000,5.32,3844.0
01-33-13-00-41317000,33,13,0005,41317000,9.36,11834.0
01-33-26-00-42618000,33,26,0003,42618000,3.0,8785.0
11-01-001-00001-800001,01,01,0001,40101000,4.1,14857.0
11-01-001-00002-800002,01,01,0002,40102000,8.5,10638.0
11-01-002-00005-800016,01,04,0001,40401000,2.3,4312.0
11-01-002-00005-800017,01,04,0001,40402000,5.1,6295.0
11-01-002-00006-800018,01,04,0002,40404000,4.3,2038.0
11-01-002-00007-800019,01,04,0002,40403000,10.1,11767.0
11-01-002-00009-800021,01,04,0003,40405000,0.8,7374.0
11-01-003-00010-800047,01,07,0001,40701000,9.2,28639.0
11-01-004-00013-800048,01,08,0001,40801000,2.1,10657.0
11-01-005-00016-800062,01,11,0001,41101000,10.36,23978.0
11-01-006-00020-800064,01,12,0001,41201000,4.18,3475.0
11-01-006-00022-800065,01,12,0002,41202000,12.89,21580.0
11-01-006-00025-800066,01,12,0005,41203000,4.63,4512.0
11-01-006-00026-800067,01,12,0006,41204000,0.19,4088.0
11-01-007-00027-800081,01,14,0001,41401000,6.35,4640.0
11-01-007-00028-800082,01,14,0002,41402000,2.61,5945.0
11-01-007-00030-800083,01,14,0003,41403000,0.74,1597.0
11-01-007-00030-800084,01,14,0003,41404000,28.31,51034.0
11-01-007-00030-800085,01,14,0003,41405000,1.14,7075.0
11-01-007-00031-800086,01,14,0004,41406000,4.0,8437.0
11-01-008-00032-800003,01,02,0004,40204000,28.7,59624.0
11-01-008-00034-800005,01,02,0005,40205000,0.3,11355.0
11-01-008-00035-800006,01,02,0006,40206000,32.8,71896.0
11-01-008-00037-800007,01,02,0007,40207000,4.9,4246.0
11-01-008-00039-800008,01,02,0008,40208000,1.4,1901.0
11-01-008-00039-800009,01,02,0008,40209000,8.1,878.0
11-01-009-00041-800010,01,02,0002,40201000,13.4,25795.0
11-01-009-00042-800011,01,02,0003,40202000,18.3,9972.0
11-01-009-00042-800012,01,02,0003,40203000,17.9,10655.0
11-01-010-00043-800013,01,03,0003,40302000,234.48,952324.0
11-01-010-00043-800014,01,03,0003,40303000,4.23,18923.0
11-01-011-00047-800015,01,03,0002,40301000,7.72,13721.0
11-01-012-00048-800022,01,05,0001,40501000,3.9,16963.0
11-01-012-00048-800023,01,05,0001,40502000,21.9,7166.0
11-01-012-00049-800024,01,05,0003,40504000,13.9,6252.0
11-01-012-00050-800025,01,05,0002,40503000,0.6,11651.0
11-01-012-00051-800026,01,05,0003,40505000,8.3,14229.0
11-01-013-00052-800027,01,05,0004,40506000,5.4,12246.0
11-01-014-00053-800028,01,06,0001,40601000,18.0,6066.0
11-01-014-00054-800030,01,06,0002,40602000,2.4,19794.0
11-01-014-00055-800032,01,06,0003,40603000,1.4,6537.0
11-01-014-00055-800033,01,06,0003,40604000,37.9,91359.0
11-01-014-00055-800034,01,06,0003,40605000,2.1,5834.0
11-01-014-00057-800037,01,06,0003,40606000,3.4,4863.0
11-01-014-00058-800038,01,06,0005,40608000,1.2,3537.0
11-01-014-00058-800039,01,06,0005,40609000,12.3,17237.0
11-01-015-00059-800040,01,06,0004,40607000,12.8,13136.0
11-01-016-00062-800049,01,09,0003,40904000,14.25,11320.0
11-01-016-00065-800050,01,09,0007,40906000,5.5,10516.0
11-01-017-00066-800051,01,09,0001,40901000,4.07,2795.0
11-01-017-00067-800052,01,09,0002,40902000,4.53,4329.0
11-01-017-00067-800053,01,09,0002,40903000,6.48,3799.0
11-01-018-00068-800054,01,09,0004,40905000,0.63,14936.0
11-01-019-00072-004954,01,10,0003,41005000,5.03,7000.0
11-01-019-00072-800055,01,10,0003,41004000,30.32,79299.0
11-01-019-00073-800056,01,10,0004,41006000,1.09,1243.0
11-01-019-00073-800057,01,10,0004,41007000,0.7,2054.0
11-01-019-00074-800058,01,10,0005,41008000,4.71,6776.0
11-01-020-00077-005415,01,10,0002,41002000,6.34,4199.0
11-01-020-00077-800059,01,10,0002,41001000,4.19,7973.0
11-01-020-00077-800061,01,10,0002,41003000,1.48,8083.0
11-01-021-00078-800068,01,13,0001,41301000,3.5,3630.0
11-01-021-00078-800069,01,13,0001,41302000,1.85,10896.0
11-01-021-00078-800070,01,13,0001,41303000,3.38,6518.0
11-01-021-00079-800071,01,13,0002,41304000,150.43,549791.0
11-01-021-00079-800072,01,13,0002,41305000,6.45,28791.0
11-01-021-00079-800073,01,13,0002,41306000,2.0,3709.0
11-01-021-00080-800074,01,13,0003,41307000,1.06,14324.0
11-01-021-00081-800075,01,13,0004,41308000,2.8,9139.0
11-01-021-00081-800076,01,13,0004,41309000,12.55,9057.0
11-01-022-00082-006671,01,13,0005,41311000,5.37,4122.0
11-01-022-00082-800077,01,13,0005,41310000,44.71,33581.0
11-01-022-00082-800078,01,13,0005,41312000,1.44,6726.0
11-01-022-00082-800079,01,13,0005,41313000,1.65,15914.0
11-01-022-00082-800080,01,13,0005,41314000,3.0,5020.0
11-02-023-00087-800087,02,01,0005,40102000,4.1,1964.0
11-02-023-00087-800088,02,01,0005,40103000,7.6,7425.0
11-02-023-00088-800089,02,01,0006,40104000,2.6,1810.0
11-02-023-00088-800090,02,01,0006,40105000,2.1,3016.0
11-02-023-00090-800091,02,01,0008,40101000,4.3,20327.0
11-02-024-00093-800092,02,02,0001,40201000,4.8,9066.0
11-02-024-00099-800093,02,02,0007,40203000,0.9,5234.0
11-02-024-00099-800093,02,02,0007,40202000,10.6,19124.0
11-02-024-00099-800094,02,02,0007,40204000,6.2,10775.0
11-02-024-00100-800095,02,02,0008,40205000,3.1,9156.0
11-02-024-00101-800096,02,02,0008,40208000,1.2,5657.0
11-02-024-00103-800097,02,02,0010,40206000,3.3,4336.0
11-02-024-00104-800098,02,02,0010,40207000,4.5,4931.0
11-02-024-00111-800099,02,02,0017,40209000,0.7,4006.0
11-02-026-00117-800100,02,04,0001,40401000,3.0,6265.0
11-02-026-00118-800101,02,04,0002,40402000,6.7,18306.0
11-02-026-00118-800102,02,04,0002,40403000,2.0,4260.0
11-02-026-00120-800103,02,04,0004,40404000,2.2,1262.0
11-02-027-00124-800104,02,05,0002,40501000,4.3,5048.0
11-02-027-00129-800105,02,05,0007,40502000,3.0,3706.0
11-02-027-00132-800106,02,05,0009,40505000,11.5,23986.0
11-02-027-00133-800107,02,05,0010,40503000,4.3,26873.0
11-02-027-00133-800108,02,05,0010,40504000,4.0,1369.0
11-02-028-00140-800109,02,06,0001,40601000,3.0,7077.0
11-02-028-00141-800110,02,06,0002,40602000,2.3,4405.0
11-02-028-00143-800111,02,06,0003,40603000,5.2,17252.0
11-02-028-00144-800112,02,06,0004,40604000,1.1,1472.0
11-02-029-00148-800113,02,07,0002,40701000,5.1,3354.0
11-02-029-00148-800114,02,07,0002,40702000,3.8,3181.0
11-02-029-00150-800115,02,07,0004,40703000,5.0,15900.0
11-02-029-00150-800116,02,07,0004,40704000,3.8,8681.0
11-02-029-00150-800117,02,07,0004,40705000,2.8,8308.0
11-02-030-00152-800118,02,08,0001,40801000,3.1,5721.0
11-02-030-00154-800119,02,08,0002,40802000,2.9,2011.0
11-02-030-00155-800120,02,08,0003,40803000,0.8,1161.0
11-02-030-00156-800121,02,08,0004,40804000,10.6,13058.0
11-02-031-00158-800122,02,09,0001,40901000,1.5,2877.0
11-02-031-00161-800123,02,09,0003,40902000,1.9,9443.0
11-02-031-00162-800124,02,09,0003,40903000,7.0,22601.0
11-02-031-00164-800125,02,09,0005,40904000,2.6,4990.0
11-02-031-00164-800126,02,09,0005,40905000,8.4,8609.0
11-02-031-00165-800127,02,09,0006,40906000,3.3,2750.0
11-02-031-00165-800128,02,09,0006,40907000,6.2,34206.0
11-02-031-00165-800129,02,09,0006,40908000,2.4,5719.0
11-02-032-00167-800130,02,10,0001,41001000,2.1,2527.0
11-02-032-00172-800131,02,10,0006,41002000,8.8,26053.0
11-02-032-00173-800132,02,10,0007,41003000,6.2,19090.0
11-02-033-00177-800133,02,11,0001,41101000,2.1,5653.0
11-02-033-00179-800134,02,11,0003,41102000,1.0,713.0
11-02-033-00180-800135,02,11,0004,41103000,1.8,1529.0
11-02-033-00181-800136,02,11,0005,41104000,1.4,2420.0
11-02-033-00182-800137,02,11,0006,41105000,28.5,142555.0
11-02-033-00184-800138,02,11,0008,41106000,4.0,3754.0
11-02-033-00185-800139,02,11,0009,41107000,4.0,1507.0
11-02-033-00188-800140,02,11,0012,41109000,0.9,1346.0
11-02-033-00189-800141,02,11,0013,41108000,0.4,1149.0
11-02-033-00191-800142,02,11,0015,41110000,1.1,6607.0
11-03-035-00201-027772,03,01,0002,40102000,7.89,16668.0
11-03-035-00201-027775,03,01,0002,40104000,4.66,4565.0
11-03-035-00201-800143,03,01,0002,40101000,5.08,21815.0
11-03-035-00201-800144,03,01,0002,40103000,22.1,168485.0
11-03-035-00202-800145,03,01,0003,40106000,14.36,21502.0
11-03-035-00202-800146,03,01,0003,40107000,10.85,68441.0
11-03-035-00202-800147,03,01,0003,40114000,14.37,18710.0
11-03-035-00203-800148,03,01,0004,40110000,1.5,15915.0
11-03-035-00203-800149,03,01,0004,40111000,8.75,147872.0
11-03-035-00203-800150,03,01,0004,40113000,9.06,22001.0
11-03-035-00203-800151,03,01,0004,40112000,0.52,5450.0
11-03-035-00204-800152,03,01,0005,40109000,2.0,7494.0
11-03-036-00205-800153,03,03,0001,40302000,10.0,10091.0
11-03-036-00205-800154,03,03,0001,40301000,7.18,9616.0
11-03-036-00206-029355,03,03,0002,40305000,3.36,15337.0
11-03-036-00206-800155,03,03,0002,40304000,56.0,85686.0
11-03-036-00206-800156,03,03,0002,40303000,2.0,7973.0
11-03-036-00207-800157,03,03,0003,40306000,10.52,15571.0
11-03-036-00208-800158,03,03,0004,40307000,16.0,102253.0
11-03-037-00209-800159,03,04,0001,40408000,3.0,8548.0
11-03-037-00209-800160,03,04,0001,40409000,3.0,12607.0
11-03-037-00210-800161,03,04,0002,40410000,12.5,31408.0
11-03-037-00211-030248,03,04,0003,40411000,13.76,7705.0
11-03-037-00211-800162,03,04,0003,40413000,5.0,15158.0
11-03-037-00211-800163,03,04,0003,40414000,0.75,22302.0
11-03-037-00211-800164,03,04,0003,40412000,6.15,12632.0
11-03-037-00212-030390,03,04,0004,40406000,1.34,4060.0
11-03-037-00212-800165,03,04,0004,40407000,15.21,40531.0
11-03-037-00212-800166,03,04,0004,40405000,102.0,714077.0
11-03-037-00212-800167,03,04,0004,40403000,6.0,7172.0
11-03-037-00212-800168,03,04,0004,40402000,8.2,16707.0
11-03-037-00213-800169,03,04,0005,40404000,10.0,25157.0
11-03-037-00213-800170,03,04,0005,40401000,4.65,13919.0
11-03-038-00214-800171,03,05,0001,40506000,16.5,22048.0
11-03-038-00214-800172,03,05,0001,40504000,19.9,20114.0
11-03-038-00214-800173,03,05,0001,40505000,2.0,6264.0
11-03-038-00215-031343,03,05,0002,40502000,1.64,5360.0
11-03-038-00215-031344,03,05,0002,40503000,25.42,22574.0
11-03-038-00215-800174,03,05,0002,40501000,2.61,21384.0
11-03-038-00216-031760,03,05,0003,40508000,8.89,7433.0
11-03-038-00216-800175,03,05,0003,40507000,1.5,7818.0
11-03-038-00216-800176,03,05,0003,40509000,35.0,149668.0
11-03-038-00216-800177,03,05,0003,40510000,5.71,4245.0
11-03-038-00217-800178,03,05,0004,40511000,6.56,10018.0
11-03-038-00217-800179,03,05,0004,40512000,7.0,15148.0
11-03-039-00218-800180,03,06,0001,40601000,11.0,18809.0
11-03-039-00218-800181,03,06,0001,40602000,9.59,31967.0
11-03-039-00218-800182,03,06,0001,40603000,5.41,12134.0
11-03-039-00219-800183,03,06,0002,40604000,6.0,18156.0
11-03-040-00220-800184,03,08,0001,40805000,3.0,19058.0
11-03-040-00221-800185,03,08,0002,40804000,28.4,49825.0
11-03-040-00222-800186,03,08,0003,40803000,7.0,12689.0
11-03-040-00222-800187,03,08,0003,40802000,32.0,60677.0
11-03-040-00223-800188,03,08,0004,40801000,7.27,8842.0
11-03-041-00224-800189,03,09,0001,40912000,3.5,18364.0
11-03-041-00224-800190,03,09,0001,40911000,9.0,17590.0
11-03-041-00225-800191,03,09,0002,40908000,24.75,103099.0
11-03-041-00226-800192,03,09,0003,40907000,3.5,7267.0
11-03-041-00226-800193,03,09,0003,40906000,7.0,7186.0
11-03-041-00226-800194,03,09,0003,40909000,6.0,18986.0
11-03-041-00227-800195,03,09,0004,40910000,5.0,17293.0
11-03-041-00227-800196,03,09,0004,40901000,159.37,1398467.0
11-03-041-00228-800197,03,09,0005,40902000,2.05,13949.0
11-03-041-00229-033755,03,09,0006,40904000,5.48,6603.0
11-03-041-00229-800198,03,09,0006,40905000,10.65,24769.0
11-03-041-00230-800199,03,09,0007,40903000,14.0,60080.0
11-03-042-00231-800200,03,10,0001,41004000,3.4,6366.0
11-03-042-00232-800201,03,10,0002,41003000,6.0,21596.0
11-03-042-00233-800202,03,10,0003,41002000,16.1,135279.0
11-03-042-00233-800203,03,10,0003,41001000,19.5,15399.0
11-03-043-00234-800204,03,11,0001,41101000,7.66,12175.0
11-03-043-00234-800205,03,11,0001,41102000,7.06,31783.0
11-03-043-00235-800207,03,11,0002,41104000,11.33,95475.0
11-03-043-00235-800208,03,11,0002,41105000,20.1,57678.0
11-03-043-00235-800209,03,11,0002,41103000,3.0,14573.0
11-03-043-00236-800211,03,11,0003,41106000,2.45,14351.0
11-03-043-00236-800212,03,11,0003,41107000,7.56,32924.0
11-03-043-00237-800213,03,11,0004,41108000,10.04,67427.0
11-03-043-00238-800214,03,11,0005,41109000,23.07,124339.0
11-03-044-00239-800215,03,12,0001,41203000,20.0,70765.0
11-03-044-00240-800216,03,12,0002,41204000,8.25,36598.0
11-03-044-00241-800217,03,12,0003,41202000,17.73,83655.0
11-03-044-00241-800218,03,12,0003,41201000,5.0,7546.0
11-03-045-00242-800219,03,13,0001,41301000,18.14,79321.0
11-03-045-00242-800220,03,13,0001,41302000,17.25,80785.0
11-03-045-00243-800221,03,13,0002,41303000,9.6,33465.0
11-03-046-00244-800223,03,14,0001,41403000,8.88,44665.0
11-03-046-00245-035831,03,14,0002,41402000,6.84,4775.0
11-03-046-00245-800224,03,14,0002,41404000,4.16,13246.0
11-03-046-00245-800225,03,14,0002,41401000,4.0,12813.0
11-03-046-00245-800226,03,14,0002,41405000,110.0,217256.0
11-03-046-00245-800227,03,14,0002,41406000,2.0,5401.0
11-03-046-00245-800228,03,14,0002,41408000,2.0,6504.0
11-03-046-00246-800229,03,14,0003,41407000,3.99,19551.0
11-03-046-00246-800231,03,14,0003,41409000,14.08,27543.0
11-03-047-00247-800232,03,15,0001,41505000,8.0,16315.0
11-03-047-00248-800233,03,15,0002,41504000,4.0,14886.0
11-03-047-00248-800234,03,15,0002,41503000,8.06,23521.0
11-03-047-00249-800235,03,15,0003,41501000,9.0,15080.0
11-03-047-00249-800236,03,15,0003,41502000,21.67,72627.0
11-03-048-00250-800237,03,17,0001,41704000,5.5,46592.0
11-03-048-00251-800238,03,17,0001,41703000,6.0,22175.0
11-03-048-00251-800239,03,17,0001,41702000,3.0,8212.0
11-03-048-00252-800240,03,17,0002,41701000,15.48,62000.0
11-03-048-00253-036830,03,17,0003,41708000,1.97,8179.0
11-03-048-00253-800242,03,17,0003,41706000,65.0,323884.0
11-03-048-00253-800243,03,17,0003,41705000,5.18,17935.0
11-03-048-00254-800244,03,17,0004,41709000,5.0,5754.0
11-03-048-00254-800245,03,17,0004,41710000,25.0,82956.0
11-03-049-00255-800246,03,02,0001,40201000,2.5,5779.0
11-03-049-00255-800247,03,02,0001,40202000,9.0,18589.0
11-03-049-00255-800248,03,02,0001,40204000,4.0,12176.0
11-03-049-00256-800249,03,02,0002,40203000,3.0,12992.0
11-03-049-00256-800250,03,02,0002,40206000,2.85,12162.0
11-03-049-00256-800251,03,02,0002,40211000,4.2,23834.0
11-03-049-00257-800252,03,02,0003,40205000,136.0,1003917.0
11-03-049-00258-037850,03,02,0007,40213000,7.47,8731.0
11-03-049-00258-800253,03,02,0007,40212000,7.0,12631.0
11-03-050-00259-800254,03,02,0004,40210000,20.0,55787.0
11-03-050-00260-038244,03,02,0005,40207000,8.0,10293.0
11-03-050-00260-800255,03,02,0005,40209000,9.33,34444.0
11-03-050-00260-800256,03,02,0005,40208000,4.5,11940.0
11-03-051-00262-800257,03,07,0001,40702000,3.0,13889.0
11-03-051-00263-800258,03,07,0001,40701000,22.82,45368.0
11-03-051-00264-038763,03,07,0002,40703000,1.04,10162.0
11-03-051-00264-800259,03,07,0002,40704000,25.0,49159.0
11-03-051-00265-800261,03,07,0002,40706000,4.5,22635.0
11-03-052-00266-039141,03,07,0003,40707000,8.49,6147.0
11-03-052-00266-800262,03,07,0003,40705000,9.0,23047.0
11-03-052-00266-800263,03,07,0003,40708000,14.97,20361.0
11-03-052-00266-800263,03,07,0003,40709000,18.0,42289.0
11-03-052-00267-800265,03,17,0004,41711000,6.5,15013.0
11-03-052-00267-800266,03,07,0004,40710000,23.86,123484.0
11-03-052-00268-039383,03,17,0005,41713000,5.92,9216.0
11-03-052-00268-800267,03,17,0005,41714000,8.55,25022.0
11-03-052-00268-800268,03,17,0005,41712000,20.0,15841.0
11-03-053-00269-800269,03,16,0002,41601000,6.1,28022.0
11-03-053-00269-800270,03,16,0002,41602000,21.12,107009.0
11-03-053-00270-800271,03,16,0003,41603000,32.0,49406.0
11-03-053-00271-800272,03,16,0004,41617000,6.0,17792.0
11-03-053-00271-800273,03,16,0004,41616000,18.0,77989.0
11-03-053-00271-800274,03,16,0004,41609000,3.25,20239.0
11-03-053-00272-800275,03,16,0005,41610000,7.5,9245.0
11-03-053-00272-800276,03,16,0005,41615000,37.25,56251.0
11-03-053-00272-800277,03,16,0005,41614000,27.05,13079.0
11-03-053-00273-800278,03,16,0006,41611000,8.5,19336.0
11-03-053-00274-800279,03,16,0006,41612000,6.11,14924.0
11-03-053-00274-800280,03,16,0006,41613000,5.0,10960.0
11-03-054-00275-800281,03,16,0001,41605000,26.0,96624.0
11-03-054-00275-800282,03,16,0001,41606000,3.0,9733.0
11-03-054-00275-800283,03,16,0001,41608000,5.0,18485.0
11-03-054-00276-800284,03,16,0001,41607000,10.75,18917.0
11-03-054-00276-800285,03,16,0001,41604000,6.0,16808.0
