shrid2,pc91_state_id,pc91_district_id
01-06-18-0003-00601100,08,10
01-06-18-0003-00607700,08,10
01-08-06-0007-00851700,21,05
01-08-06-0007-00851800,21,05
01-08-06-0007-00852000,21,05
01-08-06-0007-00852600,21,05
01-08-06-0007-00859400,21,05
01-08-06-0007-00859700,21,05
01-08-07-0009-01074600,21,06
01-08-09-0001-01192000,21,08
01-08-10-00-41004000,21,08
01-08-13-0004-01718700,21,10
01-08-21-00-42104000,21,11
01-08-25-00-42504000,21,21
01-08-30-00-43002000,21,26
01-09-01-0001-00001200,25,12
01-09-01-0001-00018600,25,12
01-09-01-0002-00034300,25,12
01-09-01-0002-00037200,25,12
01-09-01-0002-00037300,25,12
01-09-01-0002-00038600,25,12
01-09-01-0002-00038700,25,12
01-09-01-0002-00038800,25,12
01-09-01-0002-00041100,25,12
01-09-01-0002-00041200,25,12
01-09-01-0002-00041300,25,12
01-09-01-0002-00041500,25,12
01-09-01-0002-00041800,25,12
01-09-01-0002-00050300,25,12
01-09-01-0002-00052300,25,12
01-09-01-0002-00052500,25,12
01-09-01-0002-00052600,25,12
01-09-01-0002-00052900,25,12
01-09-01-0002-00053000,25,12
01-09-01-0002-00053100,25,12
01-09-01-0002-00053200,25,12
01-09-01-0002-00053400,25,12
01-09-01-0002-00053500,25,12
01-09-01-0002-00053600,25,12
01-09-01-0002-00053900,25,12
01-09-01-0002-00054100,25,12
01-09-01-0002-00054200,25,12
01-09-01-0002-00054300,25,12
01-09-01-0002-00056400,25,12
01-09-01-0002-00057000,25,12
01-09-01-0002-00057200,25,12
01-09-04-0002-00633500,25,10
01-09-05-0003-00798500,25,11
01-09-05-0003-00803900,25,11
01-09-05-0003-00804000,25,11
01-09-05-0003-00804100,25,11
01-09-07-0001-00979400,25,15
01-09-07-0001-00979600,25,15
01-09-09-0001-01070600,25,16
01-09-09-0002-01083400,25,16
01-09-09-0002-01083500,25,16
01-09-09-0002-01086500,25,16
01-09-10-0001-01125000,25,16
01-09-10-0001-01125100,25,16
01-09-10-0001-01125200,25,16
01-09-10-0001-01125500,25,16
01-09-10-0001-01125600,25,16
01-09-10-0001-01125700,25,16
01-09-10-0001-01125800,25,16
01-09-10-0001-01125900,25,16
01-09-10-0001-01126000,25,16
01-09-10-0001-01129000,25,16
01-09-10-0001-01129100,25,16
01-09-10-0001-01129200,25,16
01-09-10-0001-01129300,25,16
01-09-10-0001-01129400,25,16
01-09-10-0002-01137800,25,16
01-09-10-0002-01137900,25,16
01-09-10-0002-01138000,25,16
01-09-10-0002-01138300,25,16
01-09-10-0002-01138500,25,16
01-09-10-0002-01138700,25,16
01-09-10-0002-01138800,25,16
01-09-10-0002-01140100,25,16
01-09-10-0002-01140200,25,16
01-09-10-0002-01140300,25,16
01-09-10-0002-01140400,25,16
01-09-10-0002-01140500,25,16
01-09-10-0002-01140600,25,16
01-09-10-0002-01140700,25,16
01-09-10-0002-01140800,25,16
01-09-10-0002-01140900,25,16
01-09-10-0002-01141100,25,16
01-09-10-0002-01141200,25,16
01-09-10-0002-01141300,25,16
01-09-10-0002-01141400,25,16
01-09-10-0002-01141900,25,17
01-09-10-0002-01142000,25,17
01-09-10-0002-01142100,25,17
01-09-10-0002-01142200,25,17
01-09-10-0002-01142300,25,17
01-09-10-0002-01142400,25,17
01-09-10-0002-01142500,25,17
01-09-10-0002-01142600,25,17
01-09-10-0002-01142900,25,17
01-09-10-0002-01143000,25,17
01-09-10-0002-01143300,25,17
01-09-10-0002-01143800,25,17
01-09-12-0004-01361900,25,18
01-09-16-0002-01671500,25,21
01-09-16-0002-01673000,25,21
01-09-16-0002-01673100,25,21
01-09-16-0002-01674000,25,21
01-09-16-0002-01674800,25,21
01-09-16-0002-01674900,25,21
01-09-16-0002-01675200,25,21
01-09-16-0002-01675800,25,21
01-09-16-0002-01675900,25,21
01-09-16-0002-01676000,25,21
01-09-16-0002-01676100,25,21
01-09-16-0002-01676200,25,21
01-09-16-0003-01706800,25,21
01-09-19-0003-02050600,25,24
01-09-19-0003-02050700,25,24
01-09-19-0003-02050800,25,24
01-09-19-0005-02122600,25,24
01-09-19-0005-02127400,25,24
01-09-20-0003-02279700,25,25
01-09-20-0004-02296400,25,25
01-09-20-0004-02316900,25,25
01-09-20-0005-02336900,25,25
01-09-21-0001-02424400,25,26
01-09-21-0001-02427900,25,26
01-09-21-0001-02430200,25,26
01-09-21-0003-02495800,25,26
01-09-21-0003-02499600,25,26
01-09-21-0003-02505800,25,26
01-09-21-0003-02506900,25,26
01-09-21-0003-02516900,25,26
01-09-22-0002-02616000,25,27
01-09-22-0002-02616100,25,27
01-09-22-0003-02718500,25,27
01-09-23-0001-02787900,25,28
01-09-23-0001-02789200,25,28
01-09-23-0001-02796600,25,28
01-09-23-0002-02819700,25,28
01-09-23-0002-02822400,25,28
01-09-23-0002-02828200,25,28
01-09-23-0002-02829200,25,28
01-09-23-0002-02831600,25,28
01-09-23-0003-02842100,25,28
01-09-25-00-42514000,25,30
01-09-25-0001-03232000,25,30
01-09-25-0001-03236700,25,30
01-09-27-0002-03613300,25,32
01-09-27-0002-03613400,25,32
01-09-27-0002-03613500,25,32
01-09-27-0002-03613800,25,32
01-09-27-0002-03613900,25,32
01-09-27-0002-03614000,25,32
01-09-27-0002-03614100,25,32
01-09-27-0002-03614200,25,32
01-09-27-0002-03614300,25,32
01-09-27-0002-03614700,25,32
01-09-27-0002-03615100,25,32
01-09-27-0002-03618100,25,32
01-09-27-0002-03618200,25,32
01-09-27-0002-03618500,25,32
01-09-27-0002-03618600,25,32
01-09-27-0002-03618700,25,32
01-09-27-0002-03618800,25,32
01-09-27-0002-03618900,25,32
01-09-27-0002-03619000,25,32
01-09-27-0002-03619100,25,32
01-09-27-0002-03619200,25,32
01-09-27-0002-03619300,25,32
01-09-27-0002-03619400,25,32
01-09-36-0005-04572400,25,39
01-09-36-0005-04572500,25,39
01-09-36-0005-04572700,25,39
01-09-36-0005-04573800,25,39
01-09-36-0005-04579800,25,39
01-09-36-0005-04580000,25,39
01-09-36-0005-04581200,25,39
01-09-36-0005-04581300,25,39
01-09-36-0005-04584700,25,39
01-09-36-0005-04584900,25,39
01-09-36-0005-04585000,25,39
01-09-36-0005-04585100,25,39
01-09-36-0005-04585200,25,39
01-09-36-0005-04585300,25,39
01-09-36-0005-04585400,25,39
01-09-36-0005-04585600,25,39
01-09-41-0001-04881000,25,42
01-09-42-0001-04936200,25,33
01-09-42-0001-04936300,25,33
01-09-42-0001-04936400,25,33
01-09-42-0001-04936500,25,33
01-09-42-0001-04936600,25,33
01-09-42-0001-04936700,25,33
01-09-42-0003-05040300,25,43
01-09-42-0003-05040800,25,43
01-09-45-0004-05502000,25,45
01-09-46-00-44608000,25,48
01-09-47-0004-05938400,25,49
01-09-48-0004-06149900,25,49
01-09-48-0004-06150000,25,49
01-09-48-0004-06150100,25,49
01-09-48-0004-06150900,25,49
01-09-48-0004-06151000,25,49
01-09-48-0004-06151100,25,49
01-09-48-0004-06151200,25,49
01-09-48-0004-06151300,25,49
01-09-48-0004-06151400,25,49
01-09-48-0004-06157800,25,49
01-09-48-0004-06157900,25,49
01-09-48-0004-06158000,25,49
01-09-48-0004-06158100,25,49
01-09-48-0004-06158200,25,49
01-09-48-0004-06158400,25,49
01-09-48-0004-06159000,25,49
01-09-48-0004-06159100,25,49
01-09-48-0004-06159200,25,49
01-09-48-0004-06159300,25,49
01-09-48-0004-06159400,25,49
01-09-48-0004-06159500,25,49
01-09-48-0004-06159600,25,49
01-09-48-0004-06159700,25,49
01-09-48-0004-06159900,25,49
01-09-48-0004-06160000,25,49
01-09-48-0004-06160100,25,49
01-09-48-0004-06160200,25,49
01-09-48-0004-06160300,25,49
01-09-48-0004-06160800,25,49
01-09-50-0001-06425100,25,46
01-09-50-0001-06430600,25,46
01-09-51-0001-06561000,25,46
01-09-52-0002-06671300,25,47
01-09-53-0004-06869000,25,47
01-09-54-0002-06984600,25,51
01-09-54-0002-06984700,25,51
01-09-54-0002-06984800,25,51
01-09-54-0002-06985000,25,51
01-09-54-0002-06985100,25,51
01-09-54-0002-06985200,25,51
01-09-54-0002-06985300,25,51
01-09-54-0002-06985400,25,51
01-09-54-0002-06985700,25,51
01-09-54-0002-06985800,25,51
01-09-54-0002-06985900,25,51
01-09-54-0002-06986000,25,51
01-09-54-0002-06986700,25,51
01-09-54-0002-06986800,25,51
01-09-54-0002-06987000,25,51
01-09-54-0002-06987500,25,51
01-09-54-0005-07120000,25,51
01-09-54-0005-07134700,25,51
01-09-54-0005-07134900,25,51
01-09-54-0005-07135200,25,51
01-09-54-0005-07135300,25,51
01-09-54-0005-07135400,25,51
01-09-54-0005-07135500,25,51
01-09-55-0002-07227500,25,53
01-09-55-0002-07227600,25,53
01-09-55-0002-07228100,25,53
01-09-55-0002-07228200,25,53
01-09-57-0001-07674800,25,52
01-09-57-0001-07679400,25,52
01-09-57-0003-07729900,25,52
01-09-57-0003-07737500,25,52
01-09-57-0003-07742100,25,52
01-09-57-0004-07745200,25,52
01-09-58-0002-07830600,25,54
01-09-58-0002-07830800,25,54
01-09-58-0002-07830900,25,54
01-09-62-0004-09031400,25,56
01-09-62-0004-09032600,25,56
01-09-62-0004-09035600,25,56
01-09-62-0004-09035700,25,56
01-09-62-0004-09035800,25,56
01-09-62-0004-09036000,25,56
01-09-62-0004-09036100,25,56
01-09-62-0004-09036200,25,56
01-09-64-0002-09405300,25,58
01-09-66-0003-10138100,25,61
01-09-67-0002-10218700,25,61
01-09-67-0002-10224000,25,61
01-09-67-0002-10226300,25,61
01-09-67-0002-10231600,25,61
01-09-67-0002-10260500,25,61
01-09-68-0002-10385100,25,61
01-09-69-00-46905000,25,62
01-09-69-0002-10479100,25,62
01-09-70-0003-10718800,25,63
01-09-70-0003-10720900,25,63
01-09-70-0003-10727700,25,63
01-10-02-00-40204000,05,13
01-10-02-0025-00262200,05,13
01-10-02-0025-00262400,05,13
01-10-05-0014-00447100,05,20
01-10-09-0007-00753700,05,23
01-10-19-00-41902000,05,18
01-10-22-0008-02336800,05,27
01-10-28-0006-02954300,05,01
01-10-28-0008-02977900,05,01
01-10-28-0008-02978500,05,01
01-10-34-00-43402000,05,05
01-11-03-0001-00026700,22,03
01-11-03-0001-00026800,22,03
01-13-01-0002-00002100,18,07
01-13-02-0003-00013200,18,06
01-13-02-0016-00029700,18,06
01-13-02-0016-00029800,18,06
01-13-03-0007-00044000,18,05
01-13-03-0008-00047100,18,05
01-13-04-0002-00048200,18,03
01-13-04-0003-00050200,18,03
01-13-04-0003-00050300,18,03
01-13-06-0007-00100500,18,01
01-13-07-0004-00108300,18,01
01-13-07-0005-00109200,18,01
01-13-07-0005-00109500,18,01
01-13-07-0007-00111300,18,01
01-13-07-0012-00121100,18,01
01-13-07-0012-00121200,18,01
01-14-06-0003-00159100,15,07
01-14-06-0003-00159800,15,07
01-14-06-0004-00161300,15,07
01-14-06-0004-00161600,15,07
01-15-01-0001-00002000,17,01
01-15-01-0001-00002100,17,01
01-15-01-0001-00002200,17,01
01-15-01-0001-00002300,17,01
01-15-01-0001-00004400,17,01
01-15-03-0003-00021700,17,01
01-15-03-0003-00021900,17,01
01-15-03-0003-00022000,17,01
01-15-03-0003-00022100,17,01
01-15-03-0003-00022200,17,01
01-15-03-0003-00022300,17,01
01-15-03-0003-00022400,17,01
01-15-03-0003-00022500,17,01
01-15-03-0003-00022600,17,01
01-15-03-0003-00022700,17,01
01-15-03-0003-00022800,17,01
01-15-03-0003-00022900,17,01
01-15-03-0003-00023000,17,01
01-15-03-0003-00023100,17,01
01-15-03-0003-00023200,17,01
01-15-03-0003-00023300,17,01
01-15-03-0003-00023400,17,01
01-15-03-0003-00023500,17,01
01-15-03-0003-00023600,17,01
01-15-03-0003-00023700,17,01
01-15-03-0003-00023800,17,01
01-15-03-0003-00023900,17,01
01-15-03-0003-00024100,17,01
01-15-03-0090-00024400,17,01
01-15-03-0090-00024600,17,01
01-15-03-0090-00024700,17,01
01-15-03-0090-00024800,17,01
01-15-03-0090-00024900,17,01
01-15-03-0090-00025000,17,01
01-15-03-0090-00025100,17,01
01-15-03-0090-00025200,17,01
01-15-03-0090-00025300,17,01
01-15-03-0091-00025400,17,01
01-15-03-0091-00025500,17,01
01-15-03-0091-00025600,17,01
01-15-03-0091-00025700,17,01
01-15-03-0091-00025900,17,01
01-15-03-0091-00026000,17,01
01-15-03-0091-00026100,17,01
01-15-03-0091-00026200,17,01
01-15-03-0091-00026300,17,01
01-15-03-0091-00026400,17,01
01-15-03-0091-00026500,17,01
01-15-03-0091-00026600,17,01
01-15-03-0091-00026700,17,01
01-15-03-0091-00026800,17,01
01-15-03-0091-00026900,17,01
01-15-03-0091-00027000,17,01
01-15-03-0091-00027100,17,01
01-15-03-0091-00027200,17,01
01-15-03-0091-00027300,17,01
01-15-03-0091-00027400,17,01
01-15-03-0091-00027500,17,01
01-15-05-0092-00039100,17,01
01-15-05-0092-00039200,17,01
01-15-05-0092-00039300,17,01
01-15-05-0092-00039400,17,01
01-15-05-0092-00039500,17,01
01-15-05-0092-00039600,17,01
01-15-05-0092-00039700,17,01
01-15-05-0092-00039800,17,01
01-15-05-0092-00039900,17,01
01-15-05-0092-00040000,17,01
01-15-05-0092-00040100,17,01
01-15-05-0092-00040400,17,01
01-16-01-00-40105000,24,01
01-16-04-0007-00085800,24,02
01-17-03-0002-00278800,16,05
01-17-04-0001-00317300,16,03
01-17-04-0001-00330200,16,03
01-17-04-0002-00346500,16,03
01-17-04-0002-00348200,16,03
01-17-05-0001-00407000,16,02
01-17-05-0002-00431600,16,02
01-17-05-0002-00432100,16,02
01-17-05-0002-00454500,16,02
01-17-06-0001-00457000,16,02
01-17-06-0001-00457400,16,02
01-17-06-0001-00457900,16,02
01-17-06-0001-00459000,16,02
01-17-06-0001-00462200,16,02
01-17-06-0001-00467800,16,02
01-17-06-0001-00468000,16,02
01-17-06-0001-00468800,16,02
01-17-06-0001-00469200,16,02
01-17-06-0001-00470200,16,02
01-17-06-0001-00471100,16,02
01-17-06-0001-00471400,16,02
01-17-06-0001-00471600,16,02
01-17-06-0001-00472000,16,02
01-17-06-0001-00472900,16,02
01-17-06-0001-00474500,16,02
01-17-06-0001-00475600,16,02
01-17-06-0001-00476000,16,02
01-17-06-0001-00477100,16,02
01-17-06-0002-00478400,16,02
01-17-06-0002-00479000,16,02
01-17-06-0002-00479400,16,02
01-17-06-0002-00479800,16,02
01-17-06-0002-00482600,16,02
01-17-06-0002-00484800,16,02
01-17-06-0002-00486700,16,02
01-17-06-0006-00519900,16,02
01-17-06-0006-00520100,16,02
01-17-06-0006-00522800,16,02
01-17-06-0006-00524000,16,02
01-17-06-0007-00537700,16,02
01-17-06-0007-00538200,16,02
01-18-05-0001-00416800,04,05
01-18-06-0001-00519400,04,07
01-18-06-0012-00633400,04,07
01-18-10-0006-01011900,04,13
01-18-11-0007-01251700,04,09
01-18-11-0007-01252400,04,09
01-18-11-0007-01253900,04,09
01-18-11-0007-01254200,04,09
01-18-11-0007-01254700,04,09
01-18-11-0007-01255600,04,09
01-18-11-0007-01256500,04,09
01-18-11-0007-01262000,04,09
01-18-11-0007-01262100,04,09
01-18-11-0007-01262200,04,09
01-18-12-0001-01270800,04,10
01-18-12-0001-01274400,04,10
01-18-12-0001-01274600,04,10
01-18-12-0001-01274700,04,10
01-18-12-0001-01276900,04,10
01-18-12-0001-01280800,04,10
01-18-12-0091-01359400,04,10
01-18-12-0091-01361200,04,10
01-18-12-0091-01361900,04,10
01-18-12-0091-01364100,04,10
01-18-16-0004-01807400,04,16
01-18-16-0004-01807500,04,16
01-18-17-00-41701000,04,15
01-18-17-0004-01894800,04,15
01-18-17-0005-01923100,04,15
01-18-17-0005-01931400,04,15
01-18-19-0002-02098400,04,19
01-18-19-0002-02098800,04,19
01-18-19-0002-02099100,04,19
01-18-19-0002-02099200,04,19
01-18-19-0002-02099300,04,19
01-18-19-0002-02099400,04,19
01-18-19-0002-02099500,04,19
01-18-19-0002-02099600,04,19
01-18-19-0002-02099800,04,19
01-18-19-0002-02099900,04,19
01-18-19-0002-02100300,04,19
01-18-19-0002-02100400,04,19
01-18-19-0002-02100500,04,19
01-18-19-0002-02100600,04,19
01-18-19-0002-02100800,04,19
01-18-19-0002-02101100,04,19
01-18-19-0002-02101200,04,19
01-18-19-0002-02101300,04,19
01-18-19-0002-02101600,04,19
01-18-19-0002-02102900,04,19
01-18-19-0002-02103400,04,19
01-18-19-0002-02103700,04,19
01-18-19-0002-02103800,04,19
01-18-19-0002-02105000,04,19
01-18-19-0002-02105100,04,19
01-18-19-0002-02105500,04,19
01-18-19-0002-02105600,04,19
01-18-19-0002-02106200,04,19
01-18-19-0002-02106800,04,19
01-18-19-0002-02106900,04,19
01-18-19-0002-02107000,04,19
01-18-19-0002-02107100,04,19
01-18-19-0002-02107200,04,19
01-18-19-0002-02107400,04,19
01-18-19-0002-02107500,04,19
01-18-19-0002-02107600,04,19
01-18-19-0002-02107900,04,19
01-18-19-0002-02108100,04,19
01-18-19-0002-02108200,04,19
01-18-19-0002-02108300,04,19
01-18-19-0002-02108400,04,19
01-18-19-0002-02108500,04,19
01-18-19-0002-02108600,04,19
01-18-19-0002-02108700,04,19
01-18-19-0002-02108900,04,19
01-18-19-0002-02109000,04,19
01-18-19-0002-02109100,04,19
01-18-19-0002-02109200,04,19
01-18-19-0002-02110000,04,19
01-18-19-0002-02110100,04,19
01-18-19-0002-02110300,04,19
01-18-19-0002-02110400,04,19
01-18-19-0002-02110500,04,19
01-18-19-0002-02110600,04,19
01-18-19-0002-02110700,04,19
01-18-19-0002-02110800,04,19
01-18-19-0002-02110900,04,19
01-18-19-0002-02111000,04,19
01-18-19-0002-02111200,04,19
01-18-19-0002-02111400,04,19
01-18-19-0002-02111600,04,19
01-18-19-0002-02111700,04,19
01-18-19-0002-02111900,04,19
01-18-19-0002-02112000,04,19
01-18-19-0002-02112200,04,19
01-18-19-0002-02112400,04,19
01-18-19-0002-02112500,04,19
01-18-19-0002-02112700,04,19
01-18-19-0002-02112900,04,19
01-18-19-0002-02113500,04,19
01-18-19-0002-02113600,04,19
01-18-19-0002-02113700,04,19
01-18-19-0002-02113800,04,19
01-18-19-0002-02113900,04,19
01-18-19-0002-02114100,04,19
01-18-19-0002-02114300,04,19
01-18-19-0002-02114400,04,19
01-18-19-0002-02114500,04,19
01-18-19-0002-02114700,04,19
01-18-19-0002-02114900,04,19
01-18-19-0002-02115100,04,19
01-18-19-0002-02115200,04,19
01-18-19-0002-02115300,04,19
01-18-19-0002-02115400,04,19
01-18-19-0002-02115500,04,19
01-18-19-0002-02115600,04,19
01-18-19-0002-02115900,04,19
01-18-19-0002-02116000,04,19
01-18-19-0002-02116100,04,19
01-18-19-0002-02116700,04,19
01-18-19-0002-02117200,04,19
01-18-19-0002-02117400,04,19
01-18-19-0002-02117500,04,19
01-18-19-0002-02117700,04,19
01-18-19-0002-02117800,04,19
01-18-19-0002-02117900,04,19
01-18-19-0002-02118200,04,19
01-18-19-0002-02118300,04,19
01-18-19-0002-02118600,04,19
01-18-19-0002-02119400,04,19
01-18-19-0002-02119500,04,19
01-18-19-0002-02119800,04,19
01-18-19-0002-02120400,04,19
01-18-19-0002-02120800,04,19
01-18-19-0002-02121000,04,19
01-18-19-0002-02121600,04,19
01-18-19-0002-02121700,04,19
01-18-19-0002-02121800,04,19
01-18-19-0002-02121900,04,19
01-18-19-0002-02122300,04,19
01-18-19-0002-02122500,04,19
01-18-19-0002-02122700,04,19
01-18-19-0002-02122900,04,19
01-18-19-0002-02123000,04,19
01-18-19-0002-02123400,04,19
01-18-19-0002-02124200,04,19
01-18-19-0002-02124300,04,19
01-18-19-0002-02124400,04,19
01-18-19-0002-02124500,04,19
01-18-19-0002-02124600,04,19
01-18-19-0002-02124700,04,19
01-18-19-0002-02125000,04,19
01-18-19-0002-02125100,04,19
01-18-19-0002-02125200,04,19
01-18-19-0002-02125300,04,19
01-18-19-0002-02125400,04,19
01-18-19-0002-02125500,04,19
01-18-19-0002-02125600,04,19
01-18-19-0002-02125800,04,19
01-18-19-0002-02125900,04,19
01-18-19-0002-02126200,04,19
01-18-19-0002-02126300,04,19
01-18-19-0002-02126400,04,19
01-18-19-0002-02126500,04,19
01-18-19-0002-02126800,04,19
01-18-19-0002-02128000,04,19
01-18-19-0002-02128600,04,19
01-18-19-0002-02129600,04,19
01-18-19-0002-02129700,04,19
01-18-19-0002-02129800,04,19
01-18-19-0002-02129900,04,19
01-18-19-0002-02130200,04,19
01-18-19-0002-02130500,04,19
01-18-19-0002-02130600,04,19
01-18-19-0002-02130800,04,19
01-18-19-0002-02130900,04,19
01-18-19-0002-02131000,04,19
01-18-19-0002-02131100,04,19
01-18-19-0002-02131400,04,19
01-18-19-0002-02131600,04,19
01-18-19-0002-02131700,04,19
01-18-19-0002-02131800,04,19
01-18-19-0002-02132000,04,19
01-18-19-0002-02132300,04,19
01-18-19-0002-02132400,04,19
01-18-19-0002-02132600,04,19
01-18-19-0002-02132700,04,19
01-18-19-0002-02132800,04,19
01-18-19-0002-02132900,04,19
01-18-19-0002-02136200,04,19
01-18-19-0002-02136900,04,19
01-18-19-0002-02137000,04,19
01-18-19-0002-02137600,04,19
01-18-19-0002-02137800,04,19
01-18-19-0002-02138000,04,19
01-18-19-0002-02138100,04,19
01-18-19-0002-02138200,04,19
01-18-19-0002-02138800,04,19
01-18-19-0002-02139100,04,19
01-18-19-0002-02139200,04,19
01-18-19-0002-02139800,04,19
01-18-19-0002-02140100,04,19
01-18-19-0002-02140300,04,19
01-18-19-0002-02140400,04,19
01-18-19-0002-02140800,04,19
01-18-19-0002-02140900,04,19
01-18-19-0002-02141000,04,19
01-18-19-0002-02142400,04,19
01-18-19-0002-02142500,04,19
01-18-19-0002-02142700,04,19
01-18-19-0002-02142800,04,19
01-18-19-0002-02143200,04,19
01-18-19-0002-02143900,04,19
01-18-19-0002-02144400,04,19
01-18-19-0002-02144500,04,19
01-18-19-0002-02146700,04,19
01-18-19-0002-02146800,04,19
01-18-19-0002-02147000,04,19
01-18-19-0002-02147900,04,19
01-18-19-0002-02148100,04,19
01-18-19-0002-02148200,04,19
01-18-19-0002-02148400,04,19
01-18-19-0002-02148600,04,19
01-18-19-0002-02148800,04,19
01-18-19-0002-02149000,04,19
01-18-19-0002-02149100,04,19
01-18-19-0002-02149500,04,19
01-18-19-0002-02149600,04,19
01-18-19-0002-02149700,04,19
01-18-19-0002-02149800,04,19
01-18-19-0002-02149900,04,19
01-18-19-0002-02150000,04,19
01-18-19-0002-02150100,04,19
01-18-19-0002-02150200,04,19
01-18-19-0002-02150300,04,19
01-18-19-0002-02150400,04,19
01-18-19-0002-02150500,04,19
01-18-19-0002-02150600,04,19
01-18-19-0002-02150700,04,19
01-18-19-0002-02150800,04,19
01-18-19-0002-02150900,04,19
01-18-19-0002-02151000,04,19
01-18-19-0002-02151100,04,19
01-18-19-0002-02151200,04,19
01-18-19-0002-02151400,04,19
01-18-19-0002-02151500,04,19
01-18-19-0002-02151600,04,19
01-18-19-0002-02151900,04,19
01-18-19-0002-02152100,04,19
01-18-19-0002-02152300,04,19
01-18-19-0002-02152500,04,19
01-18-19-0002-02152600,04,19
01-18-19-0002-02152700,04,19
01-18-19-0002-02153100,04,19
01-18-19-0002-02153300,04,19
01-18-19-0002-02153400,04,19
01-18-19-0002-02153600,04,19
01-18-19-0002-02153700,04,19
01-18-19-0002-02153800,04,19
01-18-19-0002-02153900,04,19
01-18-19-0002-02154000,04,19
01-18-19-0002-02154100,04,19
01-18-19-0002-02154300,04,19
01-18-19-0002-02154500,04,19
01-18-19-0002-02154700,04,19
01-18-19-0002-02154800,04,19
01-18-19-0002-02155200,04,19
01-18-19-0002-02155800,04,19
01-18-19-0002-02155900,04,19
01-18-19-0002-02157000,04,19
01-18-19-0002-02157100,04,19
01-18-19-0002-02157400,04,19
01-18-19-0002-02157600,04,19
01-18-19-0002-02157700,04,19
01-18-19-0002-02157800,04,19
01-18-19-0002-02157900,04,19
01-18-19-0002-02158400,04,19
01-18-19-0002-02158900,04,19
01-18-19-0002-02159400,04,19
01-18-19-0002-02159500,04,19
01-18-19-0002-02159900,04,19
01-18-19-0002-02160300,04,19
01-18-19-0002-02160400,04,19
01-18-19-0002-02161200,04,19
01-18-19-0002-02161300,04,19
01-18-19-0002-02161400,04,19
01-18-19-0002-02161500,04,19
01-18-19-0002-02161700,04,19
01-18-19-0002-02161800,04,19
01-18-19-0002-02161900,04,19
01-18-19-0002-02162000,04,19
01-18-19-0002-02162100,04,19
